animal,timestamp,lon,lat,datetime_utc,datetime_hst,month,year,season,tod,nearest_island,w_l_ward,date,Date,moon.phase,MEI,Periodmei,Periodmeifull
MdTag001,12/14/2006 19:00,-156.0146063,20.47105971,12/14/2006 19:00,12/14/2006 9:00,12,2006,fall,Day,Maui,leeward,12/14/2006 19:00,12/14/2006,3rd Quarter,0.6,EN,El Niño
MdTag001,12/14/2006 23:00,-156.0078803,20.4547686,12/14/2006 23:00,12/14/2006 13:00,12,2006,fall,Day,Maui,leeward,12/14/2006 23:00,12/14/2006,3rd Quarter,0.6,EN,El Niño
MdTag001,12/15/2006 3:00,-156.0018174,20.4349669,12/15/2006 3:00,12/14/2006 17:00,12,2006,fall,Day,Hawai'i,leeward,12/15/2006 3:00,12/15/2006,3rd Quarter,0.6,EN,El Niño
MdTag001,12/15/2006 7:00,-155.9976691,20.41397015,12/15/2006 7:00,12/14/2006 21:00,12,2006,fall,Night,Hawai'i,leeward,12/15/2006 7:00,12/15/2006,3rd Quarter,0.6,EN,El Niño
MdTag001,12/15/2006 11:00,-155.9952822,20.39361371,12/15/2006 11:00,12/15/2006 1:00,12,2006,fall,Night,Hawai'i,leeward,12/15/2006 11:00,12/15/2006,3rd Quarter,0.6,EN,El Niño
MdTag001,12/15/2006 15:00,-155.993953,20.37567066,12/15/2006 15:00,12/15/2006 5:00,12,2006,fall,Night,Hawai'i,leeward,12/15/2006 15:00,12/15/2006,3rd Quarter,0.6,EN,El Niño
MdTag002,11/23/2006 1:00,-156.149874,19.84094888,11/23/2006 1:00,11/22/2006 15:00,11,2006,fall,Day,Hawai'i,leeward,11/23/2006 1:00,11/23/2006,New Moon,0.8,EN,El Niño
MdTag002,11/23/2006 5:00,-156.1574812,19.88382909,11/23/2006 5:00,11/22/2006 19:00,11,2006,fall,Night,Hawai'i,leeward,11/23/2006 5:00,11/23/2006,New Moon,0.8,EN,El Niño
MdTag002,11/23/2006 9:00,-156.165091,19.92671286,11/23/2006 9:00,11/22/2006 23:00,11,2006,fall,Night,Hawai'i,leeward,11/23/2006 9:00,11/23/2006,New Moon,0.8,EN,El Niño
MdTag002,11/23/2006 13:00,-156.1727035,19.96960023,11/23/2006 13:00,11/23/2006 3:00,11,2006,fall,Night,Hawai'i,leeward,11/23/2006 13:00,11/23/2006,New Moon,0.8,EN,El Niño
MdTag002,11/23/2006 17:00,-156.1801486,20.01076334,11/23/2006 17:00,11/23/2006 7:00,11,2006,fall,Dusk,Hawai'i,leeward,11/23/2006 17:00,11/23/2006,New Moon,0.8,EN,El Niño
MdTag002,11/23/2006 21:00,-156.1844057,20.01952507,11/23/2006 21:00,11/23/2006 11:00,11,2006,fall,Day,Hawai'i,leeward,11/23/2006 21:00,11/23/2006,New Moon,0.8,EN,El Niño
MdTag002,11/24/2006 1:00,-156.1886632,20.0282869,11/24/2006 1:00,11/23/2006 15:00,11,2006,fall,Day,Hawai'i,leeward,11/24/2006 1:00,11/24/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/24/2006 5:00,-156.1929209,20.03704883,11/24/2006 5:00,11/23/2006 19:00,11,2006,fall,Night,Hawai'i,leeward,11/24/2006 5:00,11/24/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/24/2006 9:00,-156.197179,20.04581084,11/24/2006 9:00,11/23/2006 23:00,11,2006,fall,Night,Hawai'i,leeward,11/24/2006 9:00,11/24/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/24/2006 13:00,-156.2031076,20.05258887,11/24/2006 13:00,11/24/2006 3:00,11,2006,fall,Night,Hawai'i,leeward,11/24/2006 13:00,11/24/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/24/2006 17:00,-156.2137817,20.05372981,11/24/2006 17:00,11/24/2006 7:00,11,2006,fall,Dusk,Hawai'i,leeward,11/24/2006 17:00,11/24/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/24/2006 21:00,-156.2244559,20.05487033,11/24/2006 21:00,11/24/2006 11:00,11,2006,fall,Day,Hawai'i,leeward,11/24/2006 21:00,11/24/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/25/2006 1:00,-156.2351301,20.05601043,11/25/2006 1:00,11/24/2006 15:00,11,2006,fall,Day,Hawai'i,leeward,11/25/2006 1:00,11/25/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/25/2006 5:00,-156.2545977,20.0595934,11/25/2006 5:00,11/24/2006 19:00,11,2006,fall,Night,Hawai'i,leeward,11/25/2006 5:00,11/25/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/25/2006 9:00,-156.2897464,20.06752992,11/25/2006 9:00,11/24/2006 23:00,11,2006,fall,Night,Hawai'i,leeward,11/25/2006 9:00,11/25/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/25/2006 13:00,-156.3155331,20.07660692,11/25/2006 13:00,11/25/2006 3:00,11,2006,fall,Night,Hawai'i,leeward,11/25/2006 13:00,11/25/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/25/2006 17:00,-156.3175208,20.08859247,11/25/2006 17:00,11/25/2006 7:00,11,2006,fall,Dusk,Hawai'i,leeward,11/25/2006 17:00,11/25/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/25/2006 21:00,-156.3195086,20.1005783,11/25/2006 21:00,11/25/2006 11:00,11,2006,fall,Day,Hawai'i,leeward,11/25/2006 21:00,11/25/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/26/2006 1:00,-156.3214967,20.11256443,11/26/2006 1:00,11/25/2006 15:00,11,2006,fall,Day,Hawai'i,leeward,11/26/2006 1:00,11/26/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/26/2006 5:00,-156.3234849,20.12455085,11/26/2006 5:00,11/25/2006 19:00,11,2006,fall,Night,Hawai'i,leeward,11/26/2006 5:00,11/26/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/26/2006 9:00,-156.3254734,20.13653756,11/26/2006 9:00,11/25/2006 23:00,11,2006,fall,Night,Hawai'i,leeward,11/26/2006 9:00,11/26/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/26/2006 13:00,-156.3232986,20.15130119,11/26/2006 13:00,11/26/2006 3:00,11,2006,fall,Night,Hawai'i,leeward,11/26/2006 13:00,11/26/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/26/2006 17:00,-156.3129653,20.17150551,11/26/2006 17:00,11/26/2006 7:00,11,2006,fall,Dusk,Hawai'i,leeward,11/26/2006 17:00,11/26/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/26/2006 21:00,-156.3026303,20.19171031,11/26/2006 21:00,11/26/2006 11:00,11,2006,fall,Day,Hawai'i,leeward,11/26/2006 21:00,11/26/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/27/2006 1:00,-156.2922935,20.21191559,11/27/2006 1:00,11/26/2006 15:00,11,2006,fall,Day,Hawai'i,leeward,11/27/2006 1:00,11/27/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/27/2006 5:00,-156.2819049,20.22902803,11/27/2006 5:00,11/26/2006 19:00,11,2006,fall,Night,Maui,leeward,11/27/2006 5:00,11/27/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/27/2006 9:00,-156.2711868,20.22588792,11/27/2006 9:00,11/26/2006 23:00,11,2006,fall,Night,Hawai'i,leeward,11/27/2006 9:00,11/27/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/27/2006 13:00,-156.260469,20.2227474,11/27/2006 13:00,11/27/2006 3:00,11,2006,fall,Night,Hawai'i,leeward,11/27/2006 13:00,11/27/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/27/2006 17:00,-156.2497515,20.21960647,11/27/2006 17:00,11/27/2006 7:00,11,2006,fall,Dusk,Hawai'i,leeward,11/27/2006 17:00,11/27/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/27/2006 21:00,-156.2390343,20.21646513,11/27/2006 21:00,11/27/2006 11:00,11,2006,fall,Day,Hawai'i,leeward,11/27/2006 21:00,11/27/2006,1st Quarter,0.8,EN,El Niño
MdTag002,11/28/2006 1:00,-156.2283174,20.21332339,11/28/2006 1:00,11/27/2006 15:00,11,2006,fall,Day,Hawai'i,leeward,11/28/2006 1:00,11/28/2006,1st Quarter,0.8,EN,El Niño
MdTag003,12/4/2006 22:00,-155.9295145,19.22975721,12/4/2006 22:00,12/4/2006 12:00,12,2006,fall,Day,Hawai'i,leeward,12/4/2006 22:00,12/4/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/4/2006 22:00,-155.9295145,19.22975721,12/4/2006 22:00,12/4/2006 12:00,12,2006,fall,Day,Hawai'i,leeward,12/4/2006 22:00,12/4/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/5/2006 2:00,-155.9612663,19.23303122,12/5/2006 2:00,12/4/2006 16:00,12,2006,fall,Day,Hawai'i,leeward,12/5/2006 2:00,12/5/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/5/2006 6:00,-155.9685947,19.22584084,12/5/2006 6:00,12/4/2006 20:00,12,2006,fall,Night,Hawai'i,leeward,12/5/2006 6:00,12/5/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/5/2006 10:00,-155.9442861,19.25412066,12/5/2006 10:00,12/5/2006 0:00,12,2006,fall,Night,Hawai'i,leeward,12/5/2006 10:00,12/5/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/5/2006 14:00,-155.921791,19.30364004,12/5/2006 14:00,12/5/2006 4:00,12,2006,fall,Night,Hawai'i,leeward,12/5/2006 14:00,12/5/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/5/2006 18:00,-155.9419089,19.37095899,12/5/2006 18:00,12/5/2006 8:00,12,2006,fall,Day,Hawai'i,leeward,12/5/2006 18:00,12/5/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/5/2006 22:00,-156.0080732,19.41900679,12/5/2006 22:00,12/5/2006 12:00,12,2006,fall,Day,Hawai'i,leeward,12/5/2006 22:00,12/5/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/6/2006 2:00,-156.0147561,19.44236681,12/6/2006 2:00,12/5/2006 16:00,12,2006,fall,Day,Hawai'i,leeward,12/6/2006 2:00,12/6/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/6/2006 6:00,-155.9959852,19.45095928,12/6/2006 6:00,12/5/2006 20:00,12,2006,fall,Night,Hawai'i,leeward,12/6/2006 6:00,12/6/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/6/2006 10:00,-155.9997651,19.45427326,12/6/2006 10:00,12/6/2006 0:00,12,2006,fall,Night,Hawai'i,leeward,12/6/2006 10:00,12/6/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/6/2006 14:00,-156.0124361,19.45559715,12/6/2006 14:00,12/6/2006 4:00,12,2006,fall,Night,Hawai'i,leeward,12/6/2006 14:00,12/6/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/6/2006 18:00,-156.0273006,19.45570789,12/6/2006 18:00,12/6/2006 8:00,12,2006,fall,Day,Hawai'i,leeward,12/6/2006 18:00,12/6/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/6/2006 22:00,-156.0404449,19.45384397,12/6/2006 22:00,12/6/2006 12:00,12,2006,fall,Day,Hawai'i,leeward,12/6/2006 22:00,12/6/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/7/2006 2:00,-156.045772,19.44673871,12/7/2006 2:00,12/6/2006 16:00,12,2006,fall,Day,Hawai'i,leeward,12/7/2006 2:00,12/7/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/7/2006 6:00,-156.0295785,19.42591252,12/7/2006 6:00,12/6/2006 20:00,12,2006,fall,Night,Hawai'i,leeward,12/7/2006 6:00,12/7/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/7/2006 10:00,-155.9944563,19.39259092,12/7/2006 10:00,12/7/2006 0:00,12,2006,fall,Night,Hawai'i,leeward,12/7/2006 10:00,12/7/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/7/2006 14:00,-155.9556159,19.35494373,12/7/2006 14:00,12/7/2006 4:00,12,2006,fall,Night,Hawai'i,leeward,12/7/2006 14:00,12/7/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/7/2006 18:00,-155.924585,19.31631812,12/7/2006 18:00,12/7/2006 8:00,12,2006,fall,Day,Hawai'i,leeward,12/7/2006 18:00,12/7/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/7/2006 22:00,-155.9227807,19.27882691,12/7/2006 22:00,12/7/2006 12:00,12,2006,fall,Day,Hawai'i,leeward,12/7/2006 22:00,12/7/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/8/2006 2:00,-155.9563722,19.24488783,12/8/2006 2:00,12/7/2006 16:00,12,2006,fall,Day,Hawai'i,leeward,12/8/2006 2:00,12/8/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/8/2006 6:00,-155.9680788,19.22156344,12/8/2006 6:00,12/7/2006 20:00,12,2006,fall,Night,Hawai'i,leeward,12/8/2006 6:00,12/8/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/8/2006 10:00,-155.9571263,19.20767487,12/8/2006 10:00,12/8/2006 0:00,12,2006,fall,Night,Hawai'i,leeward,12/8/2006 10:00,12/8/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/8/2006 14:00,-155.9392708,19.19719383,12/8/2006 14:00,12/8/2006 4:00,12,2006,fall,Night,Hawai'i,leeward,12/8/2006 14:00,12/8/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/8/2006 18:00,-155.9223083,19.18811746,12/8/2006 18:00,12/8/2006 8:00,12,2006,fall,Day,Hawai'i,leeward,12/8/2006 18:00,12/8/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/8/2006 22:00,-155.9178451,19.18287477,12/8/2006 22:00,12/8/2006 12:00,12,2006,fall,Day,Hawai'i,leeward,12/8/2006 22:00,12/8/2006,Full Moon,0.6,EN,El Niño
MdTag003,12/9/2006 2:00,-155.930048,19.17354929,12/9/2006 2:00,12/8/2006 16:00,12,2006,fall,Day,Hawai'i,leeward,12/9/2006 2:00,12/9/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/9/2006 6:00,-155.9471606,19.16157054,12/9/2006 6:00,12/8/2006 20:00,12,2006,fall,Night,Hawai'i,leeward,12/9/2006 6:00,12/9/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/9/2006 10:00,-155.9533392,19.14568275,12/9/2006 10:00,12/9/2006 0:00,12,2006,fall,Night,Hawai'i,leeward,12/9/2006 10:00,12/9/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/9/2006 14:00,-155.9595094,19.14829819,12/9/2006 14:00,12/9/2006 4:00,12,2006,fall,Night,Hawai'i,leeward,12/9/2006 14:00,12/9/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/9/2006 18:00,-155.9754174,19.19549086,12/9/2006 18:00,12/9/2006 8:00,12,2006,fall,Day,Hawai'i,leeward,12/9/2006 18:00,12/9/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/9/2006 22:00,-155.9877545,19.20964777,12/9/2006 22:00,12/9/2006 12:00,12,2006,fall,Day,Hawai'i,leeward,12/9/2006 22:00,12/9/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/10/2006 2:00,-155.9854734,19.18672132,12/10/2006 2:00,12/9/2006 16:00,12,2006,fall,Day,Hawai'i,leeward,12/10/2006 2:00,12/10/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/10/2006 6:00,-155.9696857,19.14123985,12/10/2006 6:00,12/9/2006 20:00,12,2006,fall,Night,Hawai'i,leeward,12/10/2006 6:00,12/10/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/10/2006 10:00,-155.950362,19.09001977,12/10/2006 10:00,12/10/2006 0:00,12,2006,fall,Night,Hawai'i,leeward,12/10/2006 10:00,12/10/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/10/2006 14:00,-155.9339856,19.04379785,12/10/2006 14:00,12/10/2006 4:00,12,2006,fall,Night,Hawai'i,leeward,12/10/2006 14:00,12/10/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/10/2006 18:00,-155.9304588,19.01914896,12/10/2006 18:00,12/10/2006 8:00,12,2006,fall,Day,Hawai'i,leeward,12/10/2006 18:00,12/10/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/10/2006 22:00,-155.9436509,19.02323804,12/10/2006 22:00,12/10/2006 12:00,12,2006,fall,Day,Hawai'i,leeward,12/10/2006 22:00,12/10/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/11/2006 2:00,-155.9618353,19.03906364,12/11/2006 2:00,12/10/2006 16:00,12,2006,fall,Day,Hawai'i,leeward,12/11/2006 2:00,12/11/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/11/2006 6:00,-155.9770231,19.05937401,12/11/2006 6:00,12/10/2006 20:00,12,2006,fall,Night,Hawai'i,leeward,12/11/2006 6:00,12/11/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/11/2006 10:00,-155.9878942,19.08159375,12/11/2006 10:00,12/11/2006 0:00,12,2006,fall,Night,Hawai'i,leeward,12/11/2006 10:00,12/11/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/11/2006 14:00,-155.9970476,19.10465635,12/11/2006 14:00,12/11/2006 4:00,12,2006,fall,Night,Hawai'i,leeward,12/11/2006 14:00,12/11/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/11/2006 18:00,-156.0052084,19.12853427,12/11/2006 18:00,12/11/2006 8:00,12,2006,fall,Day,Hawai'i,leeward,12/11/2006 18:00,12/11/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/11/2006 22:00,-156.0118394,19.15423428,12/11/2006 22:00,12/11/2006 12:00,12,2006,fall,Day,Hawai'i,leeward,12/11/2006 22:00,12/11/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/12/2006 2:00,-156.0144586,19.18507593,12/12/2006 2:00,12/11/2006 16:00,12,2006,fall,Day,Hawai'i,leeward,12/12/2006 2:00,12/12/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/12/2006 6:00,-156.0069788,19.22882497,12/12/2006 6:00,12/11/2006 20:00,12,2006,fall,Night,Hawai'i,leeward,12/12/2006 6:00,12/12/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/12/2006 10:00,-155.9914555,19.2803901,12/12/2006 10:00,12/12/2006 0:00,12,2006,fall,Night,Hawai'i,leeward,12/12/2006 10:00,12/12/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/12/2006 14:00,-155.9741664,19.32448104,12/12/2006 14:00,12/12/2006 4:00,12,2006,fall,Night,Hawai'i,leeward,12/12/2006 14:00,12/12/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/15/2006 6:00,-155.9286408,19.4293695,12/15/2006 6:00,12/14/2006 20:00,12,2006,fall,Night,Hawai'i,leeward,12/15/2006 6:00,12/15/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/15/2006 10:00,-155.9317329,19.44173253,12/15/2006 10:00,12/15/2006 0:00,12,2006,fall,Night,Hawai'i,leeward,12/15/2006 10:00,12/15/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/15/2006 14:00,-155.9352556,19.45398847,12/15/2006 14:00,12/15/2006 4:00,12,2006,fall,Night,Hawai'i,leeward,12/15/2006 14:00,12/15/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/15/2006 18:00,-155.9399716,19.46263193,12/15/2006 18:00,12/15/2006 8:00,12,2006,fall,Day,Hawai'i,leeward,12/15/2006 18:00,12/15/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/15/2006 22:00,-156.0055875,19.5239957,12/15/2006 22:00,12/15/2006 12:00,12,2006,fall,Day,Hawai'i,leeward,12/15/2006 22:00,12/15/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/16/2006 2:00,-156.0516732,19.58671415,12/16/2006 2:00,12/15/2006 16:00,12,2006,fall,Day,Hawai'i,leeward,12/16/2006 2:00,12/16/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/16/2006 6:00,-156.080497,19.64819794,12/16/2006 6:00,12/15/2006 20:00,12,2006,fall,Night,Hawai'i,leeward,12/16/2006 6:00,12/16/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/16/2006 10:00,-156.1025458,19.71103994,12/16/2006 10:00,12/16/2006 0:00,12,2006,fall,Night,Hawai'i,leeward,12/16/2006 10:00,12/16/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/16/2006 14:00,-156.1199268,19.77960081,12/16/2006 14:00,12/16/2006 4:00,12,2006,fall,Night,Hawai'i,leeward,12/16/2006 14:00,12/16/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/16/2006 18:00,-156.1288078,19.8654975,12/16/2006 18:00,12/16/2006 8:00,12,2006,fall,Day,Hawai'i,leeward,12/16/2006 18:00,12/16/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/16/2006 22:00,-156.114539,20.00236159,12/16/2006 22:00,12/16/2006 12:00,12,2006,fall,Day,Hawai'i,leeward,12/16/2006 22:00,12/16/2006,3rd Quarter,0.6,EN,El Niño
MdTag003,12/17/2006 2:00,-156.0497397,20.24887705,12/17/2006 2:00,12/16/2006 16:00,12,2006,fall,Day,Hawai'i,leeward,12/17/2006 2:00,12/17/2006,New Moon,0.6,EN,El Niño
MdTag003,12/17/2006 6:00,-155.9881823,20.45945662,12/17/2006 6:00,12/16/2006 20:00,12,2006,fall,Night,Maui,leeward,12/17/2006 6:00,12/17/2006,New Moon,0.6,EN,El Niño
MdTag003,12/17/2006 10:00,-155.978294,20.51356852,12/17/2006 10:00,12/17/2006 0:00,12,2006,fall,Night,Maui,windward,12/17/2006 10:00,12/17/2006,New Moon,0.6,EN,El Niño
MdTag003,12/17/2006 14:00,-155.9983718,20.49507083,12/17/2006 14:00,12/17/2006 4:00,12,2006,fall,Night,Maui,leeward,12/17/2006 14:00,12/17/2006,New Moon,0.6,EN,El Niño
MdTag003,12/17/2006 18:00,-156.0445952,20.43966807,12/17/2006 18:00,12/17/2006 8:00,12,2006,fall,Day,Maui,leeward,12/17/2006 18:00,12/17/2006,New Moon,0.6,EN,El Niño
MdTag003,12/17/2006 22:00,-156.0836812,20.39908031,12/17/2006 22:00,12/17/2006 12:00,12,2006,fall,Day,Maui,leeward,12/17/2006 22:00,12/17/2006,New Moon,0.6,EN,El Niño
MdTag003,12/18/2006 2:00,-156.1310094,20.37433797,12/18/2006 2:00,12/17/2006 16:00,12,2006,fall,Day,Maui,leeward,12/18/2006 2:00,12/18/2006,New Moon,0.6,EN,El Niño
MdTag003,12/18/2006 6:00,-156.1647609,20.34969913,12/18/2006 6:00,12/17/2006 20:00,12,2006,fall,Night,Maui,leeward,12/18/2006 6:00,12/18/2006,New Moon,0.6,EN,El Niño
MdTag003,12/18/2006 10:00,-156.1698565,20.31769947,12/18/2006 10:00,12/18/2006 0:00,12,2006,fall,Night,Hawai'i,leeward,12/18/2006 10:00,12/18/2006,New Moon,0.6,EN,El Niño
MdTag003,12/18/2006 14:00,-156.164491,20.28200545,12/18/2006 14:00,12/18/2006 4:00,12,2006,fall,Night,Hawai'i,leeward,12/18/2006 14:00,12/18/2006,New Moon,0.6,EN,El Niño
MdTag003,12/18/2006 18:00,-156.1582548,20.24296367,12/18/2006 18:00,12/18/2006 8:00,12,2006,fall,Day,Hawai'i,leeward,12/18/2006 18:00,12/18/2006,New Moon,0.6,EN,El Niño
MdTag003,12/18/2006 22:00,-156.1596253,20.19666776,12/18/2006 22:00,12/18/2006 12:00,12,2006,fall,Day,Hawai'i,leeward,12/18/2006 22:00,12/18/2006,New Moon,0.6,EN,El Niño
MdTag003,12/19/2006 2:00,-156.1807988,20.13934443,12/19/2006 2:00,12/18/2006 16:00,12,2006,fall,Day,Hawai'i,leeward,12/19/2006 2:00,12/19/2006,New Moon,0.6,EN,El Niño
MdTag003,12/19/2006 6:00,-156.2222279,20.10658424,12/19/2006 6:00,12/18/2006 20:00,12,2006,fall,Night,Hawai'i,leeward,12/19/2006 6:00,12/19/2006,New Moon,0.6,EN,El Niño
MdTag003,12/19/2006 10:00,-156.2753575,20.10708756,12/19/2006 10:00,12/19/2006 0:00,12,2006,fall,Night,Hawai'i,leeward,12/19/2006 10:00,12/19/2006,New Moon,0.6,EN,El Niño
MdTag003,12/19/2006 14:00,-156.3246099,20.11727198,12/19/2006 14:00,12/19/2006 4:00,12,2006,fall,Night,Hawai'i,leeward,12/19/2006 14:00,12/19/2006,New Moon,0.6,EN,El Niño
MdTag004,7/10/2008 18:00,-156.016572,19.57499559,7/10/2008 18:00,7/10/2008 8:00,7,2008,spring,Day,Hawai'i,leeward,7/10/2008 18:00,7/10/2008,1st Quarter,-0.9,LN,La Niña
MdTag004,7/10/2008 22:00,-156.0299555,19.62975401,7/10/2008 22:00,7/10/2008 12:00,7,2008,spring,Day,Hawai'i,leeward,7/10/2008 22:00,7/10/2008,1st Quarter,-0.9,LN,La Niña
MdTag004,7/11/2008 2:00,-156.0652192,19.65600825,7/11/2008 2:00,7/10/2008 16:00,7,2008,spring,Day,Hawai'i,leeward,7/11/2008 2:00,7/11/2008,1st Quarter,-0.9,LN,La Niña
MdTag004,7/11/2008 6:00,-156.0717101,19.66768644,7/11/2008 6:00,7/10/2008 20:00,7,2008,spring,Night,Hawai'i,leeward,7/11/2008 6:00,7/11/2008,1st Quarter,-0.9,LN,La Niña
MdTag004,7/11/2008 10:00,-156.05535,19.62881173,7/11/2008 10:00,7/11/2008 0:00,7,2008,spring,Night,Hawai'i,leeward,7/11/2008 10:00,7/11/2008,1st Quarter,-0.9,LN,La Niña
MdTag004,7/11/2008 14:00,-156.0577761,19.61932359,7/11/2008 14:00,7/11/2008 4:00,7,2008,spring,Night,Hawai'i,leeward,7/11/2008 14:00,7/11/2008,1st Quarter,-0.9,LN,La Niña
MdTag004,7/11/2008 18:00,-156.0884952,19.6608467,7/11/2008 18:00,7/11/2008 8:00,7,2008,spring,Day,Hawai'i,leeward,7/11/2008 18:00,7/11/2008,1st Quarter,-0.9,LN,La Niña
MdTag004,7/11/2008 22:00,-156.0671993,19.65512605,7/11/2008 22:00,7/11/2008 12:00,7,2008,spring,Day,Hawai'i,leeward,7/11/2008 22:00,7/11/2008,1st Quarter,-0.9,LN,La Niña
MdTag004,7/12/2008 2:00,-155.9864089,19.51125788,7/12/2008 2:00,7/11/2008 16:00,7,2008,spring,Day,Hawai'i,leeward,7/12/2008 2:00,7/12/2008,1st Quarter,-0.9,LN,La Niña
MdTag004,7/12/2008 6:00,-155.9989231,19.50249472,7/12/2008 6:00,7/11/2008 20:00,7,2008,spring,Night,Hawai'i,leeward,7/12/2008 6:00,7/12/2008,1st Quarter,-0.9,LN,La Niña
MdTag004,7/12/2008 10:00,-155.9884538,19.45231339,7/12/2008 10:00,7/12/2008 0:00,7,2008,spring,Night,Hawai'i,leeward,7/12/2008 10:00,7/12/2008,1st Quarter,-0.9,LN,La Niña
MdTag004,7/12/2008 14:00,-155.9743173,19.45290015,7/12/2008 14:00,7/12/2008 4:00,7,2008,spring,Night,Hawai'i,leeward,7/12/2008 14:00,7/12/2008,1st Quarter,-0.9,LN,La Niña
MdTag004,7/12/2008 18:00,-155.942148,19.41944987,7/12/2008 18:00,7/12/2008 8:00,7,2008,spring,Day,Hawai'i,leeward,7/12/2008 18:00,7/12/2008,1st Quarter,-0.9,LN,La Niña
