animal,timestamp,lon,lat,datetime_utc,datetime_hst,month,year,season,tod,nearest_island,w_l_ward,date,Date,moon.phase,MEI,Periodmei,Periodmeifull
MdTag006,7/18/2008 19:00,-155.9330521,19.33574013,7/18/2008 19:00,7/18/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/18/2008 19:00,7/18/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/18/2008 23:00,-155.9042604,19.32491358,7/18/2008 23:00,7/18/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/18/2008 23:00,7/18/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/19/2008 3:00,-155.9055079,19.23241737,7/19/2008 3:00,7/18/2008 17:00,7,2008,spring,Day,Hawai'i,leeward,7/19/2008 3:00,7/19/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/19/2008 7:00,-155.9073236,19.22919131,7/19/2008 7:00,7/18/2008 21:00,7,2008,spring,Night,Hawai'i,leeward,7/19/2008 7:00,7/19/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/19/2008 11:00,-155.9205822,19.18114215,7/19/2008 11:00,7/19/2008 1:00,7,2008,spring,Night,Hawai'i,leeward,7/19/2008 11:00,7/19/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/19/2008 15:00,-155.9329883,19.17229346,7/19/2008 15:00,7/19/2008 5:00,7,2008,spring,Night,Hawai'i,leeward,7/19/2008 15:00,7/19/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/19/2008 19:00,-155.9327531,19.13926871,7/19/2008 19:00,7/19/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/19/2008 19:00,7/19/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/19/2008 23:00,-155.8965687,19.05009237,7/19/2008 23:00,7/19/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/19/2008 23:00,7/19/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/20/2008 3:00,-155.9161268,19.03980264,7/20/2008 3:00,7/19/2008 17:00,7,2008,spring,Day,Hawai'i,leeward,7/20/2008 3:00,7/20/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/20/2008 7:00,-155.9867628,19.15141331,7/20/2008 7:00,7/19/2008 21:00,7,2008,spring,Night,Hawai'i,leeward,7/20/2008 7:00,7/20/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/20/2008 11:00,-155.9396312,19.14115078,7/20/2008 11:00,7/20/2008 1:00,7,2008,spring,Night,Hawai'i,leeward,7/20/2008 11:00,7/20/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/20/2008 15:00,-155.9404223,19.15602079,7/20/2008 15:00,7/20/2008 5:00,7,2008,spring,Night,Hawai'i,leeward,7/20/2008 15:00,7/20/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/20/2008 19:00,-155.9389975,19.13007972,7/20/2008 19:00,7/20/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/20/2008 19:00,7/20/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/20/2008 23:00,-155.9304388,19.12299457,7/20/2008 23:00,7/20/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/20/2008 23:00,7/20/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/21/2008 3:00,-155.9278435,19.14277212,7/21/2008 3:00,7/20/2008 17:00,7,2008,spring,Day,Hawai'i,leeward,7/21/2008 3:00,7/21/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/21/2008 7:00,-155.9255437,19.16620741,7/21/2008 7:00,7/20/2008 21:00,7,2008,spring,Night,Hawai'i,leeward,7/21/2008 7:00,7/21/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/21/2008 11:00,-155.9205399,19.17704076,7/21/2008 11:00,7/21/2008 1:00,7,2008,spring,Night,Hawai'i,leeward,7/21/2008 11:00,7/21/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/21/2008 15:00,-155.9191243,19.19363255,7/21/2008 15:00,7/21/2008 5:00,7,2008,spring,Night,Hawai'i,leeward,7/21/2008 15:00,7/21/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/21/2008 19:00,-155.9253799,19.19352136,7/21/2008 19:00,7/21/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/21/2008 19:00,7/21/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/21/2008 23:00,-155.902278,19.25710443,7/21/2008 23:00,7/21/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/21/2008 23:00,7/21/2008,Full Moon,-0.9,LN,La Niña
MdTag006,7/22/2008 3:00,-155.9171405,19.32388294,7/22/2008 3:00,7/21/2008 17:00,7,2008,spring,Day,Hawai'i,leeward,7/22/2008 3:00,7/22/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/22/2008 7:00,-155.9121278,19.34203086,7/22/2008 7:00,7/21/2008 21:00,7,2008,spring,Night,Hawai'i,leeward,7/22/2008 7:00,7/22/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/22/2008 11:00,-155.9043317,19.26458761,7/22/2008 11:00,7/22/2008 1:00,7,2008,spring,Night,Hawai'i,leeward,7/22/2008 11:00,7/22/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/22/2008 15:00,-155.9147752,19.25887887,7/22/2008 15:00,7/22/2008 5:00,7,2008,spring,Night,Hawai'i,leeward,7/22/2008 15:00,7/22/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/22/2008 19:00,-155.9330618,19.1424532,7/22/2008 19:00,7/22/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/22/2008 19:00,7/22/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/22/2008 23:00,-155.9131473,19.05117093,7/22/2008 23:00,7/22/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/22/2008 23:00,7/22/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/23/2008 3:00,-155.8702243,18.94582198,7/23/2008 3:00,7/22/2008 17:00,7,2008,spring,Day,Hawai'i,leeward,7/23/2008 3:00,7/23/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/23/2008 7:00,-155.8595302,19.00398477,7/23/2008 7:00,7/22/2008 21:00,7,2008,spring,Night,Hawai'i,leeward,7/23/2008 7:00,7/23/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/23/2008 11:00,-155.8959118,19.05165336,7/23/2008 11:00,7/23/2008 1:00,7,2008,spring,Night,Hawai'i,leeward,7/23/2008 11:00,7/23/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/23/2008 15:00,-155.9207474,19.09101925,7/23/2008 15:00,7/23/2008 5:00,7,2008,spring,Night,Hawai'i,leeward,7/23/2008 15:00,7/23/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/23/2008 19:00,-155.937424,19.17305202,7/23/2008 19:00,7/23/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/23/2008 19:00,7/23/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/23/2008 23:00,-155.9356559,19.18914739,7/23/2008 23:00,7/23/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/23/2008 23:00,7/23/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/24/2008 3:00,-155.9225087,19.17277839,7/24/2008 3:00,7/23/2008 17:00,7,2008,spring,Day,Hawai'i,leeward,7/24/2008 3:00,7/24/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/24/2008 7:00,-155.9383115,19.14130551,7/24/2008 7:00,7/23/2008 21:00,7,2008,spring,Night,Hawai'i,leeward,7/24/2008 7:00,7/24/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/24/2008 11:00,-155.9451148,19.13242187,7/24/2008 11:00,7/24/2008 1:00,7,2008,spring,Night,Hawai'i,leeward,7/24/2008 11:00,7/24/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/24/2008 15:00,-155.9321385,19.11356781,7/24/2008 15:00,7/24/2008 5:00,7,2008,spring,Night,Hawai'i,leeward,7/24/2008 15:00,7/24/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/24/2008 19:00,-155.9543135,19.12257242,7/24/2008 19:00,7/24/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/24/2008 19:00,7/24/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/24/2008 23:00,-155.9144413,19.04496201,7/24/2008 23:00,7/24/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/24/2008 23:00,7/24/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/25/2008 3:00,-155.9269905,19.07057707,7/25/2008 3:00,7/24/2008 17:00,7,2008,spring,Day,Hawai'i,leeward,7/25/2008 3:00,7/25/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/25/2008 7:00,-155.9232359,19.11016509,7/25/2008 7:00,7/24/2008 21:00,7,2008,spring,Night,Hawai'i,leeward,7/25/2008 7:00,7/25/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/25/2008 11:00,-155.9341541,19.11608098,7/25/2008 11:00,7/25/2008 1:00,7,2008,spring,Night,Hawai'i,leeward,7/25/2008 11:00,7/25/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/25/2008 15:00,-155.9380379,19.1070205,7/25/2008 15:00,7/25/2008 5:00,7,2008,spring,Night,Hawai'i,leeward,7/25/2008 15:00,7/25/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/25/2008 19:00,-155.9496224,19.14628167,7/25/2008 19:00,7/25/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/25/2008 19:00,7/25/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/25/2008 23:00,-155.9277572,19.13761552,7/25/2008 23:00,7/25/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/25/2008 23:00,7/25/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/26/2008 3:00,-155.9700792,19.08287517,7/26/2008 3:00,7/25/2008 17:00,7,2008,spring,Day,Hawai'i,leeward,7/26/2008 3:00,7/26/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/26/2008 7:00,-155.9589428,19.10082313,7/26/2008 7:00,7/25/2008 21:00,7,2008,spring,Night,Hawai'i,leeward,7/26/2008 7:00,7/26/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/26/2008 11:00,-155.9534206,19.0904064,7/26/2008 11:00,7/26/2008 1:00,7,2008,spring,Night,Hawai'i,leeward,7/26/2008 11:00,7/26/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/26/2008 15:00,-155.94829,19.06572165,7/26/2008 15:00,7/26/2008 5:00,7,2008,spring,Night,Hawai'i,leeward,7/26/2008 15:00,7/26/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/26/2008 19:00,-155.906769,19.07036593,7/26/2008 19:00,7/26/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/26/2008 19:00,7/26/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/26/2008 23:00,-155.8883461,18.99931549,7/26/2008 23:00,7/26/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/26/2008 23:00,7/26/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/27/2008 3:00,-155.9034799,19.02882825,7/27/2008 3:00,7/26/2008 17:00,7,2008,spring,Day,Hawai'i,leeward,7/27/2008 3:00,7/27/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/27/2008 7:00,-155.9320032,19.08235897,7/27/2008 7:00,7/26/2008 21:00,7,2008,spring,Night,Hawai'i,leeward,7/27/2008 7:00,7/27/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/27/2008 11:00,-155.9111826,19.05351624,7/27/2008 11:00,7/27/2008 1:00,7,2008,spring,Night,Hawai'i,leeward,7/27/2008 11:00,7/27/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/27/2008 15:00,-155.8918045,19.02841586,7/27/2008 15:00,7/27/2008 5:00,7,2008,spring,Night,Hawai'i,leeward,7/27/2008 15:00,7/27/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/27/2008 19:00,-155.8512118,18.98275658,7/27/2008 19:00,7/27/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/27/2008 19:00,7/27/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/27/2008 23:00,-155.8163136,18.95888921,7/27/2008 23:00,7/27/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/27/2008 23:00,7/27/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/28/2008 3:00,-155.7634659,18.95930749,7/28/2008 3:00,7/27/2008 17:00,7,2008,spring,Day,Hawai'i,leeward,7/28/2008 3:00,7/28/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/28/2008 7:00,-155.7828922,18.96513119,7/28/2008 7:00,7/27/2008 21:00,7,2008,spring,Night,Hawai'i,leeward,7/28/2008 7:00,7/28/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/28/2008 11:00,-155.7759081,18.95703193,7/28/2008 11:00,7/28/2008 1:00,7,2008,spring,Night,Hawai'i,leeward,7/28/2008 11:00,7/28/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/28/2008 15:00,-155.7760497,18.95972945,7/28/2008 15:00,7/28/2008 5:00,7,2008,spring,Night,Hawai'i,leeward,7/28/2008 15:00,7/28/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/28/2008 19:00,-155.7669945,18.96551224,7/28/2008 19:00,7/28/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/28/2008 19:00,7/28/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/28/2008 23:00,-155.8053654,18.96760865,7/28/2008 23:00,7/28/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/28/2008 23:00,7/28/2008,3rd Quarter,-0.9,LN,La Niña
MdTag006,7/29/2008 3:00,-155.8625535,18.97050271,7/29/2008 3:00,7/28/2008 17:00,7,2008,spring,Day,Hawai'i,leeward,7/29/2008 3:00,7/29/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/29/2008 7:00,-155.9274195,18.98117256,7/29/2008 7:00,7/28/2008 21:00,7,2008,spring,Night,Hawai'i,leeward,7/29/2008 7:00,7/29/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/29/2008 11:00,-155.9131008,18.97697857,7/29/2008 11:00,7/29/2008 1:00,7,2008,spring,Night,Hawai'i,leeward,7/29/2008 11:00,7/29/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/29/2008 15:00,-155.8690269,18.96503384,7/29/2008 15:00,7/29/2008 5:00,7,2008,spring,Night,Hawai'i,leeward,7/29/2008 15:00,7/29/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/29/2008 19:00,-155.8906074,19.03543798,7/29/2008 19:00,7/29/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/29/2008 19:00,7/29/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/29/2008 23:00,-155.9165485,19.07552112,7/29/2008 23:00,7/29/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/29/2008 23:00,7/29/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/30/2008 3:00,-155.9262922,19.10530575,7/30/2008 3:00,7/29/2008 17:00,7,2008,spring,Day,Hawai'i,leeward,7/30/2008 3:00,7/30/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/30/2008 7:00,-155.9277179,19.10541829,7/30/2008 7:00,7/29/2008 21:00,7,2008,spring,Night,Hawai'i,leeward,7/30/2008 7:00,7/30/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/30/2008 11:00,-155.9286683,19.10549331,7/30/2008 11:00,7/30/2008 1:00,7,2008,spring,Night,Hawai'i,leeward,7/30/2008 11:00,7/30/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/30/2008 15:00,-155.9291435,19.10553082,7/30/2008 15:00,7/30/2008 5:00,7,2008,spring,Night,Hawai'i,leeward,7/30/2008 15:00,7/30/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/30/2008 19:00,-155.9300939,19.10560585,7/30/2008 19:00,7/30/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/30/2008 19:00,7/30/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/30/2008 23:00,-155.9315195,19.10571838,7/30/2008 23:00,7/30/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/30/2008 23:00,7/30/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/31/2008 3:00,-155.9504047,19.10767023,7/31/2008 3:00,7/30/2008 17:00,7,2008,spring,Day,Hawai'i,leeward,7/31/2008 3:00,7/31/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/31/2008 7:00,-155.9689615,19.05573589,7/31/2008 7:00,7/30/2008 21:00,7,2008,spring,Night,Hawai'i,leeward,7/31/2008 7:00,7/31/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/31/2008 11:00,-155.9563438,19.09898841,7/31/2008 11:00,7/31/2008 1:00,7,2008,spring,Night,Hawai'i,leeward,7/31/2008 11:00,7/31/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/31/2008 15:00,-155.9415588,19.15074031,7/31/2008 15:00,7/31/2008 5:00,7,2008,spring,Night,Hawai'i,leeward,7/31/2008 15:00,7/31/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/31/2008 19:00,-155.9354934,19.11930823,7/31/2008 19:00,7/31/2008 9:00,7,2008,spring,Day,Hawai'i,leeward,7/31/2008 19:00,7/31/2008,New Moon,-0.9,LN,La Niña
MdTag006,7/31/2008 23:00,-155.9298588,19.11059968,7/31/2008 23:00,7/31/2008 13:00,7,2008,spring,Day,Hawai'i,leeward,7/31/2008 23:00,7/31/2008,New Moon,-0.9,LN,La Niña
MdTag006,8/1/2008 3:00,-155.9278802,19.15162834,8/1/2008 3:00,7/31/2008 17:00,8,2008,spring,Day,Hawai'i,leeward,8/1/2008 3:00,8/1/2008,New Moon,-1,LN,La Niña
MdTag006,8/1/2008 7:00,-155.9127977,19.20449583,8/1/2008 7:00,7/31/2008 21:00,8,2008,spring,Night,Hawai'i,leeward,8/1/2008 7:00,8/1/2008,New Moon,-1,LN,La Niña
MdTag006,8/1/2008 11:00,-155.9277259,19.22218253,8/1/2008 11:00,8/1/2008 1:00,8,2008,summer,Night,Hawai'i,leeward,8/1/2008 11:00,8/1/2008,New Moon,-1,LN,La Niña
MdTag006,8/1/2008 15:00,-155.9380274,19.22123252,8/1/2008 15:00,8/1/2008 5:00,8,2008,summer,Night,Hawai'i,leeward,8/1/2008 15:00,8/1/2008,New Moon,-1,LN,La Niña
MdTag006,8/1/2008 19:00,-155.9340525,19.14698564,8/1/2008 19:00,8/1/2008 9:00,8,2008,summer,Day,Hawai'i,leeward,8/1/2008 19:00,8/1/2008,New Moon,-1,LN,La Niña
MdTag006,8/1/2008 23:00,-155.9191639,19.03449669,8/1/2008 23:00,8/1/2008 13:00,8,2008,summer,Day,Hawai'i,leeward,8/1/2008 23:00,8/1/2008,New Moon,-1,LN,La Niña
MdTag006,8/2/2008 3:00,-155.9390104,19.0825351,8/2/2008 3:00,8/1/2008 17:00,8,2008,summer,Day,Hawai'i,leeward,8/2/2008 3:00,8/2/2008,New Moon,-1,LN,La Niña
MdTag006,8/2/2008 7:00,-155.9551305,19.1134611,8/2/2008 7:00,8/1/2008 21:00,8,2008,summer,Night,Hawai'i,leeward,8/2/2008 7:00,8/2/2008,New Moon,-1,LN,La Niña
MdTag006,8/2/2008 11:00,-155.9489138,19.11239927,8/2/2008 11:00,8/2/2008 1:00,8,2008,summer,Night,Hawai'i,leeward,8/2/2008 11:00,8/2/2008,New Moon,-1,LN,La Niña
MdTag006,8/2/2008 15:00,-155.938041,19.1144309,8/2/2008 15:00,8/2/2008 5:00,8,2008,summer,Night,Hawai'i,leeward,8/2/2008 15:00,8/2/2008,New Moon,-1,LN,La Niña
MdTag006,8/2/2008 19:00,-155.9525754,19.17918398,8/2/2008 19:00,8/2/2008 9:00,8,2008,summer,Day,Hawai'i,leeward,8/2/2008 19:00,8/2/2008,New Moon,-1,LN,La Niña
MdTag006,8/2/2008 23:00,-155.9389148,19.20240968,8/2/2008 23:00,8/2/2008 13:00,8,2008,summer,Day,Hawai'i,leeward,8/2/2008 23:00,8/2/2008,New Moon,-1,LN,La Niña
MdTag006,8/3/2008 3:00,-155.9284156,19.20159545,8/3/2008 3:00,8/2/2008 17:00,8,2008,summer,Day,Hawai'i,leeward,8/3/2008 3:00,8/3/2008,New Moon,-1,LN,La Niña
MdTag006,8/3/2008 7:00,-155.9195069,19.20054295,8/3/2008 7:00,8/2/2008 21:00,8,2008,summer,Night,Hawai'i,leeward,8/3/2008 7:00,8/3/2008,New Moon,-1,LN,La Niña
MdTag006,8/3/2008 11:00,-155.9268303,19.19157659,8/3/2008 11:00,8/3/2008 1:00,8,2008,summer,Night,Hawai'i,leeward,8/3/2008 11:00,8/3/2008,New Moon,-1,LN,La Niña
MdTag006,8/3/2008 15:00,-155.9348254,19.17849772,8/3/2008 15:00,8/3/2008 5:00,8,2008,summer,Night,Hawai'i,leeward,8/3/2008 15:00,8/3/2008,New Moon,-1,LN,La Niña
MdTag006,8/3/2008 19:00,-155.9277572,19.13962654,8/3/2008 19:00,8/3/2008 9:00,8,2008,summer,Day,Hawai'i,leeward,8/3/2008 19:00,8/3/2008,New Moon,-1,LN,La Niña
MdTag006,8/3/2008 23:00,-155.9346731,19.10122973,8/3/2008 23:00,8/3/2008 13:00,8,2008,summer,Day,Hawai'i,leeward,8/3/2008 23:00,8/3/2008,New Moon,-1,LN,La Niña
MdTag006,8/4/2008 3:00,-155.962155,19.07574224,8/4/2008 3:00,8/3/2008 17:00,8,2008,summer,Day,Hawai'i,leeward,8/4/2008 3:00,8/4/2008,New Moon,-1,LN,La Niña
MdTag006,8/4/2008 7:00,-155.9991698,19.13745982,8/4/2008 7:00,8/3/2008 21:00,8,2008,summer,Night,Hawai'i,leeward,8/4/2008 7:00,8/4/2008,New Moon,-1,LN,La Niña
MdTag006,8/4/2008 11:00,-155.9788863,19.18049414,8/4/2008 11:00,8/4/2008 1:00,8,2008,summer,Night,Hawai'i,leeward,8/4/2008 11:00,8/4/2008,New Moon,-1,LN,La Niña
MdTag006,8/4/2008 15:00,-155.9475083,19.23774512,8/4/2008 15:00,8/4/2008 5:00,8,2008,summer,Night,Hawai'i,leeward,8/4/2008 15:00,8/4/2008,New Moon,-1,LN,La Niña
MdTag006,8/4/2008 19:00,-155.9891235,19.3265612,8/4/2008 19:00,8/4/2008 9:00,8,2008,summer,Day,Hawai'i,leeward,8/4/2008 19:00,8/4/2008,New Moon,-1,LN,La Niña
MdTag006,8/4/2008 23:00,-156.0186403,19.38419808,8/4/2008 23:00,8/4/2008 13:00,8,2008,summer,Day,Hawai'i,leeward,8/4/2008 23:00,8/4/2008,New Moon,-1,LN,La Niña
MdTag006,8/5/2008 3:00,-156.0147729,19.48333886,8/5/2008 3:00,8/4/2008 17:00,8,2008,summer,Day,Hawai'i,leeward,8/5/2008 3:00,8/5/2008,New Moon,-1,LN,La Niña
MdTag006,8/5/2008 7:00,-156.0173541,19.54442564,8/5/2008 7:00,8/4/2008 21:00,8,2008,summer,Night,Hawai'i,leeward,8/5/2008 7:00,8/5/2008,New Moon,-1,LN,La Niña
MdTag006,8/5/2008 11:00,-156.0328134,19.59061344,8/5/2008 11:00,8/5/2008 1:00,8,2008,summer,Night,Hawai'i,leeward,8/5/2008 11:00,8/5/2008,New Moon,-1,LN,La Niña
MdTag006,8/5/2008 15:00,-156.060794,19.61701542,8/5/2008 15:00,8/5/2008 5:00,8,2008,summer,Night,Hawai'i,leeward,8/5/2008 15:00,8/5/2008,New Moon,-1,LN,La Niña
MdTag006,8/5/2008 19:00,-156.0926086,19.70045057,8/5/2008 19:00,8/5/2008 9:00,8,2008,summer,Day,Hawai'i,leeward,8/5/2008 19:00,8/5/2008,New Moon,-1,LN,La Niña
MdTag006,8/5/2008 23:00,-156.0940443,19.7503746,8/5/2008 23:00,8/5/2008 13:00,8,2008,summer,Day,Hawai'i,leeward,8/5/2008 23:00,8/5/2008,New Moon,-1,LN,La Niña
MdTag006,8/6/2008 3:00,-156.0948425,19.7511676,8/6/2008 3:00,8/5/2008 17:00,8,2008,summer,Day,Hawai'i,leeward,8/6/2008 3:00,8/6/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/6/2008 7:00,-156.0849776,19.73730123,8/6/2008 7:00,8/5/2008 21:00,8,2008,summer,Night,Hawai'i,leeward,8/6/2008 7:00,8/6/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/6/2008 11:00,-156.0847834,19.70359948,8/6/2008 11:00,8/6/2008 1:00,8,2008,summer,Night,Hawai'i,leeward,8/6/2008 11:00,8/6/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/6/2008 15:00,-156.1067923,19.67968533,8/6/2008 15:00,8/6/2008 5:00,8,2008,summer,Night,Hawai'i,leeward,8/6/2008 15:00,8/6/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/6/2008 19:00,-156.112264,19.81104742,8/6/2008 19:00,8/6/2008 9:00,8,2008,summer,Day,Hawai'i,leeward,8/6/2008 19:00,8/6/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/6/2008 23:00,-156.1361177,19.9060806,8/6/2008 23:00,8/6/2008 13:00,8,2008,summer,Day,Hawai'i,leeward,8/6/2008 23:00,8/6/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/7/2008 3:00,-156.1085663,19.9164312,8/7/2008 3:00,8/6/2008 17:00,8,2008,summer,Day,Hawai'i,leeward,8/7/2008 3:00,8/7/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/7/2008 7:00,-156.1308229,19.88530708,8/7/2008 7:00,8/6/2008 21:00,8,2008,summer,Night,Hawai'i,leeward,8/7/2008 7:00,8/7/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/7/2008 11:00,-156.1437978,19.87354201,8/7/2008 11:00,8/7/2008 1:00,8,2008,summer,Night,Hawai'i,leeward,8/7/2008 11:00,8/7/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/7/2008 15:00,-156.1509318,19.8735605,8/7/2008 15:00,8/7/2008 5:00,8,2008,summer,Night,Hawai'i,leeward,8/7/2008 15:00,8/7/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/7/2008 19:00,-156.1378326,19.84736362,8/7/2008 19:00,8/7/2008 9:00,8,2008,summer,Day,Hawai'i,leeward,8/7/2008 19:00,8/7/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/7/2008 23:00,-156.1247571,19.7922436,8/7/2008 23:00,8/7/2008 13:00,8,2008,summer,Day,Hawai'i,leeward,8/7/2008 23:00,8/7/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/8/2008 3:00,-156.1306388,19.74379461,8/8/2008 3:00,8/7/2008 17:00,8,2008,summer,Day,Hawai'i,leeward,8/8/2008 3:00,8/8/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/8/2008 7:00,-156.1369796,19.82287306,8/8/2008 7:00,8/7/2008 21:00,8,2008,summer,Night,Hawai'i,leeward,8/8/2008 7:00,8/8/2008,1st Quarter,-1,LN,La Niña
MdTag006,8/8/2008 11:00,-156.1340477,19.89279389,8/8/2008 11:00,8/8/2008 1:00,8,2008,summer,Night,Hawai'i,leeward,8/8/2008 11:00,8/8/2008,1st Quarter,-1,LN,La Niña
