animal,ptt,datetime_utc,longitud,latitude,LC,error_radius,ellipse_orient,semi_major,semi_minor
ZcTag012,94813,12/21/2010 13:20,-156.41149,19.66583,L2,445,19,917,215
ZcTag012,94813,12/22/2010 6:54,-156.23388,20.02756,L0,3324,5,5153,2143
ZcTag012,94813,12/22/2010 11:28,-156.18477,20.00325,LB,2419,80,2679,2183
ZcTag012,94813,12/22/2010 13:08,-156.15641,20.03415,L2,251,89,772,81
ZcTag012,94813,12/22/2010 13:48,-156.15128,20.07089,L0,3336,49,6037,1843
ZcTag012,94813,12/22/2010 14:10,-156.12722,20.07221,L1,1226,121,4159,361
ZcTag012,94813,12/22/2010 15:55,-156.13339,20.13106,L1,681,115,6016,77
ZcTag012,94813,12/23/2010 6:40,-156.30722,20.26352,L0,2054,92,6528,646
ZcTag012,94813,12/23/2010 6:40,-156.30784,20.26414,LA,2098,94,5860,751
ZcTag012,94813,12/23/2010 17:29,-156.54991,20.30879,LB,8448,78,11613,6145
ZcTag012,94813,12/23/2010 19:08,-156.57961,20.28949,LB,5920,80,7072,4955
ZcTag012,94813,12/23/2010 20:34,-156.60475,20.2736,LB,2043,99,3261,1279
ZcTag012,94813,12/23/2010 20:56,-156.61996,20.26675,L0,6654,102,62978,703
ZcTag013,94814,12/7/2010 20:40,-155.99194,19.38032,DP,,,,
ZcTag013,94814,12/8/2010 3:59,-156.01855,19.26579,LB,2974,75,4471,1978
ZcTag013,94814,12/8/2010 17:09,-155.96114,19.19015,L0,1558,98,14885,163
ZcTag013,94814,12/8/2010 18:57,-155.97237,19.21161,LB,1103,89,1376,884
ZcTag013,94814,12/8/2010 19:25,-155.97567,19.21764,L1,611,80,3422,109
ZcTag013,94814,12/8/2010 19:49,-155.97446,19.21508,L0,3729,77,16807,827
ZcTag013,94814,12/8/2010 23:33,-156.0062,19.26646,L1,1234,122,4288,355
ZcTag013,94814,12/9/2010 1:10,-156.03615,19.2542,L0,3199,83,18839,543
ZcTag013,94814,12/9/2010 3:36,-156.05155,19.26822,L1,1019,112,5633,184
ZcTag013,94814,12/9/2010 6:55,-156.01727,19.31614,L0,8320,83,180258,384
ZcTag013,94814,12/9/2010 8:07,-156.02878,19.33054,LB,11025,81,16517,7358
ZcTag013,94814,12/9/2010 16:05,-156.01651,19.34173,L2,349,176,1093,111
ZcTag013,94814,12/9/2010 19:20,-156.01037,19.2855,L1,560,95,1843,170
ZcTag013,94814,12/9/2010 23:18,-156.06172,19.23461,L0,3569,82,26860,474
ZcTag013,94814,12/10/2010 1:33,-156.08361,19.26555,L1,501,3,1149,218
ZcTag013,94814,12/10/2010 3:09,-156.07038,19.25706,LA,3337,47,4291,2594
ZcTag013,94814,12/10/2010 6:31,-156.0891,19.30014,L2,451,92,2046,99
ZcTag013,94814,12/10/2010 12:29,-156.24431,19.28591,L0,13745,132,76576,2467
ZcTag013,94814,12/10/2010 13:32,-156.28057,19.26631,L0,4365,129,15360,1240
ZcTag013,94814,12/10/2010 15:39,-156.28748,19.289,LA,2084,112,11668,372
ZcTag013,94814,12/10/2010 16:47,-156.28779,19.30484,L2,493,6,647,375
ZcTag013,94814,12/10/2010 18:55,-156.31912,19.35264,L0,3045,89,24078,385
ZcTag013,94814,12/10/2010 20:27,-156.32661,19.33382,L0,3983,78,11039,1437
ZcTag013,94814,12/10/2010 23:11,-156.37234,19.36959,L1,874,150,1715,445
ZcTag013,94814,12/11/2010 0:55,-156.37183,19.33182,LA,3861,90,13280,1122
ZcTag013,94814,12/11/2010 5:41,-156.31137,19.26575,L0,1900,86,13458,268
ZcTag013,94814,12/11/2010 12:25,-156.31581,19.16224,L0,9416,104,96563,918
ZcTag013,94814,12/11/2010 13:24,-156.33813,19.14799,L1,1229,91,3209,470
ZcTag013,94814,12/11/2010 18:15,-156.34661,19.08724,L1,619,92,4349,88
ZcTag013,94814,12/11/2010 20:13,-156.27814,19.09121,L1,1177,26,3896,355
ZcTag013,94814,12/11/2010 23:01,-156.17989,19.06857,L0,2484,152,7920,779
ZcTag013,94814,12/12/2010 0:36,-156.17774,19.06714,LA,3222,46,4982,2083
ZcTag013,94814,12/12/2010 5:35,-156.13573,19.02836,L0,3086,97,3872,2459
ZcTag013,94814,12/12/2010 5:43,-156.13654,19.01828,L2,254,177,394,163
ZcTag013,94814,12/12/2010 7:06,-156.12936,19.0138,L0,4887,105,12823,1862
ZcTag013,94814,12/12/2010 8:55,-156.12645,18.99398,L0,3093,90,16636,575
ZcTag013,94814,12/12/2010 13:18,-156.11775,18.97396,L0,5364,107,45091,638
ZcTag013,94814,12/12/2010 14:51,-156.09376,18.97504,L1,1210,94,10753,136
ZcTag013,94814,12/12/2010 16:26,-156.08665,19.0032,L0,1519,64,3462,666
ZcTag013,94814,12/12/2010 18:02,-156.06143,19.01416,L1,509,101,2582,100
ZcTag013,94814,12/12/2010 18:06,-156.06036,19.01424,LB,1459,95,1703,1249
ZcTag013,94814,12/12/2010 19:51,-156.029,19.00109,L1,1383,141,6438,297
ZcTag013,94814,12/13/2010 0:34,-156.0259,18.92299,L0,6068,95,64248,573
ZcTag013,94814,12/13/2010 3:37,-155.99843,18.87695,L0,4512,61,17727,1148
ZcTag013,94814,12/13/2010 5:25,-155.98514,18.86797,LB,3799,83,5090,2834
ZcTag013,94814,12/13/2010 6:51,-155.97557,18.85894,L3,159,123,188,134
ZcTag013,94814,12/13/2010 6:56,-155.97349,18.86161,L2,453,67,2300,89
ZcTag013,94814,12/13/2010 6:58,-155.97347,18.8619,LB,577,68,965,344
ZcTag013,94814,12/13/2010 14:28,-155.923,18.8885,L0,5053,128,29207,874
ZcTag013,94814,12/13/2010 16:11,-155.91269,18.91287,LA,4979,149,12337,2009
ZcTag013,94814,12/13/2010 16:11,-155.91279,18.91289,L0,1708,150,4474,652
ZcTag013,94814,12/13/2010 17:52,-155.94039,18.9402,LB,594,90,1854,190
ZcTag013,94814,12/13/2010 17:52,-155.94114,18.94033,L1,1115,90,6431,193
ZcTag013,94814,12/13/2010 19:17,-155.90109,18.94316,L0,3724,97,20511,676
ZcTag013,94814,12/13/2010 20:56,-155.91371,18.92952,L0,1881,108,12859,275
ZcTag013,94814,12/13/2010 23:17,-155.92213,18.91126,LB,5126,83,8624,3046
ZcTag013,94814,12/14/2010 1:58,-155.93783,18.91612,LA,5116,106,7968,3284
ZcTag013,94814,12/14/2010 3:16,-155.9522,18.90397,L1,1282,90,11646,141
ZcTag013,94814,12/14/2010 6:46,-156.0396,18.92818,L1,976,123,3229,295
ZcTag013,94814,12/14/2010 8:12,-156.06574,18.91619,L1,666,80,3819,116
ZcTag013,94814,12/14/2010 8:14,-156.06373,18.91742,LA,1297,82,1993,844
ZcTag013,94814,12/14/2010 11:13,-156.06141,18.86034,LA,7417,163,13562,4056
ZcTag013,94814,12/14/2010 12:50,-156.13075,18.80783,L0,9111,125,40952,2027
ZcTag013,94814,12/14/2010 17:37,-156.21346,18.76639,L1,1468,100,34757,62
ZcTag013,94814,12/15/2010 0:02,-156.11106,18.68554,LA,3765,95,6634,2136
ZcTag013,94814,12/15/2010 0:53,-156.09297,18.67143,LB,1664,99,6318,438
ZcTag013,94814,12/15/2010 3:00,-156.05735,18.66094,LB,1619,99,2385,1099
ZcTag013,94814,12/15/2010 6:18,-155.98863,18.64549,LB,1611,57,2347,1105
ZcTag013,94814,12/15/2010 6:38,-155.98771,18.64819,L0,1645,55,6467,418
ZcTag013,94814,12/15/2010 7:49,-155.97829,18.62582,LA,1446,83,2725,767
ZcTag013,94814,12/15/2010 11:48,-155.90891,18.59098,LB,3043,147,3944,2347
ZcTag013,94814,12/15/2010 13:40,-155.85773,18.6366,L0,5232,158,14117,1939
ZcTag013,94814,12/15/2010 15:19,-155.87001,18.65139,L0,7230,110,107328,487
ZcTag013,94814,12/15/2010 20:14,-155.92469,18.60452,L0,13806,132,47827,3985
ZcTag013,94814,12/16/2010 0:04,-155.95176,18.61999,LB,6745,102,7947,5724
ZcTag013,94814,12/16/2010 0:34,-155.95358,18.6222,L1,1004,93,3006,335
ZcTag013,94814,12/16/2010 5:44,-156.02157,18.65347,LB,11879,81,14091,10013
ZcTag013,94814,12/16/2010 7:24,-156.04866,18.66144,L0,2924,67,8363,1022
ZcTag013,94814,12/16/2010 7:24,-156.04807,18.66146,L0,4164,67,12082,1435
ZcTag013,94814,12/16/2010 17:12,-156.02745,18.6916,L0,1998,81,22673,176
ZcTag013,94814,12/16/2010 19:58,-156.00322,18.70131,L1,770,102,3181,186
ZcTag013,94814,12/16/2010 23:49,-155.95794,18.70692,L1,1295,92,7552,222
ZcTag013,94814,12/17/2010 1:25,-155.94455,18.72491,LB,4876,69,5556,4278
ZcTag013,94814,12/17/2010 5:24,-155.95978,18.76414,L1,1270,36,4588,351
ZcTag013,94814,12/17/2010 6:59,-155.96215,18.78957,L0,6307,42,13155,3023
ZcTag013,94814,12/17/2010 7:14,-155.96762,18.79452,LB,5895,42,10768,3227
ZcTag013,94814,12/17/2010 11:25,-156.03397,18.90726,L1,1354,105,8250,222
ZcTag013,94814,12/17/2010 12:23,-156.03385,18.92805,L3,212,82,452,99
ZcTag013,94814,12/17/2010 12:56,-156.02383,18.93642,LA,1679,129,2775,1015
ZcTag013,94814,12/17/2010 13:58,-156.04396,18.91986,L0,6171,113,13734,2772
ZcTag013,94814,12/17/2010 17:07,-156.0456,18.98979,L1,741,84,4417,124
ZcTag013,94814,12/17/2010 17:53,-156.02837,18.97469,L0,2239,2,6146,815
ZcTag013,94814,12/17/2010 19:30,-156.0195,18.98145,L0,3477,124,20981,576
ZcTag013,94814,12/17/2010 19:31,-156.01951,18.98146,LB,2718,124,13905,531
ZcTag013,94814,12/17/2010 23:41,-156.01864,18.98701,L0,5574,56,42376,733
ZcTag013,94814,12/18/2010 6:44,-156.16915,19.07788,L1,1460,71,6193,344
ZcTag013,94814,12/18/2010 8:21,-156.11826,19.07948,LA,1941,137,2634,1430
ZcTag013,94814,12/18/2010 8:28,-156.1098,19.08323,L1,733,147,2285,235
ZcTag013,94814,12/18/2010 11:07,-156.08607,19.15932,L0,5695,99,16318,1987
ZcTag013,94814,12/18/2010 12:55,-156.06791,19.18781,L0,3220,86,24672,420
ZcTag013,94814,12/18/2010 13:48,-156.05527,19.18363,LB,3664,87,5248,2558
ZcTag013,94814,12/18/2010 19:15,-156.04145,19.21131,LA,786,94,949,650
ZcTag013,94814,12/18/2010 19:18,-156.04468,19.21255,L1,991,47,2595,378
ZcTag013,94814,12/18/2010 20:59,-156.03258,19.22928,LB,10270,75,12920,8163
ZcTag013,94814,12/19/2010 6:25,-155.98473,19.34602,LB,3018,81,5595,1627
ZcTag013,94814,12/19/2010 8:04,-155.98081,19.35496,L0,1842,76,18638,182
ZcTag013,94814,12/19/2010 11:00,-155.99561,19.35018,L1,1286,20,3695,447
ZcTag013,94814,12/19/2010 12:45,-156.0106,19.35616,L0,2715,78,7556,975
ZcTag013,94814,12/19/2010 13:42,-156.02054,19.34799,L0,1609,155,4829,536
ZcTag013,94814,12/19/2010 13:43,-156.02015,19.34819,LA,1373,154,2937,641
ZcTag013,94814,12/19/2010 16:42,-155.98815,19.35424,L0,2118,34,7951,564
ZcTag013,94814,12/19/2010 19:00,-155.98415,19.32641,LB,3337,31,3425,3251
ZcTag013,94814,12/19/2010 23:15,-155.97604,19.27815,L0,8383,8,26173,2685
ZcTag013,94814,12/20/2010 5:56,-156.03382,19.31024,L1,825,149,1597,426
ZcTag013,94814,12/20/2010 11:50,-156.19529,19.31591,L3,140,59,250,78
ZcTag013,94814,12/20/2010 12:24,-156.20701,19.32094,L0,5367,128,7573,3803
ZcTag013,94814,12/20/2010 13:26,-156.2155,19.33929,LA,3226,116,25252,412
ZcTag013,94814,12/20/2010 15:03,-156.22958,19.3264,L1,1069,101,7179,159
ZcTag013,94814,12/20/2010 16:35,-156.26007,19.32913,LB,7596,99,10114,5704
ZcTag013,94814,12/20/2010 16:36,-156.25962,19.32916,LB,8078,99,13046,5001
ZcTag013,94814,12/20/2010 18:13,-156.27968,19.34417,L0,2700,94,27927,261
ZcTag013,94814,12/20/2010 23:08,-156.34809,19.39985,LA,2508,89,8782,716
ZcTag013,94814,12/21/2010 7:06,-156.45053,19.53596,LB,1242,46,4006,385
ZcTag013,94814,12/21/2010 7:07,-156.45145,19.53542,L0,5015,46,17037,1476
ZcTag013,94814,12/21/2010 11:43,-156.43143,19.5964,L0,3142,95,14218,694
ZcTag013,94814,12/21/2010 13:21,-156.41716,19.67089,L2,340,9,850,136
ZcTag013,94814,12/22/2010 0:35,-156.23626,19.85415,L2,316,21,516,193
ZcTag013,94814,12/22/2010 1:49,-156.18916,19.83056,L0,6126,69,32099,1169
ZcTag013,94814,12/22/2010 6:50,-156.17627,19.89754,L1,611,73,2842,131
ZcTag013,94814,12/22/2010 6:55,-156.17824,19.9005,L0,1695,158,3410,842
ZcTag013,94814,12/22/2010 11:29,-156.14574,19.9825,LA,2957,57,27935,313
ZcTag013,94814,12/22/2010 13:07,-156.15394,20.03642,L3,103,96,274,38
ZcTag013,94814,12/22/2010 13:49,-156.14983,20.06631,L0,2525,41,3443,1851
ZcTag013,94814,12/22/2010 14:10,-156.16184,20.08801,L1,890,112,3393,233
ZcTag013,94814,12/22/2010 15:53,-156.14586,20.13129,L3,148,95,303,72
ZcTag013,94814,12/22/2010 17:35,-156.11044,20.19406,LA,1384,156,4314,444
ZcTag013,94814,12/23/2010 1:08,-156.16506,20.39711,L0,5007,52,22161,1131
ZcTag013,94814,12/23/2010 5:07,-156.11286,20.48628,LA,5834,50,8795,3869
ZcTag013,94814,12/23/2010 6:30,-156.10936,20.53206,L0,12760,48,80204,2030
ZcTag013,94814,12/23/2010 8:25,-156.14055,20.49575,L0,2807,164,15380,512
ZcTag013,94814,12/23/2010 12:01,-156.19021,20.50553,L0,1776,111,21164,149
ZcTag013,94814,12/23/2010 12:53,-156.19212,20.52905,L0,9536,126,59744,1522
ZcTag013,94814,12/23/2010 15:23,-156.21872,20.52673,L0,5325,127,46249,613
ZcTag013,94814,12/23/2010 18:46,-156.22116,20.48248,LB,6388,127,10240,3984
ZcTag013,94814,12/23/2010 19:07,-156.20507,20.45723,LB,6644,133,12664,3485
ZcTag013,94814,12/23/2010 20:48,-156.21824,20.45212,L0,5377,126,45955,629
ZcTag013,94814,12/24/2010 0:20,-156.232,20.435,LA,5799,101,7278,4619
ZcTag013,94814,12/24/2010 6:08,-156.22584,20.38906,L0,19451,41,50816,7445
ZcTag013,94814,12/24/2010 11:06,-156.27614,20.40703,LB,4370,169,9002,2121
ZcTag013,94814,12/24/2010 11:46,-156.28405,20.41025,L2,287,109,829,99
ZcTag013,94814,12/24/2010 12:51,-156.29856,20.40687,L0,2401,97,5451,1057
ZcTag013,94814,12/24/2010 17:25,-156.33331,20.44521,L0,4715,102,44108,504
ZcTag013,94814,12/24/2010 19:06,-156.33299,20.40969,L0,3290,120,10758,1006
ZcTag013,94814,12/24/2010 20:27,-156.2991,20.39084,L0,6898,135,30757,1547
ZcTag013,94814,12/25/2010 0:04,-156.24075,20.36691,L0,1677,89,12173,231
ZcTag013,94814,12/25/2010 5:42,-156.2688,20.386,L0,16837,87,61733,4592
ZcTag013,94814,12/25/2010 6:06,-156.26551,20.36802,LB,11320,89,30228,4239
ZcTag013,94814,12/25/2010 7:22,-156.26838,20.33097,L0,22145,99,117346,4179
ZcTag013,94814,12/25/2010 7:49,-156.2762,20.32737,LB,13768,98,33514,5656
ZcTag013,94814,12/25/2010 11:44,-156.35236,20.34657,LB,9666,89,12699,7356
ZcTag013,94814,12/25/2010 12:38,-156.34547,20.35049,L0,1714,99,32278,91
ZcTag013,94814,12/25/2010 13:15,-156.36016,20.35193,L0,1516,94,8287,277
ZcTag013,94814,12/25/2010 14:14,-156.3749,20.3906,LB,1669,99,3297,844
ZcTag013,94814,12/25/2010 14:38,-156.36643,20.39644,L0,3877,97,25472,590
ZcTag013,94814,12/25/2010 23:46,-156.30641,20.4202,LB,5813,34,6910,4890
ZcTag013,94814,12/26/2010 1:34,-156.29622,20.42094,L0,4947,25,22508,1087
ZcTag013,94814,12/26/2010 3:24,-156.19673,20.43376,L0,10664,52,83059,1369
ZcTag013,94814,12/26/2010 6:02,-156.18413,20.48016,L0,11512,58,76866,1724
ZcTag013,94814,12/26/2010 11:33,-156.18679,20.46489,LB,11634,73,18651,7256
ZcTag013,94814,12/26/2010 14:03,-156.18242,20.46052,LB,5417,87,17768,1651
ZcTag013,94814,12/26/2010 14:19,-156.1821,20.4546,L0,4935,86,36834,661
ZcTag013,94814,12/26/2010 18:40,-156.10766,20.48151,L0,1970,179,6820,569
ZcTag013,94814,12/26/2010 23:43,-156.09157,20.49314,L0,2649,92,20037,350
ZcTag013,94814,12/27/2010 3:02,-156.102,20.4551,L0,1791,66,22745,141
ZcTag013,94814,12/27/2010 5:49,-156.15436,20.47033,LA,3662,50,7418,1807
ZcTag013,94814,12/27/2010 12:11,-156.15887,20.4158,L0,3578,79,32083,399
ZcTag013,94814,12/27/2010 13:00,-156.15823,20.44172,L1,1104,116,5967,204
ZcTag013,94814,12/27/2010 13:50,-156.17527,20.44956,L1,1286,125,5546,298
ZcTag013,94814,12/27/2010 13:51,-156.17529,20.45028,LA,1435,125,4207,489
ZcTag013,94814,12/27/2010 18:30,-156.25667,20.47205,L1,972,105,6250,151
ZcTag013,94814,12/27/2010 18:59,-156.25766,20.45373,L2,466,124,776,279
ZcTag013,94814,12/27/2010 19:26,-156.24809,20.43499,L0,1767,82,8545,365
ZcTag013,94814,12/28/2010 1:15,-156.16482,20.40308,L0,1834,82,13892,242
ZcTag013,94814,12/28/2010 11:01,-156.16409,20.35201,LB,5645,78,6790,4693
ZcTag013,94814,12/28/2010 12:52,-156.16454,20.34514,L0,5488,82,39620,760
ZcTag013,94814,12/28/2010 13:28,-156.17157,20.33566,LB,5035,37,6659,3806
ZcTag013,94814,12/28/2010 15:09,-156.25958,20.33199,L1,1103,95,12407,98
ZcTag013,94814,12/28/2010 16:45,-156.28374,20.34844,LB,3748,107,4218,3330
ZcTag013,94814,12/28/2010 18:18,-156.27973,20.37267,L3,204,117,569,73
ZcTag013,94814,12/28/2010 20:11,-156.31426,20.37141,LB,3549,116,6699,1880
ZcTag013,94814,12/29/2010 0:07,-156.33152,20.41172,L0,2726,98,23062,322
ZcTag013,94814,12/29/2010 3:50,-156.30364,20.40937,L0,2821,168,4965,1602
ZcTag013,94814,12/29/2010 5:23,-156.30601,20.39873,LB,2748,155,3476,2171
ZcTag013,94814,12/29/2010 13:31,-156.32942,20.36657,L0,6681,116,60892,733
ZcTag013,94814,12/29/2010 16:20,-156.27813,20.38736,LB,6047,122,11070,3303
ZcTag013,94814,12/29/2010 16:20,-156.27692,20.38702,LB,4931,122,9212,2639
ZcTag013,94814,12/29/2010 18:04,-156.26146,20.38398,L1,874,76,3335,229
ZcTag013,94814,12/29/2010 18:08,-156.2625,20.38201,L0,1671,80,3243,861
ZcTag013,94814,12/29/2010 20:28,-156.28561,20.41194,L2,372,53,1001,138
ZcTag013,94814,12/29/2010 23:08,-156.32119,20.45004,L1,1425,28,4634,438
ZcTag013,94814,12/29/2010 23:55,-156.33313,20.46736,L0,3483,80,39896,304
ZcTag013,94814,12/30/2010 0:47,-156.33304,20.47181,L1,817,68,5415,123
ZcTag013,94814,12/30/2010 3:36,-156.33569,20.45282,LA,1225,79,10205,147
ZcTag013,94814,12/30/2010 7:02,-156.32708,20.43938,LB,887,82,2778,283
ZcTag013,94814,12/30/2010 7:04,-156.32715,20.43948,L1,1219,82,12691,117
ZcTag013,94814,12/30/2010 11:45,-156.42298,20.46308,L0,7340,76,44188,1219
ZcTag013,94814,12/30/2010 13:27,-156.40586,20.42797,L0,4201,98,32202,548
ZcTag013,94814,12/30/2010 14:24,-156.41292,20.40268,L0,8913,111,51209,1551
ZcTag013,94814,12/30/2010 16:05,-156.3932,20.38004,L0,4120,58,7245,2342
ZcTag013,94814,12/30/2010 16:12,-156.39103,20.38063,LA,3460,51,6429,1862
ZcTag013,94814,12/30/2010 17:58,-156.33256,20.3744,LB,6058,87,7603,4826
ZcTag013,94814,12/30/2010 23:01,-156.33227,20.35146,LB,3746,90,6919,2028
ZcTag013,94814,12/30/2010 23:41,-156.36645,20.36248,L0,8266,75,162270,421
ZcTag013,94814,12/31/2010 3:03,-156.39102,20.35764,LB,9385,77,12133,7258
ZcTag013,94814,12/31/2010 13:19,-156.41493,20.27567,LB,25160,77,35597,17783
ZcTag013,94814,12/31/2010 17:25,-156.38161,20.25143,LB,16497,93,22238,12237
ZcTag013,94814,12/31/2010 19:07,-156.36515,20.24156,L0,2555,101,70903,92
ZcTag013,94814,1/1/2011 6:54,-156.3226,20.31947,L0,14053,90,146052,1352
ZcTag013,94814,1/1/2011 12:04,-156.3539,20.36144,L0,2486,104,46107,134
ZcTag013,94814,1/1/2011 13:05,-156.39705,20.38506,L0,7447,97,53468,1037
ZcTag013,94814,1/1/2011 13:33,-156.39351,20.38759,LA,4614,45,10344,2058
ZcTag013,94814,1/1/2011 19:23,-156.3371,20.39956,L1,1206,90,11015,132
ZcTag013,94814,1/1/2011 23:20,-156.29045,20.42546,L0,2604,61,12298,551
ZcTag013,94814,1/2/2011 0:23,-156.29612,20.38235,L0,1986,77,12165,324
ZcTag013,94814,1/2/2011 6:39,-156.38024,20.45739,L0,3627,107,19538,673
ZcTag013,94814,1/2/2011 11:54,-156.24038,20.48183,L1,1456,106,10280,206
ZcTag013,94814,1/2/2011 12:55,-156.24512,20.50833,L0,8412,95,69164,1023
ZcTag013,94814,1/2/2011 14:31,-156.19958,20.47722,LB,8457,44,19949,3585
ZcTag013,94814,1/2/2011 16:28,-156.2091,20.47696,L1,643,17,796,518
ZcTag013,94814,1/2/2011 18:23,-156.23911,20.49115,L0,6324,109,32485,1231
ZcTag013,94814,1/2/2011 19:07,-156.25668,20.47484,L0,3064,47,9460,992
ZcTag013,94814,1/3/2011 0:56,-156.36952,20.35291,L0,4074,84,19683,843
ZcTag013,94814,1/3/2011 1:55,-156.37875,20.3931,L0,1890,55,12023,297
ZcTag013,94814,1/3/2011 6:11,-156.46746,20.38464,L0,2994,124,9689,925
ZcTag013,94814,1/3/2011 6:12,-156.469,20.38488,LB,3495,122,6207,1967
ZcTag013,94814,1/3/2011 7:06,-156.53044,20.39564,L0,2353,79,19223,288
ZcTag013,94814,1/3/2011 7:53,-156.55511,20.37236,L0,7880,62,50034,1241
ZcTag013,94814,1/3/2011 13:21,-156.5082,20.33444,LB,14188,90,22841,8812
ZcTag013,94814,1/3/2011 14:18,-156.47507,20.32876,LA,1417,89,4945,406
ZcTag013,94814,1/3/2011 14:18,-156.475,20.32885,LB,2276,89,7884,657
ZcTag013,94814,1/3/2011 17:01,-156.48582,20.36612,LA,10765,87,29802,3888
ZcTag013,94814,1/3/2011 17:53,-156.47398,20.37167,LB,14857,86,25756,8570
ZcTag013,94814,1/3/2011 20:24,-156.43864,20.38501,L1,572,97,1174,278
ZcTag013,94814,1/4/2011 0:44,-156.54673,20.42962,L0,6531,71,50594,843
ZcTag013,94814,1/4/2011 5:02,-156.58218,20.41735,LB,11340,85,15818,8129
ZcTag013,94814,1/4/2011 13:19,-156.55859,20.3837,LA,4928,92,14643,1658
ZcTag013,94814,1/4/2011 17:32,-156.54541,20.39831,LB,1859,16,4001,863
ZcTag013,94814,1/4/2011 18:38,-156.54693,20.41158,LA,6165,78,23272,1633
ZcTag013,94814,1/5/2011 6:20,-156.50027,20.3916,L0,3805,66,23850,607
ZcTag013,94814,1/5/2011 7:15,-156.5039,20.40561,L1,653,129,1116,382
ZcTag013,94814,1/5/2011 8:06,-156.4925,20.3508,L0,8342,88,15012,4635
ZcTag013,94814,1/5/2011 12:25,-156.44243,20.34836,L0,7407,130,58355,940
ZcTag013,94814,1/5/2011 16:42,-156.36902,20.33127,LB,4843,62,9934,2361
ZcTag013,94814,1/5/2011 18:47,-156.32004,20.31725,L2,349,113,1996,61
ZcTag013,94814,1/5/2011 19:37,-156.29745,20.31862,LB,1293,94,1416,1179
ZcTag013,94814,1/5/2011 20:28,-156.27572,20.32041,L1,1162,25,3220,419
ZcTag013,94814,1/6/2011 3:52,-156.11935,20.43708,LA,3280,71,8471,1270
ZcTag013,94814,1/6/2011 5:53,-156.08594,20.4663,LA,2116,93,4619,969
ZcTag013,94814,1/6/2011 6:58,-156.07427,20.44987,L0,7578,65,69016,832
ZcTag013,94814,1/6/2011 14:48,-156.0211,20.49191,L0,4756,78,53844,420
ZcTag013,94814,1/6/2011 18:23,-156.06651,20.53905,L2,382,123,933,156
ZcTag013,94814,1/6/2011 19:20,-156.04178,20.54844,L1,706,89,4935,101
ZcTag013,94814,1/6/2011 20:07,-156.0174,20.58037,L0,1736,113,9971,302
ZcTag013,94814,1/6/2011 23:20,-155.91283,20.5764,L0,8315,88,64068,1079
ZcTag013,94814,1/7/2011 1:56,-155.8946,20.56921,L0,4019,98,15803,1022
ZcTag013,94814,1/7/2011 3:36,-155.87089,20.59715,LA,1881,68,4807,736
ZcTag013,94814,1/7/2011 8:17,-155.80579,20.53375,L0,7538,91,82825,686
ZcTag013,94814,1/7/2011 11:00,-155.7602,20.56081,LB,10903,86,19400,6127
ZcTag013,94814,1/7/2011 11:55,-155.7441,20.56805,L0,7956,90,90944,696
ZcTag013,94814,1/7/2011 18:57,-155.74373,20.58737,LB,16187,65,41321,6341
ZcTag013,94814,1/7/2011 20:41,-155.71429,20.61009,L0,2041,72,10437,399
ZcTag013,94814,1/7/2011 23:08,-155.73821,20.63296,LB,5705,97,7200,4519
ZcTag013,94814,1/8/2011 0:56,-155.75062,20.64717,L0,1614,57,7565,344
ZcTag013,94814,1/8/2011 1:36,-155.73601,20.66916,L1,668,179,1289,346
ZcTag013,94814,1/8/2011 3:21,-155.73476,20.66623,LA,3147,110,4797,2064
ZcTag013,94814,1/8/2011 6:57,-155.73321,20.65351,LB,3620,106,7569,1731
ZcTag013,94814,1/8/2011 6:57,-155.73349,20.65061,L0,10225,106,20266,5158
ZcTag013,94814,1/8/2011 7:59,-155.72876,20.66867,L0,11822,108,23964,5832
ZcTag013,94814,1/8/2011 11:44,-155.69247,20.78175,L0,3941,104,23598,658
ZcTag013,94814,1/8/2011 13:31,-155.70486,20.82668,L0,2266,107,14221,361
ZcTag013,94814,1/8/2011 14:03,-155.67365,20.83992,L0,1877,170,5074,694
ZcTag013,94814,1/8/2011 15:45,-155.68,20.86634,L1,1408,119,6330,313
ZcTag013,94814,1/8/2011 18:39,-155.66465,20.84737,L0,7756,130,33027,1821
ZcTag013,94814,1/9/2011 6:43,-155.78222,20.97181,L0,3169,36,12255,819
ZcTag013,94814,1/9/2011 7:35,-155.82575,20.91758,L0,8533,71,113577,641
ZcTag013,94814,1/9/2011 13:13,-155.92588,21.01635,L0,6044,128,24632,1483
ZcTag013,94814,1/9/2011 13:40,-155.93459,21.01304,L0,3245,35,5573,1889
ZcTag013,94814,1/9/2011 19:14,-156.01412,20.98729,L0,4518,177,12941,1577
ZcTag013,94814,1/10/2011 6:04,-156.00731,20.93768,L2,334,13,495,225
ZcTag013,94814,1/10/2011 8:54,-155.88826,20.86923,L0,2974,43,12702,696
ZcTag013,94814,1/10/2011 12:09,-155.84648,20.85112,L0,9605,105,32063,2877
ZcTag013,94814,1/10/2011 13:03,-155.84659,20.8092,L0,5616,121,54375,580
ZcTag013,94814,1/10/2011 16:37,-155.85074,20.81406,LA,8810,128,16751,4633
ZcTag013,94814,1/10/2011 17:27,-155.83905,20.80756,LB,1166,132,2691,505
ZcTag013,94814,1/10/2011 18:37,-155.80976,20.83411,L0,3944,127,12322,1262
ZcTag013,94814,1/10/2011 18:58,-155.8157,20.82867,L0,3824,109,21628,676
