Date,Boat,Sighting_Number,Species,Island_area,Sighting_Cue,Sea_Conditions,Start.time,latitude,longitud,Start.depth,End.time,Encounter.duration,Group.size..min.,Group.size..best.,Group.size..max.,datetimeHST,datetimeUTC,month,year,datetime_pdt
21-Nov-14,Ocean Warrior,2,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,7:21,19.66111,-156.16281,2800,8:05,0.73,3,3,3,11/21/14,11/21/14 10:00,11,2014,11/21/14 10:00
23-Nov-14,Wild Whale,2,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,11:28,20.09605,-156.07114,1000,11:28,0,1,1,1,11/23/14,11/23/14 10:00,11,2014,11/23/14 10:00
2-Dec-14,Wild Whale,4,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,11:59,19.39366,-156.01295,1900,12:36,0.61,1,1,1,12/2/14,12/2/14 10:00,11,2014,12/2/14 10:00
4-Dec-14,Wild Whale,5,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,14:16,19.58491,-156.14374,2700,14:16,0,2,3,4,12/4/14,12/4/14 10:00,11,2014,12/4/14 10:00
18-Apr-15,Wild Whale,3,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,11:37,19.23695,-155.92465,1000,12:34,0.95,5,5,5,4/18/15,4/18/15 10:00,4,2015,4/18/15 10:00
22-Apr-15,Wild Whale,1,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,9:20,19.55247,-156.03761,1500,9:21,0.01,2,2,2,4/22/15,4/22/15 10:00,4,2015,4/22/15 10:00
26-Apr-15,Wild Whale,1,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 1,7:14,19.59018,-156.22861,4000,7:34,0.33,4,4,4,4/26/15,4/26/15 10:00,4,2015,4/26/15 10:00
2-Nov-15,Other,1,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,8:08,19.84169,-156.25024,3400,8:18,0.16,3,3,4,11/2/15,11/2/15 10:00,11,2015,11/2/15 10:00
6-Nov-15,Other,2,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 1,12:40,19.37612,-155.93031,780,13:41,1.01,7,7,8,11/6/15,11/6/15 10:00,11,2015,11/6/15 10:00
12-Nov-15,Other,2,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 1,11:46,19.4239,-156.03764,2100,11:49,0.05,1,1,1,11/12/15,11/12/15 10:00,11,2015,11/12/15 10:00
21-Jul-16,Other,2,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,8:20,19.50795,-156.13981,2800,8:20,0,3,5,5,7/21/16,7/21/16 10:00,7,2016,7/21/16 10:00
23-Jul-16,Other,1,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,8:33,19.4718,-155.95789,680,9:27,0.9,6,6,7,7/23/16,7/23/16 10:00,7,2016,7/23/16 10:00
16-Nov-18,Interceptor,6,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 1,14:10,19.59933,-156.04532,1450,14:39,0.48,8,9,10,11/16/18,11/16/18 10:00,11,2018,11/16/18 10:00
13-Apr-19,Interceptor,1,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,8:45,19.60933,-156.04817,1350,8:54,0.15,1,1,1,4/13/19,4/13/19 10:00,4,2019,4/13/19 10:00
16-Apr-19,Interceptor,1,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,10:52,19.42143,-156.01372,1800,11:17,0.41,5,5,5,4/16/19,4/16/19 10:00,4,2019,4/16/19 10:00
17-Apr-19,Interceptor,3,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,16:22,19.40194,-155.97402,1350,16:23,0.01,1,1,1,4/17/19,4/17/19 10:00,4,2019,4/17/19 10:00
29-Oct-19,Interceptor,1,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,8:28,19.2666,-156.0121,2580,9:02,0.56,3,3,4,10/29/19,10/29/19 10:00,11,2019,10/29/19 10:00
29-Oct-19,Interceptor,5,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 3,13:03,19.60079,-156.02156,420,14:03,1,4,5,5,10/29/19,10/29/19 10:00,11,2019,10/29/19 10:00
3-Nov-19,Interceptor,6,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,12:08,19.82068,-156.16665,1000,12:27,0.31,2,2,2,11/3/19,11/3/19 10:00,11,2019,11/3/19 10:00
4-Nov-19,Interceptor,7,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 1,9:55,19.41369,-156.06474,2800,10:48,0.88,3,3,4,11/4/19,11/4/19 10:00,11,2019,11/4/19 10:00
5-Nov-19,Interceptor,5,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 1,11:33,19.41238,-156.03764,2100,12:15,0.69,1,1,1,11/5/19,11/5/19 10:00,11,2019,11/5/19 10:00
7-Nov-19,Interceptor,1,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 1,6:22,19.67662,-156.06649,1110,7:33,1.18,7,7,7,11/7/19,11/7/19 10:00,11,2019,11/7/19 10:00
7-Jun-20,Interceptor,2,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 1,7:14,19.27269,-156.02827,2800,8:05,0.85,3,3,5,6/7/20,6/7/20 10:00,6,2020,6/7/20 10:00
14-Jun-20,Interceptor,6,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 3,14:24,19.45487,-155.99369,1200,15:08,0.73,1,1,1,6/14/20,6/14/20 10:00,6,2020,6/14/20 10:00
28-Aug-20,Interceptor,3,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,14:17,19.49764,-156.06609,2200,15:01,0.73,2,2,2,8/28/20,8/28/20 10:00,9,2020,8/28/20 10:00
3-Sep-20,Interceptor,3,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,11:43,19.73644,-156.16969,2560,12:29,0.76,3,3,3,9/3/20,9/3/20 10:00,9,2020,9/3/20 10:00
22-Oct-20,Interceptor,3,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,11:48,19.59732,-156.02679,630,12:45,0.95,4,4,4,10/22/20,10/22/20 10:00,9,2020,10/22/20 10:00
3-May-21,Princess Leilani,1,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,6:11,19.6911,-156.06146,530,6:50,0.65,7,7,7,5/3/21,5/3/21 10:00,4,2021,5/3/21 10:00
5-May-21,Interceptor,1,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 1,7:43,19.48084,-155.97579,714,8:22,0.64,4,4,7,5/5/21,5/5/21 10:00,4,2021,5/5/21 10:00
7-May-21,Interceptor,1,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 1,7:00,19.47944,-155.97429,732,8:19,1.31,1,2,3,5/7/21,5/7/21 10:00,4,2021,5/7/21 10:00
8-May-21,Interceptor,6,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,12:46,19.40369,-155.93318,933,13:47,1.01,7,7,8,5/8/21,5/8/21 10:00,4,2021,5/8/21 10:00
4-Nov-21,Interceptor,2,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,9:56,19.52664,-156.08104,2150,10:35,0.65,1,1,1,11/4/21,11/4/21 10:00,11,2021,11/4/21 10:00
6-Nov-21,Interceptor,2,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,11:20,19.293,-155.93682,1353,11:45,0.41,2,2,3,11/6/21,11/6/21 10:00,11,2021,11/6/21 10:00
8-Nov-21,Interceptor,5,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 1,12:18,19.45248,-156.02834,2012,12:43,0.41,2,2,2,11/8/21,11/8/21 10:00,11,2021,11/8/21 10:00
13-Nov-21,Interceptor,1,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,7:29,19.80568,-156.33842,4572,7:29,0,1,1,1,11/13/21,11/13/21 10:00,11,2021,11/13/21 10:00
18-Oct-22,Interceptor,1,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 1,6:43,19.81173,-156.14515,1280,7:08,0.41,3,3,3,10/18/22,10/18/22 10:00,10,2022,10/18/22 10:00
18-Oct-22,Interceptor,3,Blainville's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 1,11:23,20.21189,-156.29114,1554,11:39,0.26,1,1,1,10/18/22,10/18/22 10:00,10,2022,10/18/22 10:00
24-Oct-22,Interceptor,3,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,12:32,19.47472,-156.00357,450,12:53,0.34,5,5,5,10/24/22,10/24/22 10:00,10,2022,10/24/22 10:00
27-Oct-22,Interceptor,1,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 2,8:27,19.52803,-156.07378,2076,8:58,0.51,2,2,2,10/27/22,10/27/22 10:00,10,2022,10/27/22 10:00
13-Nov-22,Interceptor,2,Cuvier's beaked whale,Hawaii,"Splash, blow, or fin",Beaufort 3,11:20,19.59912,-156.11215,NA,11:23,0.04,2,2,2,11/13/22,11/13/22 10:00,11,2022,11/13/22 10:00
