animal,ptt,datetime_utc,longitud,latitude,LC,error_radius,ellipse_orient,semi_major,semi_minor,LocType,sat_count
MdTag005,83743,7/31/2008 8:29,-155.95514,19.06755,L1,544,153,930,318,Kalman smoothed,NA
MdTag005,83743,7/31/2008 9:28,-155.96242,19.06958,LA,5125,69,7887,3330,Kalman smoothed,NA
MdTag005,83743,7/31/2008 13:01,-155.9567,19.10406,L0,3471,83,23080,522,Kalman smoothed,NA
MdTag005,83743,7/31/2008 15:10,-155.94317,19.15011,L3,129,111,305,54,Kalman smoothed,NA
MdTag005,83743,7/31/2008 15:36,-155.94399,19.15446,L1,1346,113,3372,537,Kalman smoothed,NA
MdTag005,83743,7/31/2008 16:51,-155.95175,19.15021,L0,4073,38,14160,1171,Kalman smoothed,NA
MdTag005,83743,7/31/2008 19:18,-155.92932,19.11659,L2,375,12,1086,129,Kalman smoothed,NA
MdTag005,83743,7/31/2008 20:09,-155.93467,19.09402,L0,2595,84,15983,421,Kalman smoothed,NA
MdTag005,83743,7/31/2008 21:49,-155.93486,19.06639,LA,4068,96,6958,2378,Kalman smoothed,NA
MdTag005,83743,7/31/2008 22:27,-155.93458,19.07488,LB,7379,99,10295,5288,Kalman smoothed,NA
MdTag005,83743,8/1/2008 0:16,-155.93533,19.11106,LB,5749,99,6573,5028,Kalman smoothed,NA
MdTag005,83743,8/1/2008 2:57,-155.9416,19.15617,L1,1379,71,16379,116,Kalman smoothed,NA
MdTag005,83743,8/1/2008 3:59,-155.94823,19.14307,L0,1552,129,6348,379,Kalman smoothed,NA
MdTag005,83743,8/1/2008 4:36,-155.94823,19.14958,LB,2301,125,3010,1759,Kalman smoothed,NA
MdTag005,83743,8/1/2008 6:32,-155.94896,19.16607,LB,3177,54,3457,2919,Kalman smoothed,NA
MdTag005,83743,8/1/2008 8:02,-155.9518,19.17947,LB,3748,53,4382,3205,Kalman smoothed,NA
MdTag005,83743,8/1/2008 14:46,-155.9342,19.22092,L1,1062,120,5125,220,Kalman smoothed,NA
MdTag005,83743,8/1/2008 15:29,-155.93795,19.21932,L1,778,100,10595,57,Kalman smoothed,NA
MdTag005,83743,8/1/2008 16:28,-155.95445,19.21769,L2,414,163,1285,133,Kalman smoothed,NA
MdTag005,83743,8/1/2008 19:01,-155.94104,19.14703,LB,2180,91,2861,1660,Kalman smoothed,NA
MdTag005,83743,8/1/2008 20:37,-155.94154,19.1098,L2,428,42,1070,171,Kalman smoothed,NA
MdTag005,83743,8/1/2008 21:28,-155.93318,19.09532,L0,2306,66,7381,720,Kalman smoothed,NA
MdTag005,83743,8/2/2008 0:01,-155.90659,19.0336,L1,857,65,4011,183,Kalman smoothed,NA
MdTag005,83743,8/2/2008 1:56,-155.91883,19.02897,L0,1833,8,6636,506,Kalman smoothed,NA
MdTag005,83743,8/2/2008 2:49,-155.93329,19.05795,LB,1319,44,1338,1300,Kalman smoothed,NA
MdTag005,83743,8/2/2008 3:35,-155.94124,19.08781,L2,287,84,463,177,Kalman smoothed,NA
MdTag005,83743,8/2/2008 6:55,-155.99032,19.11884,L0,3566,76,20642,616,Kalman smoothed,NA
MdTag005,83743,8/2/2008 7:45,-155.94942,19.11503,L0,2239,64,12910,388,Kalman smoothed,NA
MdTag005,83743,8/2/2008 8:40,-155.95701,19.12285,L2,398,44,812,195,Kalman smoothed,NA
MdTag005,83743,8/2/2008 9:28,-155.96017,19.11932,LB,3980,88,4309,3676,Kalman smoothed,NA
MdTag005,83743,8/2/2008 14:23,-155.937,19.10347,L0,2161,143,10517,444,Kalman smoothed,NA
MdTag005,83743,8/2/2008 16:04,-155.93966,19.11206,L2,421,17,1288,137,Kalman smoothed,NA
MdTag005,83743,8/2/2008 19:26,-155.94711,19.17378,L2,391,36,651,234,Kalman smoothed,NA
MdTag005,83743,8/2/2008 20:23,-155.94734,19.16049,L0,6922,79,7766,6169,Kalman smoothed,NA
MdTag005,83743,8/2/2008 21:09,-155.95351,19.17036,L1,1141,27,2851,456,Kalman smoothed,NA
MdTag005,83743,8/2/2008 23:44,-155.93138,19.17954,LA,8719,80,9602,7917,Kalman smoothed,NA
MdTag005,83743,8/3/2008 3:10,-155.8821,19.15323,L0,4304,78,110252,168,Kalman smoothed,NA
MdTag005,83743,8/3/2008 4:13,-155.95475,19.16166,L2,469,144,955,230,Kalman smoothed,NA
MdTag005,83743,8/3/2008 6:34,-155.92731,19.14835,L0,1526,35,5877,396,Kalman smoothed,NA
MdTag005,83743,8/3/2008 7:27,-155.95133,19.14226,L0,4162,170,11844,1462,Kalman smoothed,NA
MdTag005,83743,8/3/2008 9:11,-155.95294,19.14915,LB,7047,134,7493,6626,Kalman smoothed,NA
MdTag005,83743,8/3/2008 14:01,-155.95441,19.16765,L0,2261,30,6880,743,Kalman smoothed,NA
MdTag005,83743,8/3/2008 15:06,-155.93647,19.18413,L1,538,34,1490,194,Kalman smoothed,NA
MdTag005,83743,8/3/2008 15:41,-155.93121,19.1666,L2,368,112,1900,71,Kalman smoothed,NA
MdTag005,83743,8/3/2008 16:48,-155.94166,19.13509,L1,901,121,4316,188,Kalman smoothed,NA
MdTag005,83743,8/3/2008 19:02,-155.92722,19.11659,L1,771,135,2817,211,Kalman smoothed,NA
MdTag005,83743,8/3/2008 19:55,-155.92407,19.10659,L2,371,109,3823,36,Kalman smoothed,NA
MdTag005,83743,8/3/2008 21:33,-155.91039,19.09317,LB,1222,122,1394,1071,Kalman smoothed,NA
MdTag005,83743,8/3/2008 23:42,-155.89884,19.10514,L2,356,80,2873,44,Kalman smoothed,NA
MdTag005,83743,8/4/2008 2:15,-155.95681,19.08321,L1,1488,81,9184,241,Kalman smoothed,NA
MdTag005,83743,8/4/2008 2:45,-155.95874,19.08451,L1,1414,96,11357,176,Kalman smoothed,NA
MdTag005,83743,8/4/2008 4:30,-155.98693,19.11536,LA,1732,44,6194,484,Kalman smoothed,NA
MdTag005,83743,8/4/2008 7:00,-155.9704,19.15204,LB,4484,97,5030,3997,Kalman smoothed,NA
MdTag005,83743,8/4/2008 8:41,-155.96365,19.17715,LB,3007,116,4741,1906,Kalman smoothed,NA
MdTag005,83743,8/4/2008 9:30,-155.96134,19.19256,LA,5990,117,19862,1806,Kalman smoothed,NA
MdTag005,83743,8/4/2008 13:54,-155.92706,19.27224,LB,3491,49,4369,2788,Kalman smoothed,NA
MdTag005,83743,8/4/2008 14:58,-155.92546,19.26109,LA,2204,84,2726,1781,Kalman smoothed,NA
MdTag005,83743,8/4/2008 15:16,-155.92238,19.26237,L3,171,88,335,87,Kalman smoothed,NA
MdTag005,83743,8/4/2008 16:35,-155.94676,19.28949,LB,3080,94,3633,2611,Kalman smoothed,NA
MdTag005,83743,8/4/2008 16:55,-155.95324,19.29696,LB,3158,101,3724,2677,Kalman smoothed,NA
MdTag005,83743,8/4/2008 19:33,-156.0103,19.33914,L1,1249,92,12884,121,Kalman smoothed,NA
MdTag005,83743,8/4/2008 20:24,-156.02943,19.32577,L0,2817,108,31488,252,Kalman smoothed,NA
MdTag005,83743,8/4/2008 23:23,-156.04515,19.40351,LB,5043,110,7065,3599,Kalman smoothed,NA
MdTag005,83743,8/5/2008 1:12,-156.05082,19.4438,L0,3179,34,4364,2315,Kalman smoothed,NA
MdTag005,83743,8/5/2008 2:08,-156.01908,19.4508,L1,793,132,2038,308,Kalman smoothed,NA
MdTag005,83743,8/5/2008 4:09,-156.00447,19.51094,L0,1960,94,8459,454,Kalman smoothed,NA
MdTag005,83743,8/5/2008 7:30,-156.01903,19.54606,L3,198,75,466,84,Kalman smoothed,NA
MdTag005,83743,8/5/2008 9:09,-156.01848,19.54649,L2,267,169,421,169,Kalman smoothed,NA
MdTag005,83743,8/5/2008 13:43,-156.03666,19.6032,L0,2675,63,8533,838,Kalman smoothed,NA
MdTag005,83743,8/5/2008 14:42,-156.03819,19.62262,L1,821,63,3283,205,Kalman smoothed,NA
MdTag005,83743,8/5/2008 14:55,-156.03607,19.61531,L1,1292,96,6671,250,Kalman smoothed,NA
MdTag005,83743,8/5/2008 16:23,-156.06452,19.62241,LA,2554,132,5779,1128,Kalman smoothed,NA
MdTag005,83743,8/5/2008 16:33,-156.06631,19.62121,L1,1345,144,5481,330,Kalman smoothed,NA
MdTag005,83743,8/5/2008 19:16,-156.07084,19.68084,LA,1017,63,3991,259,Kalman smoothed,NA
MdTag005,83743,8/5/2008 20:52,-156.08291,19.73139,LA,935,34,5293,165,Kalman smoothed,NA
MdTag005,83743,8/5/2008 21:36,-156.10552,19.75844,L1,961,45,3377,273,Kalman smoothed,NA
MdTag005,83743,8/5/2008 23:18,-156.0902,19.74405,L1,1312,165,5476,314,Kalman smoothed,NA
MdTag005,83743,8/6/2008 1:03,-156.10814,19.77521,LA,2328,51,7251,747,Kalman smoothed,NA
MdTag005,83743,8/6/2008 1:56,-156.10364,19.77185,L1,537,153,637,452,Kalman smoothed,NA
MdTag005,83743,8/6/2008 1:59,-156.10016,19.76614,L1,709,60,1090,461,Kalman smoothed,NA
MdTag005,83743,8/6/2008 3:33,-156.0968,19.73971,L1,1270,164,2932,550,Kalman smoothed,NA
MdTag005,83743,8/6/2008 3:41,-156.09169,19.74102,L2,368,26,765,177,Kalman smoothed,NA
MdTag005,83743,8/6/2008 7:05,-156.08529,19.73571,L1,588,39,1455,237,Kalman smoothed,NA
MdTag005,83743,8/6/2008 8:02,-156.07158,19.74139,L0,1814,62,12703,259,Kalman smoothed,NA
MdTag005,83743,8/6/2008 8:45,-156.07357,19.72994,L0,1519,124,5805,397,Kalman smoothed,NA
MdTag005,83743,8/6/2008 16:04,-156.08991,19.72098,L0,2746,132,11506,655,Kalman smoothed,NA
MdTag005,83743,8/6/2008 19:29,-156.12384,19.83629,L1,1421,74,5819,347,Kalman smoothed,NA
MdTag005,83743,8/6/2008 21:18,-156.12638,19.83714,L0,3222,87,17861,581,Kalman smoothed,NA
MdTag005,83743,8/6/2008 23:12,-156.13141,19.91402,L0,1675,71,14912,188,Kalman smoothed,NA
MdTag005,83743,8/7/2008 0:54,-156.12556,19.96201,LA,2440,89,3947,1508,Kalman smoothed,NA
MdTag005,83743,8/7/2008 3:18,-156.10921,19.90623,L1,991,68,7978,123,Kalman smoothed,NA
MdTag005,83743,8/7/2008 3:19,-156.10852,19.90654,LB,988,68,3870,252,Kalman smoothed,NA
MdTag005,83743,8/7/2008 6:40,-156.11449,19.90085,LB,1549,71,2720,882,Kalman smoothed,NA
MdTag005,83743,8/7/2008 7:46,-156.11368,19.8838,L0,2726,77,72112,103,Kalman smoothed,NA
MdTag005,83743,8/7/2008 9:24,-156.12414,19.86697,L0,4362,166,15815,1203,Kalman smoothed,NA
MdTag005,83743,8/7/2008 14:05,-156.13022,19.87501,L0,2847,18,9511,852,Kalman smoothed,NA
MdTag005,83743,8/7/2008 15:43,-156.14301,19.87382,L2,365,101,3013,44,Kalman smoothed,NA
MdTag005,83743,8/7/2008 15:57,-156.14388,19.87353,L1,663,32,1689,260,Kalman smoothed,NA
MdTag005,83743,8/7/2008 20:11,-156.11154,19.83329,L1,1444,100,15671,133,Kalman smoothed,NA
MdTag005,83743,8/7/2008 20:54,-156.10863,19.80427,L0,1938,84,10978,342,Kalman smoothed,NA
MdTag005,83743,8/7/2008 23:00,-156.13283,19.79661,L2,466,131,858,253,Kalman smoothed,NA
MdTag005,83743,8/8/2008 0:37,-156.12721,19.77105,L1,1119,140,4553,275,Kalman smoothed,NA
MdTag005,83743,8/8/2008 2:52,-156.13039,19.74027,L1,588,71,4861,71,Kalman smoothed,NA
MdTag005,83743,8/8/2008 3:13,-156.1413,19.74971,L1,843,69,6123,116,Kalman smoothed,NA
MdTag005,83743,8/8/2008 4:36,-156.15028,19.77525,LB,2129,86,2689,1685,Kalman smoothed,NA
MdTag005,83743,8/8/2008 8:01,-156.20034,19.82199,L0,13645,76,435973,427,Kalman smoothed,NA
MdTag005,83743,8/8/2008 9:06,-156.20449,19.86842,LA,10054,60,42921,2355,Kalman smoothed,NA
MdTag005,83743,8/8/2008 9:40,-156.19433,19.8725,LB,2842,61,5294,1525,Kalman smoothed,NA
MdTag005,83743,8/8/2008 13:14,-156.1314,19.92005,L1,675,177,1363,334,Kalman smoothed,NA
MdTag005,83743,8/8/2008 14:02,-156.12548,19.93641,L0,1985,117,4403,894,Kalman smoothed,NA
MdTag005,83743,8/8/2008 15:46,-156.1384,19.93279,L2,496,118,1236,199,Kalman smoothed,NA
MdTag005,83743,8/8/2008 19:48,-156.12899,20.00382,LB,4592,97,6984,3019,Kalman smoothed,NA
MdTag005,83743,8/8/2008 20:31,-156.12728,20.01167,L0,3558,101,148859,85,Kalman smoothed,NA
MdTag005,83743,8/8/2008 21:29,-156.11468,20.05222,LA,3217,89,9295,1113,Kalman smoothed,NA
MdTag005,83743,8/9/2008 0:32,-156.0751,19.98938,L0,2327,81,16552,327,Kalman smoothed,NA
MdTag005,83743,8/9/2008 2:31,-156.08326,19.96089,L1,1005,79,6231,162,Kalman smoothed,NA
MdTag005,83743,8/9/2008 3:00,-156.09189,19.93359,L2,356,88,606,208,Kalman smoothed,NA
MdTag005,83743,8/9/2008 4:14,-156.11151,19.9093,LB,2315,94,2555,2096,Kalman smoothed,NA
MdTag005,83743,8/9/2008 7:00,-156.157,19.85161,L0,2232,79,17171,290,Kalman smoothed,NA
MdTag005,83743,8/9/2008 9:18,-156.1418,19.81315,L1,1051,177,4026,274,Kalman smoothed,NA
MdTag005,83743,8/9/2008 13:07,-156.24588,19.85714,L0,13184,84,50116,3468,Kalman smoothed,NA
MdTag005,83743,8/9/2008 14:51,-156.28594,19.83681,LA,8741,79,17221,4436,Kalman smoothed,NA
MdTag005,83743,8/9/2008 15:40,-156.29995,19.80239,L0,15147,91,25300,9068,Kalman smoothed,NA
MdTag005,83743,8/9/2008 16:40,-156.31299,19.78494,LB,9974,91,13681,7270,Kalman smoothed,NA
MdTag005,83743,8/9/2008 20:10,-156.2414,19.82076,L0,2418,137,6069,963,Kalman smoothed,NA
MdTag005,83743,8/9/2008 22:40,-156.17498,19.8613,L1,958,108,4221,217,Kalman smoothed,NA
MdTag005,83743,8/10/2008 0:21,-156.15311,19.83717,L0,2587,91,15447,433,Kalman smoothed,NA
MdTag005,83743,8/10/2008 2:07,-156.11818,19.83408,L1,1438,102,5243,394,Kalman smoothed,NA
MdTag005,83743,8/10/2008 2:45,-156.12827,19.82612,L0,1896,99,9602,374,Kalman smoothed,NA
MdTag005,83743,8/10/2008 3:46,-156.14722,19.85949,L1,771,114,1968,302,Kalman smoothed,NA
MdTag005,83743,8/10/2008 6:40,-156.14553,19.83914,L2,470,28,1120,197,Kalman smoothed,NA
MdTag005,83743,8/10/2008 7:15,-156.1472,19.85014,L3,195,97,758,50,Kalman smoothed,NA
MdTag005,83743,8/10/2008 8:21,-156.15748,19.80068,L2,363,135,822,160,Kalman smoothed,NA
MdTag005,83743,8/10/2008 8:54,-156.13853,19.83085,L3,224,31,238,210,Kalman smoothed,NA
MdTag005,83743,8/10/2008 14:37,-156.14965,19.85083,LA,4140,117,9892,1732,Kalman smoothed,NA
MdTag005,83743,8/10/2008 16:09,-156.1565,19.84278,L0,1677,121,16528,170,Kalman smoothed,NA
MdTag005,83743,8/10/2008 19:15,-156.13376,19.80099,L0,1931,111,4265,874,Kalman smoothed,NA
MdTag005,83743,8/10/2008 19:41,-156.1262,19.81283,L2,259,50,486,138,Kalman smoothed,NA
MdTag005,83743,8/10/2008 20:49,-156.11366,19.82077,L1,1165,93,5361,253,Kalman smoothed,NA
MdTag005,83743,8/10/2008 21:21,-156.14763,19.83141,L1,1133,19,2926,438,Kalman smoothed,NA
MdTag005,83743,8/11/2008 0:08,-156.16691,19.85682,L2,387,40,1320,113,Kalman smoothed,NA
MdTag005,83743,8/11/2008 2:41,-156.12654,19.84306,LB,901,75,1139,712,Kalman smoothed,NA
MdTag005,83743,8/11/2008 3:20,-156.10827,19.83236,L1,773,88,8068,74,Kalman smoothed,NA
MdTag005,83743,8/11/2008 4:16,-156.09252,19.80085,L1,825,110,2727,249,Kalman smoothed,NA
MdTag005,83743,8/11/2008 6:50,-156.11908,19.75737,L2,328,8,587,183,Kalman smoothed,NA
MdTag005,83743,8/11/2008 8:03,-156.10605,19.78166,L2,330,62,1487,73,Kalman smoothed,NA
MdTag005,83743,8/11/2008 8:28,-156.11713,19.79073,L3,218,106,579,82,Kalman smoothed,NA
MdTag005,83743,8/11/2008 15:16,-156.14151,19.82099,LB,2022,102,2512,1627,Kalman smoothed,NA
MdTag005,83743,8/11/2008 15:51,-156.13929,19.8221,L1,830,101,9297,74,Kalman smoothed,NA
MdTag005,83743,8/11/2008 16:53,-156.16021,19.84306,L0,2157,141,10589,439,Kalman smoothed,NA
MdTag005,83743,8/11/2008 19:15,-156.13272,19.80748,LB,3550,85,3944,3194,Kalman smoothed,NA
MdTag005,83743,8/11/2008 20:29,-156.11581,19.78752,L1,883,96,4523,172,Kalman smoothed,NA
MdTag005,83743,8/11/2008 20:58,-156.12846,19.78593,L1,833,165,3606,192,Kalman smoothed,NA
MdTag005,83743,8/12/2008 0:02,-156.14967,19.82983,L0,8147,94,20066,3307,Kalman smoothed,NA
MdTag005,83743,8/12/2008 2:23,-156.16582,19.83302,L1,1014,65,6582,156,Kalman smoothed,NA
MdTag005,83743,8/12/2008 2:56,-156.16762,19.86224,L1,1400,78,12325,159,Kalman smoothed,NA
MdTag005,83743,8/12/2008 4:03,-156.16448,19.87892,LA,1123,86,7000,180,Kalman smoothed,NA
MdTag005,83743,8/12/2008 4:35,-156.16299,19.89499,LB,2896,88,4997,1678,Kalman smoothed,NA
MdTag005,83743,8/12/2008 6:00,-156.15753,19.92539,LB,2970,74,3321,2655,Kalman smoothed,NA
MdTag005,83743,8/12/2008 7:45,-156.15609,19.92962,LB,1697,76,17877,161,Kalman smoothed,NA
MdTag005,83743,8/12/2008 8:08,-156.14954,19.90871,L1,1142,63,7200,181,Kalman smoothed,NA
MdTag005,83743,8/12/2008 14:53,-156.16776,19.93725,LB,4815,98,6053,3830,Kalman smoothed,NA
MdTag005,83743,8/12/2008 16:35,-156.1605,19.92585,LA,6859,114,12525,3756,Kalman smoothed,NA
MdTag005,83743,8/12/2008 20:09,-156.11019,19.89005,L0,2088,100,49524,88,Kalman smoothed,NA
MdTag005,83743,8/12/2008 20:29,-156.11382,19.90124,LA,3890,108,9933,1523,Kalman smoothed,NA
MdTag005,83743,8/12/2008 22:06,-156.11714,19.8915,LB,10100,86,15323,6656,Kalman smoothed,NA
MdTag005,83743,8/12/2008 23:50,-156.11214,19.89845,LB,5169,75,35380,755,Kalman smoothed,NA
MdTag005,83743,8/13/2008 2:17,-156.11267,19.89665,L0,3796,76,24412,590,Kalman smoothed,NA
MdTag005,83743,8/13/2008 2:36,-156.11686,19.87594,L1,1374,78,10599,178,Kalman smoothed,NA
MdTag005,83743,8/13/2008 4:08,-156.12269,19.85541,LB,2801,76,3299,2377,Kalman smoothed,NA
MdTag005,83743,8/13/2008 7:24,-156.13673,19.81403,L0,2942,56,14159,611,Kalman smoothed,NA
MdTag005,83743,8/13/2008 7:46,-156.13942,19.81554,L1,1016,43,3645,283,Kalman smoothed,NA
MdTag005,83743,8/13/2008 14:59,-156.15332,19.86145,L1,759,108,2583,223,Kalman smoothed,NA
MdTag005,83743,8/13/2008 16:24,-156.14617,19.85424,L1,895,119,1680,476,Kalman smoothed,NA
MdTag005,83743,8/13/2008 16:41,-156.15167,19.84277,L2,324,25,1436,73,Kalman smoothed,NA
MdTag005,83743,8/13/2008 19:49,-156.12732,19.81307,L3,171,139,268,109,Kalman smoothed,NA
MdTag005,83743,8/13/2008 20:10,-156.13053,19.81161,L1,1274,96,7765,209,Kalman smoothed,NA
MdTag005,83743,8/13/2008 21:53,-156.12653,19.78154,L0,5039,142,15886,1598,Kalman smoothed,NA
MdTag005,83743,8/13/2008 23:39,-156.10625,19.77533,L2,318,74,3369,30,Kalman smoothed,NA
MdTag005,83743,8/14/2008 1:15,-156.08445,19.73578,L1,1358,120,5284,349,Kalman smoothed,NA
MdTag005,83743,8/14/2008 1:58,-156.05649,19.74023,L0,2251,84,6701,756,Kalman smoothed,NA
MdTag005,83743,8/14/2008 3:40,-156.07528,19.74738,L2,288,84,1450,57,Kalman smoothed,NA
MdTag005,83743,8/14/2008 7:05,-156.07829,19.70871,LA,1108,69,1185,1036,Kalman smoothed,NA
MdTag005,83743,8/14/2008 7:22,-156.06774,19.70164,L1,685,121,2207,212,Kalman smoothed,NA
MdTag005,83743,8/14/2008 8:36,-156.06609,19.68175,L2,309,178,700,136,Kalman smoothed,NA
MdTag005,83743,8/14/2008 9:00,-156.07131,19.69686,L2,319,133,637,159,Kalman smoothed,NA
MdTag005,83743,8/14/2008 13:54,-156.0879,19.67736,LB,4729,105,5540,4036,Kalman smoothed,NA
MdTag005,83743,8/14/2008 16:12,-156.07954,19.68538,L2,480,137,971,237,Kalman smoothed,NA
MdTag005,83743,8/14/2008 16:16,-156.08285,19.68847,L1,611,3,2585,144,Kalman smoothed,NA
MdTag005,83743,8/14/2008 19:28,-156.12189,19.69583,L3,124,11,166,92,Kalman smoothed,NA
MdTag005,83743,8/14/2008 21:28,-156.15031,19.71899,L0,3123,13,7612,1281,Kalman smoothed,NA
MdTag005,83743,8/14/2008 23:25,-156.11288,19.73952,L1,504,62,1348,188,Kalman smoothed,NA
MdTag005,83743,8/15/2008 1:06,-156.08196,19.76215,L0,3214,152,10442,989,Kalman smoothed,NA
MdTag005,83743,8/15/2008 6:38,-156.09049,19.73152,L1,730,33,3325,160,Kalman smoothed,NA
MdTag005,83743,8/15/2008 7:02,-156.0944,19.73619,LA,1414,52,2471,809,Kalman smoothed,NA
MdTag005,83743,8/15/2008 13:41,-156.08228,19.69725,L2,438,161,1493,128,Kalman smoothed,NA
MdTag005,83743,8/15/2008 15:53,-156.06716,19.66781,L1,619,27,1228,312,Kalman smoothed,NA
MdTag005,83743,8/15/2008 19:10,-156.04712,19.63355,L1,877,170,1962,392,Kalman smoothed,NA
MdTag005,83743,8/15/2008 19:23,-156.04492,19.64665,L1,840,106,2887,244,Kalman smoothed,NA
MdTag005,83743,8/15/2008 20:45,-156.03858,19.63543,L1,992,100,5683,173,Kalman smoothed,NA
MdTag005,83743,8/15/2008 21:06,-156.06817,19.62207,L1,974,134,3728,254,Kalman smoothed,NA
MdTag005,83743,8/15/2008 23:14,-156.03037,19.55711,L0,1661,48,8895,310,Kalman smoothed,NA
MdTag005,83743,8/16/2008 4:42,-156.0137,19.55025,LA,1660,1,4847,568,Kalman smoothed,NA
MdTag005,83743,8/16/2008 6:19,-155.98006,19.58423,LA,1203,129,4696,308,Kalman smoothed,NA
MdTag005,83743,8/16/2008 6:32,-155.98745,19.57973,L1,760,116,922,625,Kalman smoothed,NA
MdTag005,83743,8/16/2008 8:12,-156.03237,19.55548,L0,3601,143,12647,1025,Kalman smoothed,NA
MdTag005,83743,8/16/2008 13:34,-156.04408,19.61903,LB,14575,98,17218,12337,Kalman smoothed,NA
MdTag005,83743,8/16/2008 14:12,-156.045,19.62769,LB,12244,105,15566,9630,Kalman smoothed,NA
MdTag005,83743,8/16/2008 15:30,-156.0416,19.64561,L2,402,106,3754,43,Kalman smoothed,NA
MdTag005,83743,8/16/2008 15:50,-156.03859,19.66298,L1,673,101,6373,71,Kalman smoothed,NA
MdTag005,83743,8/16/2008 20:29,-156.06161,19.69664,L1,587,69,1841,187,Kalman smoothed,NA
MdTag005,83743,8/16/2008 20:40,-156.05689,19.70802,L1,769,100,5517,107,Kalman smoothed,NA
MdTag005,83743,8/16/2008 23:00,-156.08872,19.73913,LB,1935,112,2546,1470,Kalman smoothed,NA
MdTag005,83743,8/17/2008 0:47,-156.10328,19.79826,LA,2428,162,19068,309,Kalman smoothed,NA
MdTag005,83743,8/17/2008 4:20,-156.1353,19.75901,L1,1313,66,6780,254,Kalman smoothed,NA
MdTag005,83743,8/17/2008 7:38,-156.14939,19.77796,L1,1144,74,19509,67,Kalman smoothed,NA
MdTag005,83743,8/17/2008 7:55,-156.1515,19.78052,L0,2764,64,8914,857,Kalman smoothed,NA
MdTag005,83743,8/17/2008 9:21,-156.15353,19.79297,LA,2143,145,3008,1526,Kalman smoothed,NA
MdTag005,83743,8/17/2008 9:30,-156.14981,19.78894,L0,2992,147,8374,1069,Kalman smoothed,NA
MdTag005,83743,8/17/2008 13:20,-156.18483,19.8428,LA,2073,157,8764,490,Kalman smoothed,NA
MdTag005,83743,8/17/2008 15:47,-156.17485,19.82608,LB,1394,112,1488,1305,Kalman smoothed,NA
MdTag005,83743,8/17/2008 20:13,-156.15641,19.79757,LB,667,97,2726,163,Kalman smoothed,NA
MdTag005,83743,8/17/2008 20:16,-156.15532,19.79734,L0,1640,97,34913,77,Kalman smoothed,NA
MdTag005,83743,8/17/2008 21:46,-156.14264,19.76562,LB,2139,90,2573,1777,Kalman smoothed,NA
MdTag005,83743,8/17/2008 22:52,-156.13909,19.7388,L1,1106,68,5453,224,Kalman smoothed,NA
MdTag005,83743,8/18/2008 2:17,-156.11251,19.79193,L1,1209,94,4723,309,Kalman smoothed,NA
MdTag005,83743,8/18/2008 2:53,-156.11249,19.7778,L1,635,70,3168,127,Kalman smoothed,NA
MdTag005,83743,8/18/2008 3:48,-156.09635,19.74793,L0,1558,58,1867,1300,Kalman smoothed,NA
MdTag005,83743,8/18/2008 4:34,-156.08775,19.72638,L0,2653,123,12560,560,Kalman smoothed,NA
MdTag005,83743,8/18/2008 7:18,-156.10504,19.75199,L2,403,88,1977,82,Kalman smoothed,NA
MdTag005,83743,8/18/2008 7:30,-156.11109,19.75619,L1,774,75,4943,121,Kalman smoothed,NA
MdTag005,83743,8/18/2008 8:55,-156.13403,19.73217,L0,2423,113,9017,651,Kalman smoothed,NA
MdTag005,83743,8/18/2008 9:05,-156.12925,19.74033,L0,3193,100,13053,781,Kalman smoothed,NA
MdTag005,83743,8/18/2008 14:44,-156.11453,19.77063,LA,24209,93,91858,6380,Kalman smoothed,NA
MdTag005,83743,8/18/2008 15:31,-156.10648,19.76079,L1,1355,104,22639,81,Kalman smoothed,NA
MdTag005,83743,8/18/2008 16:27,-156.09821,19.74562,LB,2326,97,2901,1864,Kalman smoothed,NA
MdTag005,83743,8/18/2008 19:41,-156.09413,19.74047,L0,3072,75,8036,1174,Kalman smoothed,NA
MdTag005,83743,8/18/2008 21:23,-156.07442,19.71289,LB,2547,46,3167,2048,Kalman smoothed,NA
MdTag005,83743,8/18/2008 21:35,-156.07419,19.70869,LB,2254,37,3240,1567,Kalman smoothed,NA
MdTag005,83743,8/19/2008 0:26,-156.06333,19.70958,L1,1055,146,3915,284,Kalman smoothed,NA
MdTag005,83743,8/19/2008 2:43,-156.05682,19.65896,L3,173,43,488,61,Kalman smoothed,NA
MdTag005,83743,8/19/2008 4:21,-156.06466,19.63426,L0,1834,90,4694,716,Kalman smoothed,NA
MdTag005,83743,8/19/2008 6:52,-156.0724,19.6469,L0,2692,91,21821,332,Kalman smoothed,NA
MdTag005,83743,8/19/2008 8:31,-156.06698,19.63873,L0,6136,54,8755,4300,Kalman smoothed,NA
MdTag005,83743,8/19/2008 8:45,-156.05813,19.62891,L1,551,8,2351,129,Kalman smoothed,NA
MdTag005,83743,8/19/2008 13:03,-156.08372,19.65728,L0,5450,83,21507,1381,Kalman smoothed,NA
MdTag005,83743,8/19/2008 15:17,-156.09665,19.64857,L3,98,113,195,49,Kalman smoothed,NA
MdTag005,83743,8/19/2008 15:58,-156.10307,19.6517,L3,77,98,145,40,Kalman smoothed,NA
MdTag005,83743,8/19/2008 16:54,-156.08604,19.6524,LB,1627,102,1848,1431,Kalman smoothed,NA
