animal,ptt,datetime_utc,longitud,latitude,LC,error_radius,ellipse_orient,semi_major,semi_minor,LocType,sat_count
MdTag001,10500,11/22/2006 22:47,-156.19688,19.92895,DP,NA,NA,NA,NA,Least sqaures,NA
MdTag001,10500,11/24/2006 3:54,-156.174,19.956,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag001,10500,11/25/2006 11:42,-156.11,19.983,LB,NA,NA,NA,NA,Least sqaures,NA
MdTag001,10500,11/27/2006 4:22,-156.021,20.406,L2,NA,NA,NA,NA,Least sqaures,NA
MdTag001,10500,11/28/2006 11:15,-156.075,20.394,L0,NA,NA,NA,NA,Least sqaures,NA
MdTag001,10500,12/1/2006 4:29,-156.093,20.329,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag001,10500,12/4/2006 3:17,-156.032,20.211,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag001,10500,12/5/2006 11:46,-156.077,20.235,L3,NA,NA,NA,NA,Least sqaures,NA
MdTag001,10500,12/6/2006 16:37,-156.071,20.162,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag001,10500,12/9/2006 3:05,-156.092,20.142,L1,NA,NA,NA,NA,Least sqaures,NA
MdTag001,10500,12/14/2006 16:49,-156.02,20.484,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag001,10500,12/15/2006 3:53,-155.888,20.409,LB,NA,NA,NA,NA,Least sqaures,NA
MdTag001,10500,12/15/2006 16:22,-155.994,20.366,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag002,23747,11/23/2006 0:23,-156.1487,19.83433,DP,NA,NA,NA,NA,Least sqaures,NA
MdTag002,23747,11/23/2006 16:47,-156.18,20.011,L2,NA,NA,NA,NA,Least sqaures,NA
MdTag002,23747,11/24/2006 11:57,-156.177,20.08,L0,NA,NA,NA,NA,Least sqaures,NA
MdTag002,23747,11/24/2006 16:18,-156.21,20.085,LZ,NA,NA,NA,NA,Least sqaures,NA
MdTag002,23747,11/25/2006 3:33,-156.153,20.032,L0,NA,NA,NA,NA,Least sqaures,NA
MdTag002,23747,11/25/2006 11:52,-156.374,20.066,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag002,23747,11/26/2006 11:38,-156.329,20.143,L1,NA,NA,NA,NA,Least sqaures,NA
MdTag002,23747,11/27/2006 4:28,-156.284,20.271,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag002,23747,11/28/2006 3:35,-156.22,20.21,LB,NA,NA,NA,NA,Least sqaures,NA
MdTag002,23747,12/4/2006 3:20,-156.112,20.357,L2,NA,NA,NA,NA,Least sqaures,NA
MdTag002,23747,12/4/2006 4:56,-156.148,20.318,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag002,23747,12/6/2006 16:34,-156.051,20.368,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag002,23747,12/8/2006 3:21,-156.085,20.382,LB,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/4/2006 21:06,-155.92285,19.2226,DP,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/4/2006 23:11,-155.94,19.246,L0,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/5/2006 4:31,-155.974,19.22,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/5/2006 15:21,-155.921,19.325,L2,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/5/2006 17:03,-155.924,19.36,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/5/2006 23:06,-156.027,19.429,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/6/2006 4:08,-156.001,19.448,L2,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/7/2006 3:44,-156.044,19.441,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/7/2006 22:02,-155.911,19.278,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/7/2006 22:41,-155.952,19.274,LB,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/8/2006 3:25,-155.967,19.234,L0,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/8/2006 22:33,-155.914,19.179,L0,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/9/2006 4:33,-155.944,19.168,L0,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/9/2006 15:25,-155.962,19.15,L0,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/9/2006 17:07,-155.973,19.196,L1,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/9/2006 23:59,-155.992,19.206,LB,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/10/2006 16:43,-155.928,19.021,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/11/2006 3:50,-155.97,19.048,L1,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/12/2006 3:27,-156.014,19.198,LA,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/12/2006 15:07,-155.969,19.338,LB,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/13/2006 23:24,-155.866,19.267,L0,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/15/2006 3:50,-155.806,19.355,L0,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/15/2006 16:28,-155.912,19.439,LB,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/15/2006 23:00,-156.02,19.54,L2,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/16/2006 22:54,-156.117,20.019,LB,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/17/2006 4:47,-155.996,20.429,L1,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/17/2006 15:35,-156.014,20.476,L2,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/17/2006 17:15,-156.05,20.436,LB,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/17/2006 22:36,-156.088,20.394,L0,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/18/2006 4:29,-156.163,20.362,LB,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/18/2006 22:27,-156.158,20.195,LB,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/19/2006 3:56,-156.196,20.109,LB,NA,NA,NA,NA,Least sqaures,NA
MdTag003,72534,12/19/2006 15:21,-156.339,20.121,L1,NA,NA,NA,NA,Least sqaures,NA
MdTag004,83742,7/10/2008 17:47,-156.01906,19.57989,DP,NA,NA,NA,NA,Kalman smoothed,NA
MdTag004,83742,7/10/2008 19:53,-155.99449,19.53856,L2,326,118,1177,90,Kalman smoothed,NA
MdTag004,83742,7/10/2008 19:54,-155.99504,19.53886,LB,387,86,651,230,Kalman smoothed,NA
MdTag004,83742,7/10/2008 21:36,-156.01233,19.56482,LA,1815,94,7748,425,Kalman smoothed,NA
MdTag004,83742,7/10/2008 21:37,-156.01232,19.56557,L0,1846,93,8849,385,Kalman smoothed,NA
MdTag004,83742,7/11/2008 0:30,-156.03364,19.63324,LB,1571,131,5016,492,Kalman smoothed,NA
MdTag004,83742,7/11/2008 2:03,-156.05496,19.65772,L0,1682,84,7195,393,Kalman smoothed,NA
MdTag004,83742,7/11/2008 2:20,-156.07054,19.66028,L1,599,154,1791,200,Kalman smoothed,NA
MdTag004,83742,7/11/2008 3:37,-156.0617,19.67514,L2,483,88,2709,86,Kalman smoothed,NA
MdTag004,83742,7/11/2008 4:04,-156.08026,19.67782,L2,432,51,1787,104,Kalman smoothed,NA
MdTag004,83742,7/11/2008 7:05,-156.06554,19.65511,L2,381,125,824,176,Kalman smoothed,NA
MdTag004,83742,7/11/2008 7:08,-156.06573,19.64875,L2,353,17,513,242,Kalman smoothed,NA
MdTag004,83742,7/11/2008 8:44,-156.06108,19.64351,L1,661,157,2115,206,Kalman smoothed,NA
MdTag004,83742,7/11/2008 8:49,-156.05674,19.63625,L2,431,27,1172,158,Kalman smoothed,NA
MdTag004,83742,7/11/2008 13:10,-156.05517,19.62217,L0,2527,80,8279,771,Kalman smoothed,NA
MdTag004,83742,7/11/2008 14:34,-156.05911,19.61643,L1,1280,2,5439,301,Kalman smoothed,NA
MdTag004,83742,7/11/2008 14:50,-156.05796,19.61885,L2,375,175,784,179,Kalman smoothed,NA
MdTag004,83742,7/11/2008 16:11,-156.07251,19.64193,L1,617,111,1572,242,Kalman smoothed,NA
MdTag004,83742,7/11/2008 16:28,-156.07421,19.647,L1,1038,10,4432,243,Kalman smoothed,NA
MdTag004,83742,7/11/2008 19:33,-156.06197,19.66919,L0,1895,87,11583,310,Kalman smoothed,NA
MdTag004,83742,7/11/2008 19:33,-156.06216,19.66928,L0,2282,86,17402,299,Kalman smoothed,NA
MdTag004,83742,7/11/2008 21:17,-156.08248,19.65037,L0,5623,136,9164,3450,Kalman smoothed,NA
MdTag004,83742,7/11/2008 21:18,-156.07882,19.65786,L1,853,139,2814,258,Kalman smoothed,NA
MdTag004,83742,7/11/2008 22:43,-156.01139,19.64444,L1,1285,77,8290,199,Kalman smoothed,NA
MdTag004,83742,7/12/2008 0:21,-156.00432,19.55807,L0,1610,65,11121,233,Kalman smoothed,NA
MdTag004,83742,7/12/2008 1:52,-156.01484,19.55861,L0,2988,70,6861,1301,Kalman smoothed,NA
MdTag004,83742,7/12/2008 1:55,-156.015,19.55828,LB,2346,70,5113,1076,Kalman smoothed,NA
MdTag004,83742,7/12/2008 8:25,-155.98681,19.45655,L1,847,138,2635,272,Kalman smoothed,NA
MdTag004,83742,7/12/2008 14:25,-155.97176,19.45306,L1,692,156,831,575,Kalman smoothed,NA
MdTag004,83742,7/12/2008 14:26,-155.97108,19.45252,L1,674,171,1012,448,Kalman smoothed,NA
MdTag004,83742,7/12/2008 16:04,-155.9598,19.44876,L1,562,114,3033,104,Kalman smoothed,NA
MdTag004,83742,7/12/2008 19:07,-156.00144,19.40556,L0,2414,91,18257,319,Kalman smoothed,NA
MdTag004,83742,7/12/2008 22:31,-155.93769,19.4307,L0,8045,102,15421,4197,Kalman smoothed,NA
MdTag004,83742,7/13/2008 0:08,-155.94043,19.38312,L0,1653,27,4775,572,Kalman smoothed,NA
MdTag004,83742,7/13/2008 3:16,-155.99326,19.40939,L0,1647,95,2415,1122,Kalman smoothed,NA
MdTag004,83742,7/13/2008 3:21,-155.9926,19.41006,L1,662,98,1421,308,Kalman smoothed,NA
MdTag004,83742,7/13/2008 6:19,-155.98465,19.36849,L0,2380,49,8919,635,Kalman smoothed,NA
MdTag004,83742,7/13/2008 8:03,-155.99039,19.34864,L0,1769,75,10534,297,Kalman smoothed,NA
MdTag004,83742,7/13/2008 8:03,-155.99039,19.34941,L1,604,71,4288,85,Kalman smoothed,NA
MdTag004,83742,7/13/2008 14:03,-155.98519,19.34969,L0,4907,23,12272,1962,Kalman smoothed,NA
MdTag004,83742,7/13/2008 14:13,-155.98437,19.35932,LA,3770,26,6027,2357,Kalman smoothed,NA
MdTag004,83742,7/13/2008 15:42,-155.98128,19.38791,L3,165,101,502,54,Kalman smoothed,NA
MdTag004,83742,7/13/2008 15:54,-155.98412,19.39094,L2,500,52,1002,249,Kalman smoothed,NA
MdTag004,83742,7/13/2008 20:34,-156.03436,19.3807,L0,5748,82,19650,1681,Kalman smoothed,NA
MdTag004,83742,7/13/2008 22:12,-156.02966,19.41497,L0,3096,137,4277,2241,Kalman smoothed,NA
MdTag004,83742,7/13/2008 22:21,-156.03039,19.41833,LB,2744,130,3392,2219,Kalman smoothed,NA
MdTag004,83742,7/14/2008 0:02,-156.04072,19.45484,L0,4360,85,62719,303,Kalman smoothed,NA
MdTag004,83742,7/14/2008 2:53,-155.97197,19.42466,L0,1867,75,23855,146,Kalman smoothed,NA
MdTag004,83742,7/14/2008 3:08,-155.96829,19.41876,L1,1012,77,10442,98,Kalman smoothed,NA
MdTag004,83742,7/14/2008 9:16,-155.94348,19.34927,L0,4495,97,26162,772,Kalman smoothed,NA
MdTag004,83742,7/14/2008 9:17,-155.9433,19.3492,LB,3918,97,20737,740,Kalman smoothed,NA
MdTag004,83742,7/14/2008 15:20,-155.87773,19.32346,L0,3474,104,18617,648,Kalman smoothed,NA
MdTag004,83742,7/14/2008 15:36,-155.87628,19.31445,L0,2397,136,4595,1250,Kalman smoothed,NA
MdTag004,83742,7/14/2008 16:53,-155.90188,19.33575,LB,4274,127,4800,3804,Kalman smoothed,NA
MdTag004,83742,7/14/2008 20:13,-155.96008,19.39549,L2,436,113,1690,112,Kalman smoothed,NA
MdTag004,83742,7/14/2008 20:14,-155.9604,19.39642,L1,673,102,8696,52,Kalman smoothed,NA
MdTag004,83742,7/14/2008 21:50,-155.96673,19.41473,L1,981,136,2075,463,Kalman smoothed,NA
MdTag004,83742,7/14/2008 21:51,-155.96689,19.41485,L1,827,137,1752,390,Kalman smoothed,NA
MdTag004,83742,7/15/2008 2:25,-156.00899,19.48004,L1,561,63,2960,106,Kalman smoothed,NA
MdTag004,83742,7/15/2008 2:52,-156.00335,19.48408,L1,519,29,1689,159,Kalman smoothed,NA
MdTag004,83742,7/15/2008 4:30,-156.00734,19.50611,LB,1258,80,1577,1003,Kalman smoothed,NA
MdTag004,83742,7/15/2008 7:14,-156.01348,19.55482,L2,390,42,1037,146,Kalman smoothed,NA
MdTag004,83742,7/15/2008 7:19,-156.01128,19.55342,L2,374,137,627,223,Kalman smoothed,NA
MdTag004,83742,7/15/2008 8:58,-156.0215,19.56641,L1,707,3,2904,172,Kalman smoothed,NA
MdTag004,83742,7/15/2008 9:00,-156.02683,19.56578,L1,972,180,1786,528,Kalman smoothed,NA
MdTag004,83742,7/15/2008 14:03,-156.04333,19.61432,LA,2242,11,3886,1293,Kalman smoothed,NA
MdTag004,83742,7/15/2008 14:58,-156.04303,19.61551,L2,358,105,2239,57,Kalman smoothed,NA
MdTag004,83742,7/15/2008 15:24,-156.05402,19.62181,L1,792,93,4287,146,Kalman smoothed,NA
MdTag004,83742,7/15/2008 19:44,-156.12508,19.74604,L3,224,179,452,111,Kalman smoothed,NA
MdTag004,83742,7/15/2008 19:47,-156.12383,19.7454,L1,621,29,1300,296,Kalman smoothed,NA
MdTag004,83742,7/15/2008 21:25,-156.16361,19.80944,L0,2038,127,5229,794,Kalman smoothed,NA
MdTag004,83742,7/15/2008 23:36,-156.18951,19.81106,L0,3034,80,42014,219,Kalman smoothed,NA
MdTag004,83742,7/16/2008 2:04,-156.14639,19.86238,L0,2130,140,5997,756,Kalman smoothed,NA
MdTag004,83742,7/16/2008 2:46,-156.13974,19.90247,LA,4315,51,11955,1557,Kalman smoothed,NA
MdTag004,83742,7/16/2008 3:47,-156.11696,19.90747,L0,3961,95,34244,458,Kalman smoothed,NA
MdTag004,83742,7/16/2008 8:44,-156.1728,19.96391,L0,5122,95,21782,1204,Kalman smoothed,NA
MdTag004,83742,7/16/2008 14:25,-156.2418,19.98995,LA,3631,82,4969,2653,Kalman smoothed,NA
MdTag004,83742,7/16/2008 16:08,-156.25224,19.95833,L0,1544,106,12351,193,Kalman smoothed,NA
MdTag004,83742,7/16/2008 16:58,-156.25835,19.95136,LB,3497,96,4124,2965,Kalman smoothed,NA
MdTag004,83742,7/16/2008 19:20,-156.21309,19.94315,L0,2834,166,7158,1122,Kalman smoothed,NA
MdTag004,83742,7/16/2008 19:31,-156.2088,19.9328,L1,1118,167,3674,340,Kalman smoothed,NA
MdTag004,83742,7/16/2008 20:54,-156.18069,19.91847,LB,4580,123,4845,4329,Kalman smoothed,NA
MdTag004,83742,7/16/2008 23:29,-156.15366,19.87544,L2,394,78,1039,149,Kalman smoothed,NA
MdTag004,83742,7/17/2008 1:42,-156.12357,19.82507,L0,6434,107,31049,1333,Kalman smoothed,NA
MdTag004,83742,7/17/2008 3:20,-156.14032,19.77374,L1,1308,68,6954,246,Kalman smoothed,NA
MdTag004,83742,7/17/2008 4:09,-156.1284,19.75471,L1,729,114,1863,285,Kalman smoothed,NA
MdTag004,83742,7/17/2008 6:29,-156.08687,19.71294,L0,1803,9,2971,1093,Kalman smoothed,NA
MdTag004,83742,7/17/2008 6:40,-156.09446,19.71357,L3,246,138,372,162,Kalman smoothed,NA
MdTag004,83742,7/17/2008 8:10,-156.07951,19.71364,L1,508,50,637,404,Kalman smoothed,NA
MdTag004,83742,7/17/2008 8:20,-156.07422,19.71481,L1,1043,62,4230,257,Kalman smoothed,NA
MdTag004,83742,7/17/2008 13:42,-156.07505,19.66833,L1,582,29,1434,236,Kalman smoothed,NA
MdTag004,83742,7/17/2008 14:58,-156.05084,19.67712,L1,1421,69,3959,510,Kalman smoothed,NA
MdTag004,83742,7/17/2008 16:42,-156.0232,19.6195,L0,1548,69,5528,433,Kalman smoothed,NA
MdTag004,83742,7/17/2008 20:39,-156.00529,19.51026,L1,548,108,5252,57,Kalman smoothed,NA
MdTag004,83742,7/17/2008 20:51,-156.00533,19.50914,L1,1119,101,6689,187,Kalman smoothed,NA
MdTag004,83742,7/17/2008 22:15,-155.9837,19.47918,LB,5208,108,5879,4613,Kalman smoothed,NA
MdTag004,83742,7/18/2008 2:15,-155.93112,19.38472,L1,951,72,7411,122,Kalman smoothed,NA
MdTag004,83742,7/18/2008 4:01,-155.921,19.39504,L0,2581,72,14163,470,Kalman smoothed,NA
MdTag004,83742,7/18/2008 4:32,-155.92026,19.39559,L0,2983,91,9012,987,Kalman smoothed,NA
MdTag004,83742,7/18/2008 7:46,-155.92789,19.37018,L3,124,50,250,61,Kalman smoothed,NA
MdTag004,83742,7/18/2008 8:01,-155.92479,19.36584,L2,368,81,2819,48,Kalman smoothed,NA
MdTag004,83742,7/18/2008 9:31,-155.91227,19.34731,LB,2894,98,3297,2540,Kalman smoothed,NA
MdTag004,83742,7/18/2008 15:17,-155.9326,19.32574,L0,1790,80,4831,663,Kalman smoothed,NA
MdTag004,83742,7/18/2008 16:36,-155.93955,19.32827,LA,1404,96,6722,293,Kalman smoothed,NA
MdTag004,83742,7/18/2008 20:10,-155.9378,19.26706,L0,2583,86,15772,423,Kalman smoothed,NA
MdTag004,83742,7/18/2008 20:27,-155.92323,19.25169,L3,144,131,320,64,Kalman smoothed,NA
MdTag004,83742,7/18/2008 23:12,-155.94587,19.17162,L0,1752,39,4440,691,Kalman smoothed,NA
MdTag004,83742,7/19/2008 0:45,-155.93483,19.10768,L1,937,122,3118,281,Kalman smoothed,NA
MdTag004,83742,7/19/2008 2:04,-155.94782,19.06607,L0,1740,46,5594,541,Kalman smoothed,NA
MdTag004,83742,7/19/2008 2:32,-155.94269,19.07243,L3,197,12,854,45,Kalman smoothed,NA
MdTag004,83742,7/19/2008 3:48,-155.93386,19.05306,L1,1055,63,6177,180,Kalman smoothed,NA
MdTag004,83742,7/19/2008 4:07,-155.9368,19.04485,L0,1716,73,8106,363,Kalman smoothed,NA
MdTag004,83742,7/19/2008 7:23,-155.95824,19.08048,L1,534,161,1485,192,Kalman smoothed,NA
MdTag004,83742,7/19/2008 7:38,-155.93805,19.08909,L1,829,77,10105,68,Kalman smoothed,NA
MdTag004,83742,7/19/2008 9:03,-155.97072,19.10466,L3,178,172,299,105,Kalman smoothed,NA
MdTag004,83742,7/19/2008 13:22,-155.97819,19.18413,L3,246,41,621,97,Kalman smoothed,NA
MdTag004,83742,7/19/2008 14:40,-155.98256,19.18797,L1,720,58,1855,279,Kalman smoothed,NA
MdTag004,83742,7/19/2008 16:37,-155.94945,19.09136,L0,3022,60,12144,752,Kalman smoothed,NA
MdTag004,83742,7/19/2008 19:55,-155.93472,19.08624,L2,357,89,1441,88,Kalman smoothed,NA
MdTag004,83742,7/19/2008 20:02,-155.93301,19.09615,L1,901,103,3322,244,Kalman smoothed,NA
MdTag004,83742,7/19/2008 21:28,-155.95186,19.08013,L0,3781,103,21718,658,Kalman smoothed,NA
MdTag004,83742,7/19/2008 21:43,-155.95676,19.07586,LB,3354,102,7027,1600,Kalman smoothed,NA
MdTag004,83742,7/20/2008 0:36,-156.0352,19.06664,L1,621,131,2831,136,Kalman smoothed,NA
MdTag004,83742,7/20/2008 1:52,-155.98416,19.05123,L1,876,63,3797,202,Kalman smoothed,NA
MdTag004,83742,7/20/2008 2:05,-155.97855,19.05483,L0,1579,57,9089,274,Kalman smoothed,NA
MdTag004,83742,7/20/2008 3:35,-155.95456,19.0657,L3,211,36,418,106,Kalman smoothed,NA
MdTag004,83742,7/20/2008 3:48,-155.94079,19.06651,L2,283,45,899,89,Kalman smoothed,NA
MdTag004,83742,7/20/2008 7:21,-155.9304,19.01531,L0,1901,53,17801,203,Kalman smoothed,NA
MdTag004,83742,7/20/2008 8:37,-155.9811,19.03785,L1,1274,79,7830,207,Kalman smoothed,NA
MdTag004,83742,7/20/2008 8:59,-155.98931,19.04247,L2,370,161,828,165,Kalman smoothed,NA
MdTag004,83742,7/20/2008 13:11,-156.08578,18.97564,L0,5338,29,16439,1733,Kalman smoothed,NA
MdTag004,83742,7/20/2008 14:27,-156.14064,18.97858,L1,1005,152,2533,398,Kalman smoothed,NA
MdTag004,83742,7/20/2008 14:38,-156.13964,18.98101,L0,3316,84,7448,1476,Kalman smoothed,NA
MdTag004,83742,7/20/2008 16:06,-156.09712,18.97507,L0,3912,106,26339,581,Kalman smoothed,NA
MdTag004,83742,7/20/2008 16:20,-156.09436,18.98584,L0,5405,83,13016,2244,Kalman smoothed,NA
MdTag004,83742,7/20/2008 19:26,-156.02185,18.9838,L1,670,116,2564,175,Kalman smoothed,NA
MdTag004,83742,7/20/2008 21:02,-155.98399,18.97758,LA,3602,129,4719,2748,Kalman smoothed,NA
MdTag004,83742,7/20/2008 22:48,-155.91405,18.99161,L0,3794,86,23438,614,Kalman smoothed,NA
MdTag004,83742,7/21/2008 0:30,-155.86621,18.99567,L0,2866,94,21497,382,Kalman smoothed,NA
MdTag004,83742,7/21/2008 1:44,-155.78052,18.9637,L1,1452,124,3634,580,Kalman smoothed,NA
MdTag004,83742,7/21/2008 3:23,-155.77701,18.96846,L2,289,97,1029,81,Kalman smoothed,NA
MdTag004,83742,7/21/2008 6:55,-155.84951,18.96117,L2,460,178,792,267,Kalman smoothed,NA
MdTag004,83742,7/21/2008 8:17,-155.92514,18.97796,L3,226,73,357,143,Kalman smoothed,NA
MdTag004,83742,7/21/2008 8:37,-155.94054,18.98122,L2,376,36,578,244,Kalman smoothed,NA
MdTag004,83742,7/21/2008 13:01,-156.01171,19.02208,L0,1638,169,4482,598,Kalman smoothed,NA
MdTag004,83742,7/21/2008 15:49,-156.07511,19.08878,L1,1097,16,1697,708,Kalman smoothed,NA
MdTag004,83742,7/21/2008 15:58,-156.06379,19.08785,L2,313,122,1320,74,Kalman smoothed,NA
MdTag004,83742,7/21/2008 19:25,-155.98309,19.09707,L2,280,75,323,242,Kalman smoothed,NA
MdTag004,83742,7/21/2008 20:44,-155.98985,19.1227,L2,360,69,795,163,Kalman smoothed,NA
MdTag004,83742,7/21/2008 21:00,-155.99521,19.1181,L0,2483,125,3414,1805,Kalman smoothed,NA
MdTag004,83742,7/21/2008 22:31,-156.00892,19.12865,L0,2922,69,12442,686,Kalman smoothed,NA
MdTag004,83742,7/22/2008 0:10,-155.99364,19.11423,L0,2751,45,5193,1457,Kalman smoothed,NA
MdTag004,83742,7/22/2008 2:55,-155.98385,19.09869,L0,3458,95,13358,895,Kalman smoothed,NA
MdTag004,83742,7/22/2008 3:13,-155.98067,19.08897,L1,1276,72,19366,84,Kalman smoothed,NA
MdTag004,83742,7/22/2008 6:34,-155.93005,19.14752,L1,856,124,1824,401,Kalman smoothed,NA
MdTag004,83742,7/22/2008 7:57,-155.95129,19.20753,L1,702,65,2412,204,Kalman smoothed,NA
MdTag004,83742,7/22/2008 8:13,-155.95738,19.22345,L3,216,89,739,63,Kalman smoothed,NA
MdTag004,83742,7/22/2008 15:28,-155.90548,19.35795,LA,875,95,7967,96,Kalman smoothed,NA
MdTag004,83742,7/22/2008 15:44,-155.90237,19.35676,L1,1273,37,3337,485,Kalman smoothed,NA
MdTag004,83742,7/22/2008 19:01,-155.95085,19.40843,L0,1874,100,4718,744,Kalman smoothed,NA
MdTag004,83742,7/22/2008 20:20,-155.96407,19.44736,L2,321,103,2576,40,Kalman smoothed,NA
MdTag004,83742,7/22/2008 22:03,-155.99901,19.47165,L0,2040,149,7348,566,Kalman smoothed,NA
MdTag004,83742,7/22/2008 22:23,-156.00043,19.46937,L0,2169,161,12808,367,Kalman smoothed,NA
MdTag004,83742,7/22/2008 23:59,-155.98973,19.46197,LB,3223,153,3362,3089,Kalman smoothed,NA
MdTag004,83742,7/23/2008 2:34,-155.95701,19.44223,L2,342,20,1324,88,Kalman smoothed,NA
MdTag004,83742,7/23/2008 3:00,-155.92957,19.43438,L2,305,78,1816,51,Kalman smoothed,NA
MdTag004,83742,7/23/2008 4:42,-155.94495,19.41471,L0,1795,22,6808,473,Kalman smoothed,NA
MdTag004,83742,7/23/2008 7:31,-155.9695,19.47063,L2,356,131,628,201,Kalman smoothed,NA
MdTag004,83742,7/23/2008 9:15,-156.01002,19.57721,LA,3216,86,6551,1578,Kalman smoothed,NA
MdTag004,83742,7/23/2008 13:53,-156.03535,19.62455,LA,3275,28,3917,2738,Kalman smoothed,NA
MdTag004,83742,7/23/2008 15:04,-156.05894,19.6505,L3,118,79,276,50,Kalman smoothed,NA
MdTag004,83742,7/23/2008 15:34,-156.07376,19.66535,L0,1840,103,21976,154,Kalman smoothed,NA
MdTag004,83742,7/23/2008 16:44,-156.09304,19.70165,L2,364,58,571,232,Kalman smoothed,NA
MdTag004,83742,7/23/2008 19:57,-156.14529,19.82914,L1,1248,102,7826,199,Kalman smoothed,NA
MdTag004,83742,7/23/2008 20:24,-156.15619,19.84001,L1,865,59,3294,227,Kalman smoothed,NA
MdTag004,83742,7/23/2008 21:33,-156.15287,19.919,LB,2665,85,3600,1972,Kalman smoothed,NA
MdTag004,83742,7/23/2008 22:18,-156.14942,19.97147,L0,8872,81,16213,4854,Kalman smoothed,NA
MdTag004,83742,7/24/2008 3:49,-156.06777,20.10932,L0,3653,75,29006,460,Kalman smoothed,NA
MdTag004,83742,7/24/2008 7:07,-156.07262,20.08776,L1,578,3,1052,317,Kalman smoothed,NA
MdTag004,83742,7/24/2008 8:50,-156.06577,20.1041,L1,765,65,2939,199,Kalman smoothed,NA
MdTag004,83742,7/24/2008 13:42,-156.05987,20.25326,LB,5577,113,5954,5223,Kalman smoothed,NA
MdTag004,83742,7/24/2008 14:39,-156.0585,20.28289,L1,511,9,916,284,Kalman smoothed,NA
MdTag004,83742,7/24/2008 15:20,-156.08334,20.26704,L0,2478,132,13798,445,Kalman smoothed,NA
MdTag004,83742,7/24/2008 19:34,-155.99889,20.24798,L1,1257,160,3418,462,Kalman smoothed,NA
MdTag004,83742,7/24/2008 20:02,-156.0129,20.25774,L1,1103,102,12801,95,Kalman smoothed,NA
MdTag004,83742,7/24/2008 21:43,-155.99552,20.25546,L0,1879,167,5551,636,Kalman smoothed,NA
MdTag004,83742,7/24/2008 22:07,-155.99939,20.24142,LB,3745,178,3909,3586,Kalman smoothed,NA
MdTag004,83742,7/24/2008 23:44,-156.04826,20.19828,L0,3793,62,8236,1746,Kalman smoothed,NA
MdTag004,83742,7/25/2008 1:22,-156.02095,20.1324,LB,5660,38,7467,4289,Kalman smoothed,NA
MdTag004,83742,7/25/2008 1:47,-156.01513,20.11481,L0,3282,30,9886,1089,Kalman smoothed,NA
MdTag004,83742,7/25/2008 2:32,-156.02221,20.09547,L0,2933,98,19199,448,Kalman smoothed,NA
MdTag004,83742,7/25/2008 3:22,-156.04046,20.08113,LA,4053,57,5209,3153,Kalman smoothed,NA
MdTag004,83742,7/25/2008 4:19,-156.06656,20.08246,L0,1752,63,8496,361,Kalman smoothed,NA
