,X,Date,Boat,Sighting_Number,Species,Island_area,Location,Sighting_Cue,Sea_Conditions,Start.time,latitude,longitud,Start.depth,Start.distance.from.shore,Start.Behavior,End.time,End.latitude,End.longitude,DistanceStartEnd,Encounter.duration,Group.size..min.,Group.size..best.,Group.size..max.,Other.species.present,Other.species.present.2,DistToShore,Island,DistTo200m,W_L_WARD,StudyArea,FisheryZone,ZoneType,LonglineExAllYear,LonglineExFebSep,PMRF,EEZ,KalaupapaNP,KalaupapaDist,KalokoHonokohauNP,KalokoHonokohauDist,HumpbackSanctuary,HumpbackSanctuaryDist,NWHI_MNM,NWHI_MNM_Dist,Source,depth,aspect,slope,datetimeHST,datetimeUTC,JulianDate,sunrise,sunset,solarNoon,civilDawn,endDawn,civilDusk,startDusk,secNearestSunriseset,sunAzimuth,sunAltitude,moonAzimuth,moonAltitude,moonIlluminatedFraction,moonPhase,daylengthHr,daylengthCat,month,season,Island_group,dist_escarp,dist_canyon,dist_ridge,dist_seamount,dist_shelfH,dist_basin,dist_slope,dist_terrace
48,1156,5-Dec-06,New whaler,4,Cuvier's beaked whale,Hawaii,wsw of keaholt,"Splash, blow, or fin",Beaufort 1,10:36,19.7165,-156.11528,1864,5.7,slow travel,12:19,19.72187,156.12413,1.102203884,1.71,4,4,4,None,,5752.797515,Hawai'i,4759.17721,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,176416.2207,FALSE,7744.653206,FALSE,4746.662354,FALSE,613970.8269,50m HMRG multibeam,-1863.888081,233.0413983,12.74654321,12/5/2006,12/5/2006 10:00,2454074.917,12/5/2006 6:45,12/5/2006 17:45,12/5/2006 12:15,12/5/2006 6:21,12/5/2006 7:17,12/5/2006 18:08,12/5/2006 17:13,-22488,232.1429517,-85.60761449,43.08435527,78.46547184,0.997913428,3,10.99733745,short,12,fall,Hawaii,0,20439.94698,65917.55689,54959.38269,5321.835226,130551.578,0,20150.72021
49,1168,8-Dec-06,New whaler,4,Cuvier's beaked whale,Hawaii,w of keauhou bay,"Splash, blow, or fin",Beaufort 1,13:55,19.55954,-156.02524,1156,6,travel,15:48,19.55272,156.01373,1.424723897,1.88,3,3,3,None,,6062.987416,Hawai'i,2244.126046,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,196204.3629,FALSE,11704.68784,FALSE,19018.49151,FALSE,631388.3129,50m HMRG multibeam,-1166.073877,268.2502095,13.26658041,12/8/2006,12/8/2006 10:00,2454077.917,12/8/2006 6:46,12/8/2006 17:45,12/8/2006 12:16,12/8/2006 6:22,12/8/2006 7:18,12/8/2006 18:09,12/8/2006 17:13,-22448,228.8818454,-85.12658471,74.63235435,42.68649984,0.867900609,3,10.98868889,short,12,fall,Hawaii,0,39513.14318,49037.75307,63558.02475,2884.018684,133467.2216,0,39723.19364
50,1187,15-Aug-07,New whaler,1,Blainville's beaked whale,Hawaii,ssw of Loa Pt,"Splash, blow, or fin",Beaufort 0,9:01,19.37969,-155.93065,919,2.8,milling,10:39,19.36571,155.93892,1.780298085,1.63,1,1,1,None,,2733.790192,Hawai'i,1794.991409,leeward,TRUE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,218468.4398,FALSE,33311.8994,FALSE,40941.07476,FALSE,650702.5346,50m HMRG multibeam,-925.8881317,261.44851,17.16258491,8/15/2007,8/15/2007 10:00,2454327.917,8/15/2007 6:04,8/15/2007 18:51,8/15/2007 12:28,8/15/2007 5:41,8/15/2007 6:34,8/15/2007 19:14,8/15/2007 18:21,-18482,347.7382232,-55.79891357,299.9199975,-50.4596222,0.061187732,1,12.78815756,long,8,summer,Hawaii,0,25850.04047,33298.8382,65188.29539,2615.83056,117324.1617,0,61809.94212
51,1278,5-May-08,Wild Whale,2,Cuvier's beaked whale,Hawaii,WSW of Keawekahela,"Splash, blow, or fin",Beaufort 1,8:48,19.46356,-156.03265,2123,9,Mill,9:17,19.46715,156.03529,0.485784463,0.48,3,3,3,None,,8992.454999,Hawai'i,6769.817645,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,205347.2469,FALSE,22324.64083,FALSE,29419.47288,FALSE,636616.6415,50m HMRG multibeam,-2128.287437,321.0269761,1.940801214,5/5/2008,5/5/2008 10:00,2454591.917,5/5/2008 5:53,5/5/2008 18:48,5/5/2008 12:20,5/5/2008 5:29,5/5/2008 6:23,5/5/2008 19:11,5/5/2008 18:18,-18692,351.545823,-53.75831637,356.7214157,-49.7649389,0.000112022,1,12.92746577,long,5,spring,Hawaii,0,29355.72811,38444.95117,63456.69967,8013.175744,131275.6997,0,49335.40924
52,1284,6-May-08,Wild Whale,5,Cuvier's beaked whale,Hawaii,SW of Kauloa,"Splash, blow, or fin",Beaufort 0,9:58,19.30203,-155.96358,2046,8,Logging,10:02,19.30203,155.96358,0,0.06,1,1,2,None,,7764.000242,Hawai'i,7382.420566,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,224619.0942,FALSE,40831.04265,FALSE,48272.38806,FALSE,652726.1893,50m HMRG multibeam,-2034.989622,249.8805543,6.778279169,5/6/2008,5/6/2008 10:00,2454592.917,5/6/2008 5:52,5/6/2008 18:48,5/6/2008 12:20,5/6/2008 5:29,5/6/2008 6:22,5/6/2008 19:11,5/6/2008 18:18,-18700,351.7222805,-53.65273701,338.666681,-42.83266274,0.012828384,1,12.93460671,long,5,spring,Hawaii,0,17331.95855,24188.27179,56578.12057,7610.969112,116424.0337,0,68586.50496
53,1333,7-Jul-08,Wild Whale,4,Cuvier's beaked whale,Hawaii,SW of Puhili pt,"Splash, blow, or fin",Beaufort 2,13:13,19.6601,-156.12604,2383,9.3,logging,13:41,19.66038,156.13161,0.584116374,0.46,4,4,4,None,,9229.877357,Hawai'i,8398.450999,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,181479.9761,FALSE,9144.285297,FALSE,9519.733557,FALSE,616430.1122,50m HMRG multibeam,-2384.636962,262.2326113,6.007086989,7/7/2008,7/7/2008 10:00,2454654.917,7/7/2008 5:51,7/7/2008 19:07,7/7/2008 12:29,7/7/2008 5:27,7/7/2008 6:23,7/7/2008 19:31,7/7/2008 18:35,-17549,349.9566002,-47.21094413,284.1944598,-22.73014531,0.231445255,2,13.26321037,long,7,spring,Hawaii,0,26495.07108,59757.44443,52935.98032,9144.385966,134961.9024,0,25661.9484
54,1343,10-Jul-08,Wild Whale,1,Blainville's beaked whale,Hawaii,W of Kahaluu Bay,"Splash, blow, or fin",Beaufort 1,7:42,19.58221,-156.02084,946,5.3,slow travel,10:54,19.56005,156.01909,2.471044007,3.2,10,11,13,Short-finned pilot whale,,5051.947984,Hawai'i,1328.041661,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,194197.8981,FALSE,9235.862792,FALSE,16679.70975,FALSE,630396.869,50m HMRG multibeam,-914.9350472,228.1446164,26.20792879,7/10/2008,7/10/2008 10:00,2454657.917,7/10/2008 5:52,7/10/2008 19:06,7/10/2008 12:29,7/10/2008 5:28,7/10/2008 6:23,7/10/2008 19:30,7/10/2008 18:35,-17596,349.8387101,-47.64220973,256.5682455,0.452020246,0.525489626,2,13.23684981,long,7,spring,Hawaii,0,37288.12129,51580.6405,63836.84701,1514.225864,131475.3143,0,37528.6849
55,1346,12-Jul-08,Wild Whale,1,Cuvier's beaked whale,Hawaii,NW of Hanamalo Pt,"Splash, blow, or fin",Beaufort 1,9:11,19.17521,-155.95187,1400,4.2,travel,10:14,19.17521,155.95187,0,1.05,1,1,1,None,,4222.574238,Hawai'i,3150.038156,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,237870.1553,FALSE,54897.10729,FALSE,62287.47281,FALSE,661867.1665,50m HMRG multibeam,-1387.117994,286.2478437,15.29828511,7/12/2008,7/12/2008 10:00,2454659.917,7/12/2008 5:53,7/12/2008 19:05,7/12/2008 12:29,7/12/2008 5:29,7/12/2008 6:24,7/12/2008 19:29,7/12/2008 18:34,-17671,349.6903727,-48.31163664,240.089564,15.73898691,0.711344346,2,13.19581559,long,7,spring,Hawaii,0,12252.30524,15895.07642,42572.03359,4026.310399,108394.343,0,82226.71909
56,1396,2-Dec-08,Wild Whale,4,Cuvier's beaked whale,Hawaii,NW of Makolea pt,"Splash, blow, or fin",Beaufort 2,12:41,19.82672,-156.15082,1451,11.9,Travel,13:45,19.84833,156.17087,3.189571861,1.06,1,1,1,None,,12141.50297,Hawai'i,5128.432904,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,163880.2782,FALSE,18460.69778,FALSE,5116.221707,FALSE,604285.2261,50m HMRG multibeam,-1448.947967,262.4041673,20.04589411,12/2/2008,12/2/2008 10:00,2454802.917,12/2/2008 6:44,12/2/2008 17:44,12/2/2008 12:14,12/2/2008 6:20,12/2/2008 7:16,12/2/2008 18:08,12/2/2008 17:12,-22519,235.6054624,-86.02848656,258.2813422,-35.34578532,0.18613528,2,11.00865524,short,12,fall,Hawaii,0,7998.212544,78283.01399,54248.93895,5955.598332,127669.2276,0,7570.02863
57,1420,13-Dec-08,Wild Whale,2,Cuvier's beaked whale,Hawaii,SW of Milolii Pt,"Splash, blow, or fin",Beaufort 2,10:55,19.1789,-155.93442,1023,2.8,Slow travel,11:12,19.1789,155.93442,0,0.28,2,2,2,None,,2689.357442,Hawai'i,1666.504734,leeward,FALSE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,238265.5379,FALSE,54801.51554,FALSE,62254.81834,FALSE,663118.117,50m HMRG multibeam,-1023.556007,311.6550523,18.0216786,12/13/2008,12/13/2008 10:00,2454813.917,12/13/2008 6:48,12/13/2008 17:47,12/13/2008 12:18,12/13/2008 6:24,12/13/2008 7:20,12/13/2008 18:11,12/13/2008 17:15,-22318,225.6619582,-84.18967568,60.08864044,73.66689425,0.992407615,3,10.98887456,short,12,fall,Hawaii,0,14132.04623,17752.91597,43011.11602,2224.9071,106965.0099,0,82424.0283
58,1438,23-Apr-09,Wild Whale,2,Cuvier's beaked whale,Hawaii,W OF MANO PT.,"Splash, blow, or fin",Beaufort 2,11:45,19.87432,-156.16295,989,16.3,Milling,11:48,19.87432,156.16295,0,0.04,2,2,3,None,,16196.39716,Hawai'i,8433.369469,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,158640.5951,FALSE,23531.54675,FALSE,8565.325261,FALSE,600426.2807,50m HMRG multibeam,-995.0831528,253.7855375,1.99703294,4/23/2009,4/23/2009 10:00,2454944.917,4/23/2009 6:00,4/23/2009 18:45,4/23/2009 12:22,4/23/2009 5:37,4/23/2009 6:30,4/23/2009 19:08,4/23/2009 18:15,-18888,349.6785879,-56.9965955,32.10936404,-56.95162209,0.037076571,1,12.74887839,long,4,winter,Hawaii,0,2831.792967,80937.90103,54439.66434,9399.926621,126492.2472,0,2496.540479
59,1444,25-Apr-09,Wild Whale,4,Cuvier's beaked whale,Hawaii,WNW of Hoku Point,"Splash, blow, or fin",Beaufort 2,12:25,19.26704,-155.936,1645,3.9,Travel,13:10,19.2608,155.94226,0.955686949,0.75,1,1,1,Short-finned pilot whale,,4001.103051,Hawai'i,3665.12851,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,229371.5363,FALSE,45202.23416,FALSE,52717.68717,FALSE,657326.1587,50m HMRG multibeam,-1643.885986,292.554388,8.877830831,4/25/2009,4/25/2009 10:00,2454946.917,4/25/2009 5:58,4/25/2009 18:44,4/25/2009 12:21,4/25/2009 5:36,4/25/2009 6:28,4/25/2009 19:07,4/25/2009 18:14,-18943,350.2757187,-56.99931723,349.0704199,-50.86496608,0.001046582,1,12.76026169,long,4,winter,Hawaii,0,17710.68481,23047.05422,52736.2553,4204.622586,112010.7504,0,73231.13126
60,1453,28-Apr-09,Wild Whale,3,Cuvier's beaked whale,Hawaii,West of Kualahui Pt.,"Splash, blow, or fin",Beaufort 1,8:57,19.5444,-156.01799,1169,5.5,Travel,9:56,19.5158,156.01743,3.180912631,0.98,1,1,1,None,,5457.88122,Hawai'i,1923.071096,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,198043.6863,FALSE,13433.30837,FALSE,20819.04744,FALSE,632945.0733,50m HMRG multibeam,-1178.256202,255.4472099,15.75605817,4/28/2009,4/28/2009 10:00,2454949.917,4/28/2009 5:57,4/28/2009 18:46,4/28/2009 12:21,4/28/2009 5:34,4/28/2009 6:26,4/28/2009 19:09,4/28/2009 18:16,-18844,350.6849546,-55.78673534,311.2705317,-22.39793984,0.140687622,2,12.81925582,long,4,winter,Hawaii,0,38401.88444,47501.69488,64492.64421,2805.252909,134010.7177,0,41552.19743
61,1456,29-Apr-09,Wild Whale,2,Blainville's beaked whale,Hawaii,West of Milolii Pt,"Splash, blow, or fin",Beaufort 1,11:11,19.22943,-156.19707,3812,31.3,Slow travel,12:56,19.23929,156.18826,1.434513118,1.75,3,3,3,None,,30628.70294,Hawai'i,29560.85556,leeward,FALSE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,222696.4566,FALSE,51284.38376,FALSE,56824.41375,FALSE,637507.4502,50m HMRG multibeam,-3817.003523,335.4531766,5.290931756,4/29/2009,4/29/2009 10:00,2454950.917,4/29/2009 5:57,4/29/2009 18:46,4/29/2009 12:22,4/29/2009 5:34,4/29/2009 6:27,4/29/2009 19:09,4/29/2009 18:16,-18803,350.4526675,-55.76787025,302.5505504,-11.57451147,0.231844109,2,12.82251477,long,4,winter,Hawaii,9282.605978,4681.865078,16074.97372,52028.64096,30460.99676,134216.189,0,72186.34055
62,1458,29-Apr-09,Wild Whale,4,Cuvier's beaked whale,Hawaii,NW of Kauluoa Pt,"Splash, blow, or fin",Beaufort 2,15:35,19.35707,-156.08298,3213,20.4,Travel,15:35,19.35707,156.08298,0,0,1,1,1,None,,18615.08881,Hawai'i,17843.9037,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,213859.8774,FALSE,34540.07914,FALSE,41115.7059,FALSE,638942.4311,50m HMRG multibeam,-3213.397957,255.7125025,10.77244973,4/29/2009,4/29/2009 10:00,2454950.917,4/29/2009 5:56,4/29/2009 18:46,4/29/2009 12:21,4/29/2009 5:34,4/29/2009 6:26,4/29/2009 19:09,4/29/2009 18:16,-18821,350.6768548,-55.6596096,302.6221834,-11.59649976,0.231844109,2,12.8276561,long,4,winter,Hawaii,0,16871.0199,26203.98071,60128.1366,18617.79469,130391.8968,0,59274.34251
63,1474,2-May-09,Wild Whale,6,Blainville's beaked whale,Hawaii,ENE of Auau Pt.,"Splash, blow, or fin",Beaufort 1,13:48,19.30151,-155.90572,861,2.1,Milling,15:32,19.28397,155.90572,1.95047937,1.73,5,6,7,None,,1685.609022,Hawai'i,1312.195928,leeward,TRUE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,227370.5017,FALSE,42359.5647,FALSE,49982.24203,FALSE,657758.3774,50m HMRG multibeam,-863.1879532,277.4130797,15.63773562,5/2/2009,5/2/2009 10:00,2454953.917,5/2/2009 5:54,5/2/2009 18:46,5/2/2009 12:20,5/2/2009 5:31,5/2/2009 6:24,5/2/2009 19:09,5/2/2009 18:16,-18805,351.3589831,-54.85525101,278.1022304,20.02846129,0.563340383,2,12.87172515,long,5,spring,Hawaii,0,22306.75165,27996.86897,56714.76363,1530.68446,110920.4542,0,70806.52916
64,1497,22-Oct-09,Wild Whale,4,Cuvier's beaked whale,Hawaii,Wawahiwaa,"Splash, blow, or fin",Beaufort 2,13:51,19.65751,-156.05789,1218,2.2,Breach,15:06,19.65501,156.06435,0.731397643,1.25,1,1,1,None,,2614.764132,Hawai'i,2157.46755,leeward,TRUE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,185006.9577,FALSE,2817.038128,FALSE,7783.33962,FALSE,622575.876,50m HMRG multibeam,-1216.842024,258.8741687,16.13146522,10/22/2009,10/22/2009 10:00,2455126.917,10/22/2009 6:21,10/22/2009 17:55,10/22/2009 12:08,10/22/2009 5:58,10/22/2009 6:51,10/22/2009 18:17,10/22/2009 17:25,-21848,345.8359948,-81.2534613,252.21145,-40.71273223,0.180986478,2,11.57133697,medium,10,summer,Hawaii,0,28166.99731,59461.20121,60049.74238,2838.097285,129315.4921,0,28381.64501
65,1498,23-Oct-09,Wild Whale,2,Cuvier's beaked whale,Hawaii,Loa Point,"Splash, blow, or fin",Beaufort 1,10:50,19.29853,-156.05437,3111,15.8,Slow Travel,12:10,19.29975,156.01122,4.530749458,1.33,3,3,3,None,,16932.65357,Hawai'i,16596.309,leeward,FALSE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,221006.5366,FALSE,40675.40189,FALSE,47547.99461,FALSE,645141.7025,50m HMRG multibeam,-3106.141239,282.6664498,24.30998803,10/23/2009,10/23/2009 10:00,2455127.917,10/23/2009 6:21,10/23/2009 17:55,10/23/2009 12:08,10/23/2009 5:59,10/23/2009 6:51,10/23/2009 18:17,10/23/2009 17:25,-21869,344.8921296,-81.95063016,251.0233528,-29.29285303,0.262386791,2,11.56511345,medium,10,summer,Hawaii,0,11229.72958,20101.29683,56976.82253,17076.40542,124467.6915,0,66227.9234
66,1499,23-Oct-09,Wild Whale,3,Cuvier's beaked whale,Hawaii,Kauluoa Point,"Splash, blow, or fin",Beaufort 2,12:25,19.30911,-155.98566,2339,10.2,Travel,12:25,19.30911,155.98566,0,0,1,1,1,None,,10035.06125,Hawai'i,9350.191946,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,222913.401,FALSE,39716.8256,FALSE,47056.44566,FALSE,650373.0919,50m HMRG multibeam,-2344.536633,253.4217729,4.225369809,10/23/2009,10/23/2009 10:00,2455127.917,10/23/2009 6:21,10/23/2009 17:54,10/23/2009 12:08,10/23/2009 5:58,10/23/2009 6:50,10/23/2009 18:17,10/23/2009 17:25,-21886,345.3774214,-81.95704057,251.0398466,-29.35761775,0.262386791,2,11.56479609,medium,10,summer,Hawaii,0,16176.97121,23664.47478,57401.38136,9990.223781,118861.1902,0,67067.55468
67,1515,29-Oct-09,Wild Whale,2,Blainville's beaked whale,Hawaii,Loat Point,"Splash, blow, or fin",Beaufort 0,12:45,19.39019,-156.13057,3681,22.6,Slow Travel,14:30,19.39019,156.13057,0,1.75,2,2,2,None,,21713.3355,Hawai'i,19858.75296,leeward,FALSE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,208530.8651,FALSE,32165.62657,FALSE,37968.41986,FALSE,632739.4025,50m HMRG multibeam,-3683.274281,266.018557,5.608897091,10/29/2009,10/29/2009 10:00,2455133.917,10/29/2009 6:24,10/29/2009 17:51,10/29/2009 12:08,10/29/2009 6:01,10/29/2009 6:54,10/29/2009 18:14,10/29/2009 17:21,-22068,340.987191,-83.84221925,250.1758219,37.27999196,0.803283149,2,11.4635154,medium,10,summer,Hawaii,0,20637.18401,30135.60598,54435.18559,21115.69426,136491.9745,0,54860.21788
68,1525,8-Dec-09,Wild Whale,1,Cuvier's beaked whale,Hawaii,SW of Keawekaheka Pt,"Splash, blow, or fin",Beaufort 2,11:54,19.44872,-155.99074,1360,5.8,travel,13:21,19.47148,155.99219,2.535514768,1.45,1,1,1,None,,5879.894696,Hawai'i,4820.904746,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,208780.4612,FALSE,24330.23949,FALSE,31793.15906,FALSE,641188.9358,50m HMRG multibeam,-1362.548803,260.3550609,2.763024027,12/8/2009,12/8/2009 10:00,2455173.917,12/8/2009 6:46,12/8/2009 17:45,12/8/2009 12:16,12/8/2009 6:22,12/8/2009 7:18,12/8/2009 18:09,12/8/2009 17:13,-22439,227.6313529,-85.03909441,86.31028659,3.827145929,0.56812135,4,10.99425085,short,12,fall,Hawaii,0,29117.22388,37818.21657,67983.71167,5622.836483,126653.1177,0,52476.28604
69,1535,11-Dec-09,Wild Whale,5,Cuvier's beaked whale,Hawaii,W Makolea Pt,"Splash, blow, or fin",Beaufort 2,13:37,19.7408,-156.17789,2610,12.5,slow travel,15:11,19.72864,156.17583,1.369297086,1.56,3,3,3,Pantropical spotted dolphin,,12276.66867,Hawai'i,8778.936306,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,171058.3604,FALSE,14839.7032,FALSE,8970.785834,FALSE,606992.34,50m HMRG multibeam,-2606.313338,275.2701328,8.36245743,12/11/2009,12/11/2009 10:00,2455176.917,12/11/2009 6:49,12/11/2009 17:47,12/11/2009 12:18,12/11/2009 6:25,12/11/2009 7:21,12/11/2009 18:10,12/11/2009 17:14,-22372,231.1273179,-84.68024135,92.00657401,-34.23202266,0.24867862,4,10.96130352,short,12,fall,Hawaii,0,17644.40516,69156.219,49168.67368,9678.081041,134747.954,0,15840.75806
70,1536,12-Dec-09,Wild Whale,1,Blainville's beaked whale,Hawaii,SW of Cook Pt,"Splash, blow, or fin",Beaufort 0,9:18,19.46436,-155.96519,1085,2.8,slow travel,10:05,19.44981,155.94662,2.531605259,0.78,3,3,3,None,,2760.660985,Hawai'i,2194.834367,leeward,TRUE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,208472.6879,FALSE,23270.29462,FALSE,30886.66972,FALSE,642459.0847,50m HMRG multibeam,-1071.375115,233.6460454,10.59621881,12/12/2009,12/12/2009 10:00,2455177.917,12/12/2009 6:48,12/12/2009 17:47,12/12/2009 12:17,12/12/2009 6:24,12/12/2009 7:20,12/12/2009 18:10,12/12/2009 17:14,-22371,227.6813491,-84.52136584,95.01582638,-46.11096082,0.163421836,4,10.97497848,short,12,fall,Hawaii,0,31775.2914,40283.42559,70537.92931,2467.67785,125290.6921,0,51778.89527
71,1540,13-Dec-09,Wild Whale,3,Cuvier's beaked whale,Hawaii,NW of Hoku Pt,"Splash, blow, or fin",Beaufort 2,10:10,19.28974,-155.98067,2378,8.5,travel,10:32,19.28863,155.97366,0.746046594,0.36,1,1,1,None,,9285.622938,Hawai'i,8942.531462,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,225079.0134,FALSE,41910.76428,FALSE,49260.66799,FALSE,652034.8464,50m HMRG multibeam,-2395.103874,244.0993385,8.298861792,12/13/2009,12/13/2009 10:00,2455178.917,12/13/2009 6:48,12/13/2009 17:47,12/13/2009 12:18,12/13/2009 6:25,12/13/2009 7:21,12/13/2009 18:11,12/13/2009 17:15,-22325,226.6726444,-84.26537273,99.28759271,-57.89943387,0.094363842,1,10.9826167,short,12,fall,Hawaii,0,15080.3476,22071.77622,55245.44112,9254.048959,117329.1665,0,69262.2142
72,1541,13-Dec-09,Wild Whale,4,Cuvier's beaked whale,Hawaii,NW Of Hoku Pt,"Splash, blow, or fin",Beaufort 2,10:38,19.29238,-155.97231,2210,8.4,Travel,10:41,19.29238,155.97231,0,0.04,3,3,3,None,,8527.718415,Hawai'i,8118.041241,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,225188.98,FALSE,41740.30155,FALSE,49133.35327,FALSE,652586.5963,50m HMRG multibeam,-2211.253205,260.0337186,8.476703496,12/13/2009,12/13/2009 10:00,2455178.917,12/13/2009 6:48,12/13/2009 17:47,12/13/2009 12:18,12/13/2009 6:25,12/13/2009 7:21,12/13/2009 18:11,12/13/2009 17:15,-22327,226.6405715,-84.27292321,99.28417252,-57.89207266,0.094363842,1,10.98244793,short,12,fall,Hawaii,0,15944.70391,22791.78727,55517.59198,8422.89386,116739.9415,0,69274.36031
73,1542,13-Dec-09,Wild Whale,6,Cuvier's beaked whale,Hawaii,SW of Loa Pt,"Splash, blow, or fin",Beaufort 2,12:21,19.3364,-156.02663,2407,14.1,Unknown,12:51,19.3364,156.0296,0.311639074,0.5,1,1,1,None,,13878.04483,Hawai'i,12967.36536,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,218358.0979,FALSE,36414.85078,FALSE,43504.2775,FALSE,645109.2509,50m HMRG multibeam,-2408.80799,301.694397,2.159328251,12/13/2009,12/13/2009 10:00,2455178.917,12/13/2009 6:49,12/13/2009 17:47,12/13/2009 12:18,12/13/2009 6:25,12/13/2009 7:21,12/13/2009 18:11,12/13/2009 17:15,-22319,227.2918231,-84.26549306,99.2100304,-57.94974293,0.094363842,1,10.97963115,short,12,fall,Hawaii,0,16235.83141,24853.93422,60722.84951,13730.00088,124052.2148,0,62897.91093
74,1554,21-Dec-09,Wild Whale,2,Blainville's beaked whale,Hawaii,NNW of Mano Pt,"Splash, blow, or fin",Beaufort 2,9:40,20.00282,-156.06921,737,19.9,Approach boat,9:42,20.00211,156.06815,0.13602268,0.03,3,3,4,None,,19889.92376,Hawai'i,12687.69234,leeward,FALSE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,151680.875,FALSE,34323.25157,FALSE,12733.36615,FALSE,601569.9085,50m HMRG multibeam,-731.595647,282.7357497,20.18382533,12/21/2009,12/21/2009 10:00,2455186.917,12/21/2009 6:54,12/21/2009 17:50,12/21/2009 12:22,12/21/2009 6:30,12/21/2009 7:27,12/21/2009 18:14,12/21/2009 17:17,-22177,235.5538385,-83.76804757,268.8965736,-31.22731846,0.204523796,2,10.92333418,short,12,fall,Hawaii,3378.834363,10624.66426,64833.22684,69038.86668,13246.95258,111904.4224,0,5691.217113
75,1558,8-Apr-10,Wild Whale,2,Cuvier's beaked whale,Hawaii,NW of Keahole Pt,"Splash, blow, or fin",Beaufort 2,11:57,19.74253,-156.15341,2292,9.6,slow travel,11:58,19.74898,156.15099,0.76065963,0.01,1,1,1,None,,9762.753641,Hawai'i,6543.433321,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,172026.5202,FALSE,12561.39383,FALSE,6647.819165,FALSE,609046.8708,50m HMRG multibeam,-2293.454014,279.5257846,8.04175774,4/8/2010,4/8/2010 10:00,2455294.917,4/8/2010 6:12,4/8/2010 18:40,4/8/2010 12:26,4/8/2010 5:50,4/8/2010 6:41,4/8/2010 19:02,4/8/2010 18:11,-19172,345.7625532,-62.24204504,95.76215339,-34.71253449,0.31420555,4,12.47460517,long,4,winter,Hawaii,0,17289.13934,69053.11677,51701.49399,7340.838542,132436.7708,0,16129.26448
