,X,Date,Boat,Sighting_Number,Species,Island_area,Location,Sighting_Cue,Sea_Conditions,Start.time,latitude,longitud,Start.depth,Start.distance.from.shore,Start.Behavior,End.time,End.latitude,End.longitude,DistanceStartEnd,Encounter.duration,Group.size..min.,Group.size..best.,Group.size..max.,Other.species.present,Other.species.present.2,DistToShore,Island,DistTo200m,W_L_WARD,StudyArea,FisheryZone,ZoneType,LonglineExAllYear,LonglineExFebSep,PMRF,EEZ,KalaupapaNP,KalaupapaDist,KalokoHonokohauNP,KalokoHonokohauDist,HumpbackSanctuary,HumpbackSanctuaryDist,NWHI_MNM,NWHI_MNM_Dist,Source,depth,aspect,slope,datetimeHST,datetimeUTC,JulianDate,sunrise,sunset,solarNoon,civilDawn,endDawn,civilDusk,startDusk,secNearestSunriseset,sunAzimuth,sunAltitude,moonAzimuth,moonAltitude,moonIlluminatedFraction,moonPhase,daylengthHr,daylengthCat,month,season,Island_group,dist_escarp,dist_canyon,dist_ridge,dist_seamount,dist_shelfH,dist_basin,dist_slope,dist_terrace
76,1590,19-Apr-10,Wild Whale,1,Cuvier's beaked whale,Hawaii,SW of Kaiwi Pt,"Splash, blow, or fin",Beaufort 2,12:01,19.62256,-156.08896,1943,6.8,Breaching,12:17,19.62142,156.08858,0.132871766,0.26,1,1,1,None,,6918.473937,Hawai'i,6334.764503,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,186938.4773,FALSE,7615.557098,FALSE,11858.19668,FALSE,621964.9152,50m HMRG multibeam,-1945.67698,247.4188732,8.784348394,4/19/2010,4/19/2010 10:00,2455305.917,4/19/2010 6:03,4/19/2010 18:43,4/19/2010 12:23,4/19/2010 5:40,4/19/2010 6:33,4/19/2010 19:06,4/19/2010 18:13,-19002,348.8681571,-58.63363461,301.3446679,-10.61960041,0.248775624,2,12.66769032,long,4,winter,Hawaii,0,31122.61268,55501.25918,56589.36504,7035.47465,134247.5776,0,30815.97444
77,1620,27-Jul-10,Wild Whale,2,Blainville's beaked whale,Hawaii,WNW of Mahewalu Point,"Splash, blow, or fin",Beaufort 2,10:01,19.84735,-156.10794,360,11.9,Travel,11:22,19.82465,156.11607,2.663686111,1.35,4,4,4,Bottlenose dolphin,,9829.318868,Hawai'i,1996.880506,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,164075.5606,FALSE,18255.14954,FALSE,2127.864573,FALSE,606902.7201,50m HMRG multibeam,-381.9417145,69.51312841,1.994809037,7/27/2010,7/27/2010 10:00,2455404.917,7/27/2010 5:58,7/27/2010 19:03,7/27/2010 12:30,7/27/2010 5:34,7/27/2010 6:29,7/27/2010 19:26,7/27/2010 18:32,-17790,348.5327882,-50.23455861,144.5047972,51.62102233,0.983234961,3,13.08155469,long,7,spring,Hawaii,578.1793387,6728.515284,78272.18343,59168.55167,2899.698552,122620.2913,0,7132.597053
78,1649,8-Aug-10,Wild Whale,2,Cuvier's beaked whale,Hawaii,SW of Honokohau,"Splash, blow, or fin",Beaufort 2,11:22,19.64564,-156.075,1755,4.7,Dive,12:28,19.64396,156.08119,0.67465605,1.1,2,2,2,None,,4558.698785,Hawai'i,4121.987003,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,185331.0122,FALSE,5005.683017,FALSE,9155.748245,FALSE,621788.9425,50m HMRG multibeam,-1739.126307,261.8976248,9.208892236,8/8/2010,8/8/2010 10:00,2455416.917,8/8/2010 6:02,8/8/2010 18:56,8/8/2010 12:29,8/8/2010 5:39,8/8/2010 6:32,8/8/2010 19:19,8/8/2010 18:26,-18172,347.8465353,-53.49350905,23.81169199,-46.124406,0.043470132,1,12.90351535,long,8,summer,Hawaii,0,28939.61196,58072.94584,58160.19857,4960.790092,131541.44,0,29014.22743
79,1650,8-Aug-10,Wild Whale,3,Blainville's beaked whale,Hawaii,SW of Kamoa Pt,"Splash, blow, or fin",Beaufort 2,13:06,19.54814,-156.03957,1600,7.6,Dive,14:11,19.55184,156.04083,0.432113411,1.08,3,4,5,None,,7656.81059,Hawai'i,4057.477215,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,196636.9736,FALSE,12978.88701,FALSE,20026.04146,FALSE,630822.76,50m HMRG multibeam,-1625.682782,257.0694587,11.72379935,8/8/2010,8/8/2010 10:00,2455416.917,8/8/2010 6:02,8/8/2010 18:56,8/8/2010 12:29,8/8/2010 5:39,8/8/2010 6:32,8/8/2010 19:19,8/8/2010 18:26,-18188,347.8748356,-53.59584786,23.89642893,-46.20007919,0.043470132,1,12.89922372,long,8,summer,Hawaii,0,38386.15897,47596.67086,62189.03454,4762.083349,135430.6381,0,40367.58849
80,1669,19-Aug-10,Wild Whale,4,Cuvier's beaked whale,Hawaii,SW of Makolea Pt,"Splash, blow, or fin",Beaufort 2,11:19,19.74888,-156.11961,1490,7,Travel,13:16,19.73081,156.11876,2.011384862,1.95,1,1,1,Pygmy killer whale,,6514.623376,Hawai'i,3193.734488,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,173028.687,FALSE,9933.497923,FALSE,3265.701462,FALSE,611653.7806,50m HMRG multibeam,-1561.944696,234.9362316,14.93129047,8/19/2010,8/19/2010 10:00,2455427.917,8/19/2010 6:05,8/19/2010 18:49,8/19/2010 12:28,8/19/2010 5:43,8/19/2010 6:35,8/19/2010 19:12,8/19/2010 18:20,-18594,347.4088386,-56.78020419,232.0815281,21.25120746,0.762388582,2,12.73148871,long,8,summer,Hawaii,0,16839.2071,69506.34871,55316.09919,3958.738762,129033.6155,0,16707.18732
81,560,19-Oct-10,Wild Whale,5,Blainville's beaked whale,Oahu,SSW of Barbers Point,"Splash, blow, or fin",Beaufort 1,15:06,21.0591,-158.16911,3000,27.2,Slow Travel,15:57,21.05596,158.16747,0.388442533,0.85,2,3,3,None,,27026.44713,O'ahu,23803.59267,leeward,FALSE,421,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,120108.9163,FALSE,268390.6681,FALSE,40184.2959,FALSE,353431.0347,50m HMRG multibeam,-3077.321315,247.4548109,2.75280558,10/19/2010,10/19/2010 10:00,2455488.917,10/19/2010 6:29,10/19/2010 18:05,10/19/2010 12:17,10/19/2010 6:07,10/19/2010 6:59,10/19/2010 18:27,10/19/2010 17:35,-21275,338.2946287,-78.16029867,240.9571305,49.1486123,0.881055216,3,11.59024231,medium,10,summer,Oahu,1690.817669,1999.220092,56796.53628,99445.31745,24355.60619,165116.9473,0,14433.04329
82,562,20-Oct-10,Wild Whale,2,Blainville's beaked whale,Oahu,WSW of Maili Point,"Splash, blow, or fin",Beaufort 1,12:18,21.34678,-158.4487,2141,28.8,Slow Travel,12:20,21.34678,158.4487,0,0.03,2,4,4,None,,27119.25685,O'ahu,25362.39086,leeward,FALSE,423,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,149380.0325,FALSE,310407.3144,FALSE,45318.28308,FALSE,312522.2083,50m HMRG multibeam,-2115.108422,218.142451,5.610360805,10/20/2010,10/20/2010 10:00,2455489.917,10/20/2010 6:31,10/20/2010 18:05,10/20/2010 12:18,10/20/2010 6:08,10/20/2010 7:01,10/20/2010 18:27,10/20/2010 17:35,-21267,337.1336035,-78.14664923,236.8410452,60.0495616,0.93532682,3,11.56341771,medium,10,summer,Oahu,0,15191.27501,22236.1314,101191.7077,27050.69506,182847.2181,0,27877.00327
83,1676,7-Dec-10,Wild Whale,2,Cuvier's beaked whale,Hawaii,WSW of Loa Point,"Splash, blow, or fin",Beaufort 2,9:41,19.38576,-156.00955,1900,10.4,Surface activity,10:46,19.3774,155.99644,1.65997672,1.08,3,3,3,Pantropical spotted dolphin,,10432.37715,Hawai'i,9660.160781,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,214164.4579,FALSE,31022.48872,FALSE,38274.85807,FALSE,643471.1034,50m HMRG multibeam,-1921.194235,183.34542,25.58865155,12/7/2010,12/7/2010 10:00,2455537.917,12/7/2010 6:45,12/7/2010 17:45,12/7/2010 12:15,12/7/2010 6:21,12/7/2010 7:17,12/7/2010 18:09,12/7/2010 17:13,-22447,227.4380425,-85.16563825,256.88247,-65.25241427,0.032073435,1,11.00521737,short,12,fall,Hawaii,0,21940.78485,30589.83467,65992.17723,10278.96591,124914.736,0,58244.99171
84,1705,9-May-11,Wild Whale,1,Blainville's beaked whale,Hawaii,W. of Makoloa Pt.,"Splash, blow, or fin",Beaufort 1,12:48,19.77095,-156.11111,806,6.4,Travel,13:29,19.7702,156.11005,0.138781563,0.68,3,3,3,None,,6394.492354,Hawai'i,1143.558413,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,171295.5725,FALSE,11029.50766,FALSE,1231.69567,FALSE,611096.8849,50m HMRG multibeam,-862.012972,238.8711594,23.95095006,5/9/2011,5/9/2011 10:00,2455690.917,5/9/2011 5:51,5/9/2011 18:50,5/9/2011 12:20,5/9/2011 5:27,5/9/2011 6:21,5/9/2011 19:14,5/9/2011 18:20,-18572,351.7767097,-52.55947047,289.1223855,-2.407222254,0.344947408,2,12.98950122,long,5,spring,Hawaii,0,14608.9531,71907.66775,56842.20692,1919.426088,127010.4167,0,14747.70995
85,1723,16-Aug-11,Black Whale,1,Blainville's beaked whale,Hawaii,SW of Wawahiwaa,"Splash, blow, or fin",Beaufort 1,8:58,19.63584,-156.09071,1790,6.2,Log,9:58,19.6337,156.08804,0.367194365,1,1,1,1,None,,6461.342221,Hawai'i,5994.536068,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,185542.7261,FALSE,6966.606342,FALSE,10444.40631,FALSE,621004.66,50m HMRG multibeam,-1972.06242,276.536342,6.049343747,8/16/2011,8/16/2011 10:00,2455789.917,8/16/2011 6:05,8/16/2011 18:51,8/16/2011 12:28,8/16/2011 5:42,8/16/2011 6:34,8/16/2011 19:14,8/16/2011 18:22,-18469,347.5125119,-55.84330294,114.6588323,53.02093312,0.934317105,3,12.78103453,long,8,summer,Hawaii,0,29647.95822,56966.56535,56452.0382,6843.983859,133512.8044,0,29378.52621
86,1727,17-Aug-11,Black Whale,2,Cuvier's beaked whale,Hawaii,SW of Loa Pt,"Splash, blow, or fin",Beaufort 2,11:04,19.37974,-155.97882,1490,7.3,Dive,12:11,19.37068,155.98026,1.018750285,1.11,1,1,1,None,,7381.401502,Hawai'i,6612.918596,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,216176.324,FALSE,32074.28492,FALSE,39520.22084,FALSE,646513.1968,50m HMRG multibeam,-1461.332343,264.7935651,17.58415885,8/17/2011,8/17/2011 10:00,2455790.917,8/17/2011 6:05,8/17/2011 18:50,8/17/2011 12:27,8/17/2011 5:42,8/17/2011 6:34,8/17/2011 19:13,8/17/2011 18:20,-18554,347.5908099,-56.43664377,101.1861459,46.18192463,0.879023453,3,12.75536745,long,8,summer,Hawaii,0,22853.46238,31036.72123,65176.16582,7447.757076,121752.5345,0,59997.67181
87,1732,19-Aug-11,Black Whale,2,Cuvier's beaked whale,Hawaii,W of Kauluoa,"Splash, blow, or fin",Beaufort 1,10:44,19.34247,-155.97488,1800,9.1,T,12:26,19.34773,155.96687,1.023946446,1.7,1,1,2,None,,8716.573311,Hawai'i,7829.266603,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,220067.5124,FALSE,36215.16634,FALSE,43641.99258,FALSE,649194.0546,50m HMRG multibeam,-2076.362134,232.5074668,15.46814407,8/19/2011,8/19/2011 10:00,2455792.917,8/19/2011 6:05,8/19/2011 18:49,8/19/2011 12:27,8/19/2011 5:43,8/19/2011 6:35,8/19/2011 19:11,8/19/2011 18:19,-18643,347.5316601,-57.12659039,83.50508502,29.18961037,0.731350398,4,12.72146573,long,8,summer,Hawaii,0,19712.07214,27459.91822,61053.02538,8406.161809,119463.0513,0,63986.223
88,1766,19-Oct-11,Wild Whale/Black whale,2,Cuvier's beaked whale,Hawaii,SW of Makolea Point,"Splash, blow, or fin",Beaufort 1,7:59,19.81534,-156.15988,1730,12.5,ST,8:50,19.82941,156.1599,1.564610561,0.85,3,3,3,None,,12443.43816,Hawai'i,5888.087127,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,164546.2538,FALSE,18093.61066,FALSE,5892.379696,FALSE,604149.1362,50m HMRG multibeam,-1867.983704,262.2438402,13.02588663,10/19/2011,10/19/2011 10:00,2455853.917,10/19/2011 6:20,10/19/2011 17:58,10/19/2011 12:09,10/19/2011 5:58,10/19/2011 6:50,10/19/2011 18:20,10/19/2011 17:28,-21688,346.3648015,-79.83328023,72.39577109,9.565570952,0.576382715,4,11.62767006,medium,10,summer,Hawaii,0,9280.03376,77115.27865,53025.07981,6498.251297,129094.4732,0,8280.215009
89,1771,20-Oct-11,Wild Whale,1,Cuvier's beaked whale,Hawaii,NW of Makolea,"Splash, blow, or fin",Beaufort 4+,9:12,19.82411,-156.23625,3102,20,T,9:42,19.8203,156.2335,0.512119966,0.5,2,2,2,None,,20330.99283,Hawai'i,13938.69241,leeward,FALSE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,160088.5515,FALSE,24714.37687,FALSE,13936.70089,FALSE,596861.0321,50m HMRG multibeam,-3347.642175,30.66403529,3.337212218,10/20/2011,10/20/2011 10:00,2455854.917,10/20/2011 6:21,10/20/2011 17:57,10/20/2011 12:09,10/20/2011 5:58,10/20/2011 6:50,10/20/2011 18:20,10/20/2011 17:28,-21712,345.7265371,-80.16825254,71.30390303,-2.547834891,0.472046668,4,11.60982103,medium,10,summer,Hawaii,0,10646.48121,79229.50493,45467.11749,14561.09073,135828.4102,0,7499.566424
90,1784,23-Oct-11,Wild Whale,4,Blainville's beaked whale,Hawaii,NW of Mahewaw Point,"Splash, blow, or fin",Beaufort 2,12:50,19.974,-156.11169,858,20.3,T,13:57,19.97591,156.11877,0.769825666,1.11,8,9,11,None,,20033.42654,Hawai'i,12402.88447,leeward,FALSE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,151879.7649,FALSE,31820.7048,FALSE,12428.89464,FALSE,599333.8874,50m HMRG multibeam,-886.2342325,170.4658253,2.734412252,10/23/2011,10/23/2011 10:00,2455857.917,10/23/2011 6:22,10/23/2011 17:55,10/23/2011 12:08,10/23/2011 5:59,10/23/2011 6:51,10/23/2011 18:17,10/23/2011 17:25,-21873,345.841115,-81.11461226,67.80524104,-41.098769,0.166612214,1,11.55303907,medium,10,summer,Hawaii,950.8431114,5232.084771,70299.99734,63624.73604,12941.35302,117212.1158,0,3362.919577
91,1801,31-Oct-11,Wild Whale,1,Cuvier's beaked whale,Hawaii,WNW of Makolea Point,"Splash, blow, or fin",Beaufort 2,8:28,19.77953,-156.13219,1233,8.6,Breaching,9:07,19.77953,156.13219,0,0.64,3,3,NA,None,,8637.320716,Hawai'i,2758.06146,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,169411.008,FALSE,13211.80175,FALSE,2864.84865,FALSE,608720.2913,50m HMRG multibeam,-1426.711457,227.0614879,26.67494479,10/31/2011,10/31/2011 10:00,2455865.917,10/31/2011 6:25,10/31/2011 17:50,10/31/2011 12:08,10/31/2011 6:02,10/31/2011 6:55,10/31/2011 18:13,10/31/2011 17:20,-22142,340.8623446,-83.9504953,256.0934755,-27.24892224,0.26857404,2,11.42477538,medium,10,summer,Hawaii,0,13313.96979,72951.88145,55020.06487,3592.675977,128446.2431,0,13087.91448
92,1802,31-Oct-11,Wild Whale,2,Cuvier's beaked whale,Hawaii,NW of Makolea Point,"Splash, blow, or fin",Beaufort 2,9:21,19.82685,-156.1606,1500,13.1,T,10:04,19.82685,156.1606,0,0.71,4,4,NA,None,,13049.41327,Hawai'i,6125.699639,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,163384.0106,FALSE,19108.61034,FALSE,6115.530863,FALSE,603408.113,50m HMRG multibeam,-1784.917156,249.498368,19.87537984,10/31/2011,10/31/2011 10:00,2455865.917,10/31/2011 6:25,10/31/2011 17:50,10/31/2011 12:08,10/31/2011 6:02,10/31/2011 6:55,10/31/2011 18:13,10/31/2011 17:20,-22138,340.7616691,-83.89701885,256.1108054,-27.23434073,0.26857404,2,11.42299928,medium,10,summer,Hawaii,0,8017.127908,78386.68353,53253.92047,6925.575307,128576.1425,0,7086.244443
93,1834,10-Nov-11,Wild Whale,4,Cuvier's beaked whale,Hawaii,SW of Palemano Point,"Splash, blow, or fin",Beaufort 3,12:58,19.43117,-156.00648,1730,9,Milling,14:17,19.4362,156.01357,0.930409734,1.31,2,2,2,None,,8414.3858,Hawai'i,7365.092593,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,209780.0139,FALSE,26036.01481,FALSE,33358.60016,FALSE,640903.9177,50m HMRG multibeam,-1732.642353,181.0281199,7.032271253,11/10/2011,11/10/2011 10:00,2455875.917,11/10/2011 6:29,11/10/2011 17:46,11/10/2011 12:07,11/10/2011 6:06,11/10/2011 6:59,11/10/2011 18:09,11/10/2011 17:15,-22402,320.9133874,-87.0031832,252.4477055,86.46516787,0.998329757,3,11.28690287,medium,11,fall,Hawaii,0,26714.05993,35509.75011,66536.09919,8150.449187,127082.4709,0,53648.31311
94,1836,11-Nov-11,Wild Whale,2,Cuvier's beaked whale,Hawaii,SW of Cook Point,"Splash, blow, or fin",Beaufort 1,13:23,19.45924,-156.00081,1297,7.1,Logging,13:27,19.45924,156.0081,0.764355043,0.06,2,2,2,None,,6076.325231,Hawai'i,4654.313734,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,207262.8496,FALSE,23015.88095,FALSE,30421.12015,FALSE,639660.8263,50m HMRG multibeam,-1545.274456,290.7680268,19.74735198,11/11/2011,11/11/2011 10:00,2455876.917,11/11/2011 6:29,11/11/2011 17:46,11/11/2011 12:08,11/11/2011 6:06,11/11/2011 7:00,11/11/2011 18:09,11/11/2011 17:15,-22424,317.4385109,-87.1832366,79.28109538,82.47100346,0.997008494,3,11.27153498,medium,11,fall,Hawaii,0,29833.80753,38660.10812,66833.83963,5662.257797,128163.9902,0,50996.08465
95,1852,7-May-12,Wild Whale,1,Blainville's beaked whale,Hawaii,WSW of Hachures,"Splash, blow, or fin",Beaufort 1,8:49,19.33938,-155.92261,1168,3.7,Milling,8:50,19.33966,155.92003,0.272496332,0.01,3,3,3,None,,3735.445293,Hawai'i,2733.531063,leeward,TRUE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,222825.7467,FALSE,37822.01259,FALSE,45436.85296,FALSE,653916.5232,50m HMRG multibeam,-1285.376637,248.9489419,13.27085066,5/7/2012,5/7/2012 10:00,2456054.917,5/7/2012 5:51,5/7/2012 18:48,5/7/2012 12:20,5/7/2012 5:28,5/7/2012 6:22,5/7/2012 19:12,5/7/2012 18:18,-18683,351.8863667,-53.34198134,149.1026457,43.38672083,0.975486315,3,12.95104261,long,5,spring,Hawaii,0,23291.42144,30043.90539,60773.45622,3270.991255,114425.1958,0,66264.34382
96,1858,7-May-12,Wild Whale,7,Cuvier's beaked whale,Hawaii,SW of Kealekeua Bay,"Splash, blow, or fin",Beaufort 1,13:45,19.43574,-156.01328,1695,8.7,following pilot whales,14:10,19.42794,156.01833,1.016264481,0.41,1,1,1,Short-finned pilot whale,,8621.769408,Hawai'i,7436.001931,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,209010.3059,FALSE,25471.46162,FALSE,32741.26531,FALSE,640028.2576,50m HMRG multibeam,-1706.019208,215.3687322,6.75380015,5/7/2012,5/7/2012 10:00,2456054.917,5/7/2012 5:52,5/7/2012 18:49,5/7/2012 12:20,5/7/2012 5:28,5/7/2012 6:22,5/7/2012 19:12,5/7/2012 18:18,-18653,351.7611156,-53.23443702,149.0500518,43.26010541,0.975486315,3,12.95560226,long,5,spring,Hawaii,0,26954.85994,35827.68637,65766.48082,8346.12486,127955.1777,0,52922.90223
97,1859,8-May-12,Wild Whale,1,Blainville's beaked whale,Hawaii,SW of Kaloko,"Splash, blow, or fin",Beaufort 1,7:37,19.6777,-156.05244,550,2.3,Milling,8:33,19.67417,156.05382,0.418293243,0.93,3,3,3,None,,1826.719506,Hawai'i,901.8007409,leeward,TRUE,101,MHI Inshore,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,183312.0335,FALSE,1330.841589,FALSE,5622.936447,FALSE,621841.568,50m HMRG multibeam,-716.0805249,238.5805612,23.80829489,5/8/2012,5/8/2012 10:00,2456055.917,5/8/2012 5:51,5/8/2012 18:50,5/8/2012 12:20,5/8/2012 5:28,5/8/2012 6:21,5/8/2012 19:13,5/8/2012 18:19,-18600,351.8304225,-52.72342669,135.4346315,33.83449839,0.924004487,3,12.98148041,long,5,spring,Hawaii,0,26246.243,61720.92837,60842.33985,1374.817236,127530.6313,0,26505.03398
98,1861,8-May-12,Wild Whale,3,Blainville's beaked whale,Hawaii,W of Kamoa Point,"Splash, blow, or fin",Beaufort 2,14:07,19.59643,-156.0248,636,5.1,ST,14:58,19.5929,156.02715,0.463356531,0.85,4,4,5,None,,4652.635699,Hawai'i,1094.11401,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,192612.1865,FALSE,7628.149537,FALSE,15050.35815,FALSE,629184.9743,50m HMRG multibeam,-753.7629485,224.8721184,28.0955236,5/8/2012,5/8/2012 10:00,2456055.917,5/8/2012 5:51,5/8/2012 18:49,5/8/2012 12:20,5/8/2012 5:28,5/8/2012 6:21,5/8/2012 19:13,5/8/2012 18:19,-18614,351.8584484,-52.80756776,135.4180806,33.91066124,0.924004487,3,12.97755905,long,5,spring,Hawaii,0,35669.66231,53077.99638,63355.95106,1394.431656,130776.2637,0,35914.13343
99,1885,15-May-12,Wild Whale,3,Blainville's beaked whale,Hawaii,WSW of Kahalu'u,"Splash, blow, or fin",Beaufort 1,11:02,19.57049,-156.03563,1380,7,T,11:36,19.57149,156.04247,0.725252943,0.56,2,2,3,None,,6962.870578,Hawai'i,3029.796241,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,194624.477,FALSE,10485.22859,FALSE,17629.14729,FALSE,629810.5674,50m HMRG multibeam,-1431.241896,236.6918124,9.784574481,5/15/2012,5/15/2012 10:00,2456062.917,5/15/2012 5:48,5/15/2012 18:52,5/15/2012 12:20,5/15/2012 5:24,5/15/2012 6:19,5/15/2012 19:16,5/15/2012 18:21,-18449,352.2736581,-51.09566961,74.37902185,-31.84602477,0.25891014,4,13.07034782,long,5,spring,Hawaii,0,38035.8295,50095.21075,62366.89408,3430.270834,133498.7992,0,38229.72937
100,1891,16-May-12,Wild Whale,5,Cuvier's beaked whale,Hawaii,W of Honaunau,"Splash, blow, or fin",Beaufort 1,12:36,19.40516,-156.07193,2700,17,ST,13:12,19.41498,156.07658,1.195959002,0.6,1,1,1,None,,15604.22051,Hawai'i,14095.5739,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,209453.8097,FALSE,29098.70445,FALSE,35744.12679,FALSE,636851.2149,50m HMRG multibeam,-2874.840017,211.8826861,7.270807434,5/16/2012,5/16/2012 10:00,2456063.917,5/16/2012 5:48,5/16/2012 18:52,5/16/2012 12:20,5/16/2012 5:24,5/16/2012 6:19,5/16/2012 19:16,5/16/2012 18:22,-18432,352.2335789,-51.02619156,63.79652046,-38.96188397,0.179161752,4,13.07388712,long,5,spring,Hawaii,0,22275.61571,31565.07757,60147.5286,15238.7322,131721.5868,0,54339.92823
101,1896,19-May-12,Wild Whale,1,Blainville's beaked whale,Hawaii,W of Kahaluu,"Splash, blow, or fin",Beaufort 2,7:01,19.58506,-156.03523,1200,6.6,ST,7:46,19.57303,156.02663,1.612906845,0.75,3,3,5,None,,6251.671161,Hawai'i,2632.478233,leeward,TRUE,121,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,193212.8888,FALSE,8870.626296,FALSE,16044.01652,FALSE,628960.2939,50m HMRG multibeam,-1293.723696,266.5860087,12.61329543,5/19/2012,5/19/2012 10:00,2456066.917,5/19/2012 5:47,5/19/2012 18:54,5/19/2012 12:20,5/19/2012 5:23,5/19/2012 6:18,5/19/2012 19:18,5/19/2012 18:23,-18350,352.4121099,-50.19727502,19.60769535,-50.98077967,0.022556288,1,13.11944426,long,5,spring,Hawaii,0,36510.301,51697.62719,62308.55284,2836.281651,132424.0927,0,36717.48565
102,1902,20-May-12,Wild Whale,3,Cuvier's beaked whale,Hawaii,W of Kakpa Bay,"Splash, blow, or fin",Beaufort 1,8:29,19.83212,-156.13528,780,15.9,T,9:27,19.83839,156.13528,0.697235213,0.96,2,2,2,None,,11061.83411,Hawai'i,3830.452124,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,164134.7115,FALSE,18030.03836,FALSE,3805.148297,FALSE,605351.8245,50m HMRG multibeam,-827.7940863,272.8848542,73.99158479,5/20/2012,5/20/2012 10:00,2456067.917,5/20/2012 5:46,5/20/2012 18:55,5/20/2012 12:21,5/20/2012 5:23,5/20/2012 6:17,5/20/2012 19:19,5/20/2012 18:24,-18277,352.3285147,-49.73201664,2.116857872,-50.45675624,0.003063698,1,13.14487407,long,5,spring,Hawaii,0,7512.68566,78763.38548,55977.30051,4694.599527,125945.0627,0,7575.174134
103,1904,20-May-12,Wild Whale,5,Cuvier's beaked whale,Hawaii,NW of Makolea Point,"Splash, blow, or fin",Beaufort 1,13:26,19.82915,-156.14018,779,11.1,ST,13:51,19.83238,156.138,0.425459357,0.41,2,2,2,None,,11324.83601,Hawai'i,4158.686767,leeward,TRUE,122,MHI Coastal,TRUE,TRUE,FALSE,United States Exclusive Exclusive Economic Zone (Hawaii),FALSE,164175.72,FALSE,18032.19392,FALSE,4138.284998,FALSE,605089.3764,50m HMRG multibeam,-825.0125614,261.8966534,24.77833538,5/20/2012,5/20/2012 10:00,2456067.917,5/20/2012 5:46,5/20/2012 18:55,5/20/2012 12:21,5/20/2012 5:23,5/20/2012 6:17,5/20/2012 19:19,5/20/2012 18:24,-18276,352.3209913,-49.73434441,2.109748648,-50.45989419,0.003063698,1,13.14470525,long,5,spring,Hawaii,0,7781.896114,78468.55683,55399.02921,5022.643617,126553.2467,0,7801.691271
