animal,timestamp,lon,lat,datetime_utc,datetime_hst,date_utc,month,year,season,Date,MEI,Periodmei,MeiStrength,Periodmeifull
ZcTag002,5/5/2008 19:00,-156.0328031,19.46361096,5/5/2008 19:00,5/5/2008 9:00,5/5/2008,5,2008,spring,5/5/2008,-1,LN,Moderate,La Niña
ZcTag002,5/5/2008 23:00,-156.0365906,19.47038286,5/5/2008 23:00,5/5/2008 13:00,5/5/2008,5,2008,spring,5/5/2008,-1,LN,Moderate,La Niña
ZcTag002,5/6/2008 3:00,-156.0390804,19.47972128,5/6/2008 3:00,5/5/2008 17:00,5/6/2008,5,2008,spring,5/6/2008,-1,LN,Moderate,La Niña
ZcTag002,5/6/2008 7:00,-156.0415704,19.48905984,5/6/2008 7:00,5/5/2008 21:00,5/6/2008,5,2008,spring,5/6/2008,-1,LN,Moderate,La Niña
ZcTag002,5/6/2008 11:00,-156.0440607,19.49839855,5/6/2008 11:00,5/6/2008 1:00,5/6/2008,5,2008,spring,5/6/2008,-1,LN,Moderate,La Niña
ZcTag002,5/6/2008 15:00,-156.0465511,19.50773741,5/6/2008 15:00,5/6/2008 5:00,5/6/2008,5,2008,spring,5/6/2008,-1,LN,Moderate,La Niña
ZcTag002,5/6/2008 19:00,-156.0490417,19.51707641,5/6/2008 19:00,5/6/2008 9:00,5/6/2008,5,2008,spring,5/6/2008,-1,LN,Moderate,La Niña
ZcTag002,5/6/2008 23:00,-156.0515325,19.52641555,5/6/2008 23:00,5/6/2008 13:00,5/6/2008,5,2008,spring,5/6/2008,-1,LN,Moderate,La Niña
ZcTag002,5/7/2008 3:00,-156.056617,19.54264297,5/7/2008 3:00,5/6/2008 17:00,5/7/2008,5,2008,spring,5/7/2008,-1,LN,Moderate,La Niña
ZcTag002,5/7/2008 7:00,-156.0666372,19.57787726,5/7/2008 7:00,5/6/2008 21:00,5/7/2008,5,2008,spring,5/7/2008,-1,LN,Moderate,La Niña
ZcTag002,5/7/2008 11:00,-156.0768695,19.61399083,5/7/2008 11:00,5/7/2008 1:00,5/7/2008,5,2008,spring,5/7/2008,-1,LN,Moderate,La Niña
ZcTag002,5/7/2008 15:00,-156.0844117,19.64713095,5/7/2008 15:00,5/7/2008 5:00,5/7/2008,5,2008,spring,5/7/2008,-1,LN,Moderate,La Niña
ZcTag002,5/7/2008 19:00,-156.0838994,19.63243008,5/7/2008 19:00,5/7/2008 9:00,5/7/2008,5,2008,spring,5/7/2008,-1,LN,Moderate,La Niña
ZcTag002,5/7/2008 23:00,-156.0777978,19.58404638,5/7/2008 23:00,5/7/2008 13:00,5/7/2008,5,2008,spring,5/7/2008,-1,LN,Moderate,La Niña
ZcTag002,5/8/2008 3:00,-156.0705204,19.53086727,5/8/2008 3:00,5/7/2008 17:00,5/8/2008,5,2008,spring,5/8/2008,-1,LN,Moderate,La Niña
ZcTag002,5/8/2008 7:00,-156.0554391,19.46807207,5/8/2008 7:00,5/7/2008 21:00,5/8/2008,5,2008,spring,5/8/2008,-1,LN,Moderate,La Niña
ZcTag002,5/8/2008 11:00,-156.0402903,19.40519086,5/8/2008 11:00,5/8/2008 1:00,5/8/2008,5,2008,spring,5/8/2008,-1,LN,Moderate,La Niña
ZcTag002,5/8/2008 15:00,-156.0251412,19.34233065,5/8/2008 15:00,5/8/2008 5:00,5/8/2008,5,2008,spring,5/8/2008,-1,LN,Moderate,La Niña
ZcTag002,5/8/2008 19:00,-155.9840945,19.27923043,5/8/2008 19:00,5/8/2008 9:00,5/8/2008,5,2008,spring,5/8/2008,-1,LN,Moderate,La Niña
ZcTag002,5/8/2008 23:00,-155.9559861,19.17897218,5/8/2008 23:00,5/8/2008 13:00,5/8/2008,5,2008,spring,5/8/2008,-1,LN,Moderate,La Niña
ZcTag002,5/9/2008 3:00,-155.9604923,19.05635697,5/9/2008 3:00,5/8/2008 17:00,5/9/2008,5,2008,spring,5/9/2008,-1,LN,Moderate,La Niña
ZcTag002,5/9/2008 7:00,-155.9556468,19.03370325,5/9/2008 7:00,5/8/2008 21:00,5/9/2008,5,2008,spring,5/9/2008,-1,LN,Moderate,La Niña
ZcTag002,5/9/2008 11:00,-155.9508013,19.01106082,5/9/2008 11:00,5/9/2008 1:00,5/9/2008,5,2008,spring,5/9/2008,-1,LN,Moderate,La Niña
ZcTag002,5/9/2008 15:00,-155.9459567,18.9884192,5/9/2008 15:00,5/9/2008 5:00,5/9/2008,5,2008,spring,5/9/2008,-1,LN,Moderate,La Niña
ZcTag002,5/9/2008 19:00,-155.9402427,18.96690238,5/9/2008 19:00,5/9/2008 9:00,5/9/2008,5,2008,spring,5/9/2008,-1,LN,Moderate,La Niña
ZcTag002,5/9/2008 23:00,-155.9338073,18.94631907,5/9/2008 23:00,5/9/2008 13:00,5/9/2008,5,2008,spring,5/9/2008,-1,LN,Moderate,La Niña
ZcTag002,5/10/2008 3:00,-155.9273731,18.92573651,5/10/2008 3:00,5/9/2008 17:00,5/10/2008,5,2008,spring,5/10/2008,-1,LN,Moderate,La Niña
ZcTag002,5/10/2008 7:00,-155.9349863,18.93987706,5/10/2008 7:00,5/9/2008 21:00,5/10/2008,5,2008,spring,5/10/2008,-1,LN,Moderate,La Niña
ZcTag002,5/10/2008 11:00,-155.9457255,18.96174096,5/10/2008 11:00,5/10/2008 1:00,5/10/2008,5,2008,spring,5/10/2008,-1,LN,Moderate,La Niña
ZcTag002,5/10/2008 15:00,-155.9512505,18.98886327,5/10/2008 15:00,5/10/2008 5:00,5/10/2008,5,2008,spring,5/10/2008,-1,LN,Moderate,La Niña
ZcTag002,5/10/2008 19:00,-155.9475794,19.00466333,5/10/2008 19:00,5/10/2008 9:00,5/10/2008,5,2008,spring,5/10/2008,-1,LN,Moderate,La Niña
ZcTag002,5/10/2008 23:00,-155.9684556,18.97372333,5/10/2008 23:00,5/10/2008 13:00,5/10/2008,5,2008,spring,5/10/2008,-1,LN,Moderate,La Niña
ZcTag002,5/11/2008 3:00,-155.9990513,18.9757283,5/11/2008 3:00,5/10/2008 17:00,5/11/2008,5,2008,spring,5/11/2008,-1,LN,Moderate,La Niña
ZcTag002,5/11/2008 7:00,-156.0006088,18.98794695,5/11/2008 7:00,5/10/2008 21:00,5/11/2008,5,2008,spring,5/11/2008,-1,LN,Moderate,La Niña
ZcTag002,5/11/2008 11:00,-156.0021664,19.00016588,5/11/2008 11:00,5/11/2008 1:00,5/11/2008,5,2008,spring,5/11/2008,-1,LN,Moderate,La Niña
ZcTag002,5/11/2008 15:00,-156.0042135,19.01129756,5/11/2008 15:00,5/11/2008 5:00,5/11/2008,5,2008,spring,5/11/2008,-1,LN,Moderate,La Niña
ZcTag002,5/11/2008 19:00,-156.0171433,18.99824003,5/11/2008 19:00,5/11/2008 9:00,5/11/2008,5,2008,spring,5/11/2008,-1,LN,Moderate,La Niña
ZcTag002,5/11/2008 23:00,-156.0300934,18.98513405,5/11/2008 23:00,5/11/2008 13:00,5/11/2008,5,2008,spring,5/11/2008,-1,LN,Moderate,La Niña
ZcTag002,5/12/2008 3:00,-156.0430421,18.97202808,5/12/2008 3:00,5/11/2008 17:00,5/12/2008,5,2008,spring,5/12/2008,-1,LN,Moderate,La Niña
ZcTag002,5/12/2008 7:00,-156.0564236,19.00270923,5/12/2008 7:00,5/11/2008 21:00,5/12/2008,5,2008,spring,5/12/2008,-1,LN,Moderate,La Niña
ZcTag002,5/12/2008 11:00,-156.0698991,19.04248071,5/12/2008 11:00,5/12/2008 1:00,5/12/2008,5,2008,spring,5/12/2008,-1,LN,Moderate,La Niña
ZcTag002,5/12/2008 15:00,-156.0833747,19.08225124,5/12/2008 15:00,5/12/2008 5:00,5/12/2008,5,2008,spring,5/12/2008,-1,LN,Moderate,La Niña
ZcTag002,5/12/2008 19:00,-156.0456609,19.08293073,5/12/2008 19:00,5/12/2008 9:00,5/12/2008,5,2008,spring,5/12/2008,-1,LN,Moderate,La Niña
ZcTag002,5/12/2008 23:00,-156.0277675,19.0743673,5/12/2008 23:00,5/12/2008 13:00,5/12/2008,5,2008,spring,5/12/2008,-1,LN,Moderate,La Niña
ZcTag002,5/13/2008 3:00,-156.015468,19.06352378,5/13/2008 3:00,5/12/2008 17:00,5/13/2008,5,2008,spring,5/13/2008,-1,LN,Moderate,La Niña
ZcTag002,5/13/2008 7:00,-156.0031696,19.0526799,5/13/2008 7:00,5/12/2008 21:00,5/13/2008,5,2008,spring,5/13/2008,-1,LN,Moderate,La Niña
ZcTag002,5/13/2008 11:00,-155.9908723,19.04183567,5/13/2008 11:00,5/13/2008 1:00,5/13/2008,5,2008,spring,5/13/2008,-1,LN,Moderate,La Niña
ZcTag002,5/13/2008 15:00,-155.9811611,19.02758581,5/13/2008 15:00,5/13/2008 5:00,5/13/2008,5,2008,spring,5/13/2008,-1,LN,Moderate,La Niña
ZcTag002,5/13/2008 19:00,-155.9751075,19.00851992,5/13/2008 19:00,5/13/2008 9:00,5/13/2008,5,2008,spring,5/13/2008,-1,LN,Moderate,La Niña
ZcTag002,5/13/2008 23:00,-156.0076284,19.11935273,5/13/2008 23:00,5/13/2008 13:00,5/13/2008,5,2008,spring,5/13/2008,-1,LN,Moderate,La Niña
ZcTag002,5/14/2008 3:00,-155.9815638,19.09370014,5/14/2008 3:00,5/13/2008 17:00,5/14/2008,5,2008,spring,5/14/2008,-1,LN,Moderate,La Niña
ZcTag002,5/14/2008 7:00,-155.9847092,19.07529881,5/14/2008 7:00,5/13/2008 21:00,5/14/2008,5,2008,spring,5/14/2008,-1,LN,Moderate,La Niña
ZcTag002,5/14/2008 11:00,-155.986207,19.05530636,5/14/2008 11:00,5/14/2008 1:00,5/14/2008,5,2008,spring,5/14/2008,-1,LN,Moderate,La Niña
ZcTag002,5/14/2008 15:00,-155.9877045,19.03531465,5/14/2008 15:00,5/14/2008 5:00,5/14/2008,5,2008,spring,5/14/2008,-1,LN,Moderate,La Niña
ZcTag002,5/14/2008 19:00,-155.9865757,19.01212843,5/14/2008 19:00,5/14/2008 9:00,5/14/2008,5,2008,spring,5/14/2008,-1,LN,Moderate,La Niña
ZcTag002,5/14/2008 23:00,-155.9719959,19.03352977,5/14/2008 23:00,5/14/2008 13:00,5/14/2008,5,2008,spring,5/14/2008,-1,LN,Moderate,La Niña
ZcTag002,5/15/2008 3:00,-155.9641336,19.04901081,5/15/2008 3:00,5/14/2008 17:00,5/15/2008,5,2008,spring,5/15/2008,-1,LN,Moderate,La Niña
ZcTag002,5/15/2008 7:00,-155.9606894,19.04664645,5/15/2008 7:00,5/14/2008 21:00,5/15/2008,5,2008,spring,5/15/2008,-1,LN,Moderate,La Niña
ZcTag002,5/15/2008 11:00,-155.9575078,19.04322171,5/15/2008 11:00,5/15/2008 1:00,5/15/2008,5,2008,spring,5/15/2008,-1,LN,Moderate,La Niña
ZcTag002,5/15/2008 15:00,-155.9552615,19.04070539,5/15/2008 15:00,5/15/2008 5:00,5/15/2008,5,2008,spring,5/15/2008,-1,LN,Moderate,La Niña
ZcTag002,5/15/2008 19:00,-155.9561655,19.00920476,5/15/2008 19:00,5/15/2008 9:00,5/15/2008,5,2008,spring,5/15/2008,-1,LN,Moderate,La Niña
ZcTag002,5/15/2008 23:00,-156.0021083,18.95933269,5/15/2008 23:00,5/15/2008 13:00,5/15/2008,5,2008,spring,5/15/2008,-1,LN,Moderate,La Niña
ZcTag002,5/16/2008 3:00,-156.0160043,18.95521439,5/16/2008 3:00,5/15/2008 17:00,5/16/2008,5,2008,spring,5/16/2008,-1,LN,Moderate,La Niña
ZcTag002,5/16/2008 7:00,-156.0250285,18.9557013,5/16/2008 7:00,5/15/2008 21:00,5/16/2008,5,2008,spring,5/16/2008,-1,LN,Moderate,La Niña
ZcTag002,5/16/2008 11:00,-156.0340527,18.9561879,5/16/2008 11:00,5/16/2008 1:00,5/16/2008,5,2008,spring,5/16/2008,-1,LN,Moderate,La Niña
ZcTag002,5/16/2008 15:00,-156.0430716,18.95668355,5/16/2008 15:00,5/16/2008 5:00,5/16/2008,5,2008,spring,5/16/2008,-1,LN,Moderate,La Niña
ZcTag002,5/16/2008 19:00,-156.0297024,18.96788297,5/16/2008 19:00,5/16/2008 9:00,5/16/2008,5,2008,spring,5/16/2008,-1,LN,Moderate,La Niña
ZcTag002,5/16/2008 23:00,-156.0143998,18.97816046,5/16/2008 23:00,5/16/2008 13:00,5/16/2008,5,2008,spring,5/16/2008,-1,LN,Moderate,La Niña
ZcTag002,5/17/2008 3:00,-156.0045404,18.98449595,5/17/2008 3:00,5/16/2008 17:00,5/17/2008,5,2008,spring,5/17/2008,-1,LN,Moderate,La Niña
ZcTag002,5/17/2008 7:00,-155.99675,18.98933307,5/17/2008 7:00,5/16/2008 21:00,5/17/2008,5,2008,spring,5/17/2008,-1,LN,Moderate,La Niña
ZcTag002,5/17/2008 11:00,-155.9889592,18.99417,5/17/2008 11:00,5/17/2008 1:00,5/17/2008,5,2008,spring,5/17/2008,-1,LN,Moderate,La Niña
ZcTag002,5/17/2008 15:00,-155.9810909,18.99911157,5/17/2008 15:00,5/17/2008 5:00,5/17/2008,5,2008,spring,5/17/2008,-1,LN,Moderate,La Niña
ZcTag002,5/17/2008 19:00,-155.9542283,19.02775319,5/17/2008 19:00,5/17/2008 9:00,5/17/2008,5,2008,spring,5/17/2008,-1,LN,Moderate,La Niña
ZcTag002,5/17/2008 23:00,-155.9577279,18.96920589,5/17/2008 23:00,5/17/2008 13:00,5/17/2008,5,2008,spring,5/17/2008,-1,LN,Moderate,La Niña
ZcTag002,5/18/2008 3:00,-155.9624805,18.89687635,5/18/2008 3:00,5/17/2008 17:00,5/18/2008,5,2008,spring,5/18/2008,-1,LN,Moderate,La Niña
ZcTag003,5/5/2008 20:00,-156.0371526,19.46157142,5/5/2008 20:00,5/5/2008 10:00,5/5/2008,5,2008,spring,5/5/2008,-1,LN,Moderate,La Niña
ZcTag003,5/6/2008 0:00,-156.0594846,19.42414171,5/6/2008 0:00,5/5/2008 14:00,5/6/2008,5,2008,spring,5/6/2008,-1,LN,Moderate,La Niña
ZcTag003,5/6/2008 4:00,-156.0746138,19.40174229,5/6/2008 4:00,5/5/2008 18:00,5/6/2008,5,2008,spring,5/6/2008,-1,LN,Moderate,La Niña
ZcTag003,5/6/2008 8:00,-156.0757351,19.40522861,5/6/2008 8:00,5/5/2008 22:00,5/6/2008,5,2008,spring,5/6/2008,-1,LN,Moderate,La Niña
ZcTag003,5/6/2008 12:00,-156.0683652,19.42417146,5/6/2008 12:00,5/6/2008 2:00,5/6/2008,5,2008,spring,5/6/2008,-1,LN,Moderate,La Niña
ZcTag003,5/6/2008 16:00,-156.0571775,19.45013428,5/6/2008 16:00,5/6/2008 6:00,5/6/2008,5,2008,spring,5/6/2008,-1,LN,Moderate,La Niña
ZcTag003,5/6/2008 20:00,-156.045088,19.4779142,5/6/2008 20:00,5/6/2008 10:00,5/6/2008,5,2008,spring,5/6/2008,-1,LN,Moderate,La Niña
ZcTag003,5/7/2008 0:00,-156.0346008,19.50314469,5/7/2008 0:00,5/6/2008 14:00,5/7/2008,5,2008,spring,5/7/2008,-1,LN,Moderate,La Niña
ZcTag003,5/7/2008 4:00,-156.028919,19.52639868,5/7/2008 4:00,5/6/2008 18:00,5/7/2008,5,2008,spring,5/7/2008,-1,LN,Moderate,La Niña
ZcTag003,5/7/2008 8:00,-156.0295069,19.56059136,5/7/2008 8:00,5/6/2008 22:00,5/7/2008,5,2008,spring,5/7/2008,-1,LN,Moderate,La Niña
ZcTag003,5/7/2008 12:00,-156.0318092,19.59475054,5/7/2008 12:00,5/7/2008 2:00,5/7/2008,5,2008,spring,5/7/2008,-1,LN,Moderate,La Niña
ZcTag003,5/7/2008 16:00,-156.0314281,19.61391108,5/7/2008 16:00,5/7/2008 6:00,5/7/2008,5,2008,spring,5/7/2008,-1,LN,Moderate,La Niña
ZcTag003,5/7/2008 20:00,-156.0324825,19.61551106,5/7/2008 20:00,5/7/2008 10:00,5/7/2008,5,2008,spring,5/7/2008,-1,LN,Moderate,La Niña
ZcTag003,5/8/2008 0:00,-156.0375503,19.58871763,5/8/2008 0:00,5/7/2008 14:00,5/8/2008,5,2008,spring,5/8/2008,-1,LN,Moderate,La Niña
ZcTag003,5/8/2008 4:00,-156.0462641,19.51918109,5/8/2008 4:00,5/7/2008 18:00,5/8/2008,5,2008,spring,5/8/2008,-1,LN,Moderate,La Niña
ZcTag003,5/8/2008 8:00,-156.0526901,19.43219178,5/8/2008 8:00,5/7/2008 22:00,5/8/2008,5,2008,spring,5/8/2008,-1,LN,Moderate,La Niña
ZcTag003,5/8/2008 12:00,-156.048068,19.35961519,5/8/2008 12:00,5/8/2008 2:00,5/8/2008,5,2008,spring,5/8/2008,-1,LN,Moderate,La Niña
ZcTag003,5/8/2008 16:00,-156.0186932,19.33897864,5/8/2008 16:00,5/8/2008 6:00,5/8/2008,5,2008,spring,5/8/2008,-1,LN,Moderate,La Niña
ZcTag003,5/8/2008 20:00,-155.9607132,19.26160031,5/8/2008 20:00,5/8/2008 10:00,5/8/2008,5,2008,spring,5/8/2008,-1,LN,Moderate,La Niña
ZcTag003,5/9/2008 0:00,-155.9036714,19.24704801,5/9/2008 0:00,5/8/2008 14:00,5/9/2008,5,2008,spring,5/9/2008,-1,LN,Moderate,La Niña
ZcTag003,5/9/2008 4:00,-155.8649804,19.02169564,5/9/2008 4:00,5/8/2008 18:00,5/9/2008,5,2008,spring,5/9/2008,-1,LN,Moderate,La Niña
ZcTag003,5/9/2008 8:00,-155.8545636,18.98858392,5/9/2008 8:00,5/8/2008 22:00,5/9/2008,5,2008,spring,5/9/2008,-1,LN,Moderate,La Niña
ZcTag003,5/9/2008 12:00,-155.8596129,18.90896979,5/9/2008 12:00,5/9/2008 2:00,5/9/2008,5,2008,spring,5/9/2008,-1,LN,Moderate,La Niña
ZcTag003,5/9/2008 16:00,-155.8672768,18.86271113,5/9/2008 16:00,5/9/2008 6:00,5/9/2008,5,2008,spring,5/9/2008,-1,LN,Moderate,La Niña
ZcTag003,5/9/2008 20:00,-155.8799504,18.86056255,5/9/2008 20:00,5/9/2008 10:00,5/9/2008,5,2008,spring,5/9/2008,-1,LN,Moderate,La Niña
ZcTag003,5/10/2008 0:00,-155.9113231,18.88404706,5/10/2008 0:00,5/9/2008 14:00,5/10/2008,5,2008,spring,5/10/2008,-1,LN,Moderate,La Niña
ZcTag003,5/10/2008 4:00,-155.9430229,18.91416057,5/10/2008 4:00,5/9/2008 18:00,5/10/2008,5,2008,spring,5/10/2008,-1,LN,Moderate,La Niña
ZcTag003,5/10/2008 8:00,-155.9531143,18.93868464,5/10/2008 8:00,5/9/2008 22:00,5/10/2008,5,2008,spring,5/10/2008,-1,LN,Moderate,La Niña
ZcTag003,5/10/2008 12:00,-155.9481602,18.96504144,5/10/2008 12:00,5/10/2008 2:00,5/10/2008,5,2008,spring,5/10/2008,-1,LN,Moderate,La Niña
ZcTag003,5/10/2008 16:00,-155.9369999,19.00373669,5/10/2008 16:00,5/10/2008 6:00,5/10/2008,5,2008,spring,5/10/2008,-1,LN,Moderate,La Niña
ZcTag003,5/10/2008 20:00,-155.9540938,19.00999588,5/10/2008 20:00,5/10/2008 10:00,5/10/2008,5,2008,spring,5/10/2008,-1,LN,Moderate,La Niña
ZcTag003,5/11/2008 0:00,-155.9695144,18.98549059,5/11/2008 0:00,5/10/2008 14:00,5/11/2008,5,2008,spring,5/11/2008,-1,LN,Moderate,La Niña
ZcTag003,5/11/2008 4:00,-155.9748717,18.98007605,5/11/2008 4:00,5/10/2008 18:00,5/11/2008,5,2008,spring,5/11/2008,-1,LN,Moderate,La Niña
ZcTag003,5/11/2008 8:00,-155.9811922,18.98938464,5/11/2008 8:00,5/10/2008 22:00,5/11/2008,5,2008,spring,5/11/2008,-1,LN,Moderate,La Niña
ZcTag003,5/11/2008 12:00,-155.9854232,19.00161863,5/11/2008 12:00,5/11/2008 2:00,5/11/2008,5,2008,spring,5/11/2008,-1,LN,Moderate,La Niña
ZcTag003,5/11/2008 16:00,-155.9828025,19.00601265,5/11/2008 16:00,5/11/2008 6:00,5/11/2008,5,2008,spring,5/11/2008,-1,LN,Moderate,La Niña
ZcTag003,5/11/2008 20:00,-155.9735539,19.00184916,5/11/2008 20:00,5/11/2008 10:00,5/11/2008,5,2008,spring,5/11/2008,-1,LN,Moderate,La Niña
ZcTag003,5/12/2008 0:00,-155.9761339,18.99822179,5/12/2008 0:00,5/11/2008 14:00,5/12/2008,5,2008,spring,5/12/2008,-1,LN,Moderate,La Niña
ZcTag003,5/12/2008 4:00,-156.0081351,18.99761931,5/12/2008 4:00,5/11/2008 18:00,5/12/2008,5,2008,spring,5/12/2008,-1,LN,Moderate,La Niña
ZcTag003,5/12/2008 8:00,-156.0456332,18.9848182,5/12/2008 8:00,5/11/2008 22:00,5/12/2008,5,2008,spring,5/12/2008,-1,LN,Moderate,La Niña
ZcTag003,5/12/2008 12:00,-156.0835644,18.9737052,5/12/2008 12:00,5/12/2008 2:00,5/12/2008,5,2008,spring,5/12/2008,-1,LN,Moderate,La Niña
ZcTag003,5/12/2008 16:00,-156.1223567,18.98415368,5/12/2008 16:00,5/12/2008 6:00,5/12/2008,5,2008,spring,5/12/2008,-1,LN,Moderate,La Niña
ZcTag003,5/12/2008 20:00,-156.1619484,19.01780533,5/12/2008 20:00,5/12/2008 10:00,5/12/2008,5,2008,spring,5/12/2008,-1,LN,Moderate,La Niña
ZcTag003,5/13/2008 0:00,-156.2203003,19.04048284,5/13/2008 0:00,5/12/2008 14:00,5/13/2008,5,2008,spring,5/13/2008,-1,LN,Moderate,La Niña
ZcTag003,5/13/2008 4:00,-156.2814279,19.04983676,5/13/2008 4:00,5/12/2008 18:00,5/13/2008,5,2008,spring,5/13/2008,-1,LN,Moderate,La Niña
ZcTag003,5/13/2008 8:00,-156.3233619,19.05398058,5/13/2008 8:00,5/12/2008 22:00,5/13/2008,5,2008,spring,5/13/2008,-1,LN,Moderate,La Niña
ZcTag003,5/13/2008 12:00,-156.3587365,19.06388078,5/13/2008 12:00,5/13/2008 2:00,5/13/2008,5,2008,spring,5/13/2008,-1,LN,Moderate,La Niña
ZcTag003,5/13/2008 16:00,-156.3927923,19.09837612,5/13/2008 16:00,5/13/2008 6:00,5/13/2008,5,2008,spring,5/13/2008,-1,LN,Moderate,La Niña
ZcTag003,5/13/2008 20:00,-156.3849166,19.18339924,5/13/2008 20:00,5/13/2008 10:00,5/13/2008,5,2008,spring,5/13/2008,-1,LN,Moderate,La Niña
ZcTag003,5/14/2008 0:00,-156.3498442,19.28930013,5/14/2008 0:00,5/13/2008 14:00,5/14/2008,5,2008,spring,5/14/2008,-1,LN,Moderate,La Niña
ZcTag003,5/14/2008 4:00,-156.3068012,19.39297149,5/14/2008 4:00,5/13/2008 18:00,5/14/2008,5,2008,spring,5/14/2008,-1,LN,Moderate,La Niña
ZcTag003,5/14/2008 8:00,-156.2672602,19.47907345,5/14/2008 8:00,5/13/2008 22:00,5/14/2008,5,2008,spring,5/14/2008,-1,LN,Moderate,La Niña
ZcTag003,5/14/2008 12:00,-156.2322327,19.55266086,5/14/2008 12:00,5/14/2008 2:00,5/14/2008,5,2008,spring,5/14/2008,-1,LN,Moderate,La Niña
ZcTag003,5/14/2008 16:00,-156.2020832,19.619458,5/14/2008 16:00,5/14/2008 6:00,5/14/2008,5,2008,spring,5/14/2008,-1,LN,Moderate,La Niña
ZcTag003,5/14/2008 20:00,-156.1794355,19.6820464,5/14/2008 20:00,5/14/2008 10:00,5/14/2008,5,2008,spring,5/14/2008,-1,LN,Moderate,La Niña
ZcTag003,5/15/2008 0:00,-156.172625,19.72742883,5/15/2008 0:00,5/14/2008 14:00,5/15/2008,5,2008,spring,5/15/2008,-1,LN,Moderate,La Niña
ZcTag003,5/15/2008 4:00,-156.1830964,19.7408176,5/15/2008 4:00,5/14/2008 18:00,5/15/2008,5,2008,spring,5/15/2008,-1,LN,Moderate,La Niña
ZcTag003,5/15/2008 8:00,-156.2025033,19.73640302,5/15/2008 8:00,5/14/2008 22:00,5/15/2008,5,2008,spring,5/15/2008,-1,LN,Moderate,La Niña
ZcTag003,5/15/2008 12:00,-156.2259636,19.72229493,5/15/2008 12:00,5/15/2008 2:00,5/15/2008,5,2008,spring,5/15/2008,-1,LN,Moderate,La Niña
ZcTag003,5/15/2008 16:00,-156.2508463,19.70772353,5/15/2008 16:00,5/15/2008 6:00,5/15/2008,5,2008,spring,5/15/2008,-1,LN,Moderate,La Niña
ZcTag003,5/15/2008 20:00,-156.2775338,19.72647043,5/15/2008 20:00,5/15/2008 10:00,5/15/2008,5,2008,spring,5/15/2008,-1,LN,Moderate,La Niña
ZcTag003,5/16/2008 0:00,-156.3047353,19.76755695,5/16/2008 0:00,5/15/2008 14:00,5/16/2008,5,2008,spring,5/16/2008,-1,LN,Moderate,La Niña
ZcTag003,5/16/2008 4:00,-156.3304499,19.81375952,5/16/2008 4:00,5/15/2008 18:00,5/16/2008,5,2008,spring,5/16/2008,-1,LN,Moderate,La Niña
ZcTag003,5/16/2008 8:00,-156.3531205,19.85589786,5/16/2008 8:00,5/15/2008 22:00,5/16/2008,5,2008,spring,5/16/2008,-1,LN,Moderate,La Niña
ZcTag003,5/16/2008 12:00,-156.3718269,19.89312316,5/16/2008 12:00,5/16/2008 2:00,5/16/2008,5,2008,spring,5/16/2008,-1,LN,Moderate,La Niña
ZcTag003,5/16/2008 16:00,-156.3842887,19.92341034,5/16/2008 16:00,5/16/2008 6:00,5/16/2008,5,2008,spring,5/16/2008,-1,LN,Moderate,La Niña
ZcTag003,5/16/2008 20:00,-156.3906371,19.94290359,5/16/2008 20:00,5/16/2008 10:00,5/16/2008,5,2008,spring,5/16/2008,-1,LN,Moderate,La Niña
ZcTag003,5/17/2008 0:00,-156.3929605,19.94400584,5/17/2008 0:00,5/16/2008 14:00,5/17/2008,5,2008,spring,5/17/2008,-1,LN,Moderate,La Niña
ZcTag003,5/17/2008 4:00,-156.3923744,19.91878308,5/17/2008 4:00,5/16/2008 18:00,5/17/2008,5,2008,spring,5/17/2008,-1,LN,Moderate,La Niña
ZcTag003,5/17/2008 8:00,-156.3917688,19.88246561,5/17/2008 8:00,5/16/2008 22:00,5/17/2008,5,2008,spring,5/17/2008,-1,LN,Moderate,La Niña
ZcTag003,5/17/2008 12:00,-156.3948353,19.85437365,5/17/2008 12:00,5/17/2008 2:00,5/17/2008,5,2008,spring,5/17/2008,-1,LN,Moderate,La Niña
ZcTag003,5/17/2008 16:00,-156.4069714,19.8576165,5/17/2008 16:00,5/17/2008 6:00,5/17/2008,5,2008,spring,5/17/2008,-1,LN,Moderate,La Niña
ZcTag003,5/17/2008 20:00,-156.4389386,19.90583293,5/17/2008 20:00,5/17/2008 10:00,5/17/2008,5,2008,spring,5/17/2008,-1,LN,Moderate,La Niña
ZcTag003,5/18/2008 0:00,-156.4897651,19.88322824,5/18/2008 0:00,5/17/2008 14:00,5/18/2008,5,2008,spring,5/18/2008,-1,LN,Moderate,La Niña
ZcTag003,5/18/2008 4:00,-156.5121321,19.79205596,5/18/2008 4:00,5/17/2008 18:00,5/18/2008,5,2008,spring,5/18/2008,-1,LN,Moderate,La Niña
ZcTag003,5/18/2008 8:00,-156.5082908,19.74996152,5/18/2008 8:00,5/17/2008 22:00,5/18/2008,5,2008,spring,5/18/2008,-1,LN,Moderate,La Niña
ZcTag003,5/18/2008 12:00,-156.4996967,19.76782835,5/18/2008 12:00,5/18/2008 2:00,5/18/2008,5,2008,spring,5/18/2008,-1,LN,Moderate,La Niña
ZcTag003,5/18/2008 16:00,-156.489558,19.81523012,5/18/2008 16:00,5/18/2008 6:00,5/18/2008,5,2008,spring,5/18/2008,-1,LN,Moderate,La Niña
